mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
49	49	585/2	585/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	585							194
49	49	293	293	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	586							194
49	49	587/2	587/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	587							
50	50	294	294	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	588							195
50	50	589/2	589/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	589							195
50	50	295	295	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	590							
50	50	591/2	591/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	591							196
50	50	296	296	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	592							196
50	50	593/2	593/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	593							
50	50	297	297	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	594							197
50	50	595/2	595/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	595							197
50	50	298	298	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	596							
50	50	597/2	597/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	597							198
50	50	299	299	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	598							198
50	50	599/2	599/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	599							
51	51	300	300	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	600							199
51	51	601/2	601/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	601							199
51	51	301	301	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	602							
51	51	603/2	603/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	603							200
51	51	302	302	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	604							200
51	51	605/2	605/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	605							
51	51	303	303	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	606							201
51	51	607/2	607/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	607							201
51	51	304	304	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	608							
51	51	609/2	609/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	609							202
51	51	305	305	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	610							202
51	51	611/2	611/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	611							
52	52	306	306	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	612							203
52	52	613/2	613/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	613							203
52	52	307	307	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	614							
52	52	615/2	615/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	615							204
52	52	308	308	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	616							204
52	52	617/2	617/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	617							
52	52	309	309	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	618							205
52	52	619/2	619/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	619							205
52	52	310	310	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	620							
52	52	621/2	621/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	621							206
52	52	311	311	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	622							206
52	52	623/2	623/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	623							
53	53	312	312	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	624							207
53	53	625/2	625/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	625							207
53	53	313	313	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	626							
53	53	627/2	627/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	627							208
53	53	314	314	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	628							208
53	53	629/2	629/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	629							
53	53	315	315	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	630							209
53	53	631/2	631/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	631							209
53	53	316	316	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	632							
53	53	633/2	633/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	633							210
53	53	317	317	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	634							210
53	53	635/2	635/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	635							
54	54	318	318	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	636							
54	54	637/2	637/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	637							
54	54	319	319	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	638							
54	54	639/2	639/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	639							
54	54	320	320	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	640							
54	54	641/2	641/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	641							
54	54	321	321	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	642							
54	54	643/2	643/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	643							
54	54	322	322	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	644							
54	54	645/2	645/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	645							
54	54	323	323	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	646							
54	54	647/2	647/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	647							
55	55	324	324	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	648							
55	55	649/2	649/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	649							
55	55	325	325	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	650							
55	55	651/2	651/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	651							
55	55	326	326	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	652							
55	55	653/2	653/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	653							
55	55	327	327	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	654							
55	55	655/2	655/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	655							
55	55	328	328	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	656							
55	55	657/2	657/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	657							
55	55	329	329	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	658							
55	55	659/2	659/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	659							
56	56	330	330	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	660							211
56	56	661/2	661/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	661							211
56	56	331	331	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	662							
56	56	663/2	663/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	663							212
56	56	332	332	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	664							212
56	56	665/2	665/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	665							
56	56	333	333	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	666							213
56	56	667/2	667/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	667							213
56	56	334	334	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	668							
56	56	669/2	669/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	669							214
56	56	335	335	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	670							214
56	56	671/2	671/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	671							
57	57	336	336	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	672							215
57	57	673/2	673/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	673							215
57	57	337	337	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	674							
57	57	675/2	675/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	675							216
57	57	338	338	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	676							216
57	57	677/2	677/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	677							
57	57	339	339	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	678							217
57	57	679/2	679/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	679							217
57	57	340	340	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	680							
57	57	681/2	681/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	681							218
57	57	341	341	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	682							218
57	57	683/2	683/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	683							
58	58	342	342	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	684							219
58	58	685/2	685/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	685							219
58	58	343	343	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	686							
58	58	687/2	687/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	687							220
58	58	344	344	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	688							220
58	58	689/2	689/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	689							
58	58	345	345	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	690							221
58	58	691/2	691/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	691							221
58	58	346	346	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	692							
58	58	693/2	693/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	693							222
58	58	347	347	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	694							222
58	58	695/2	695/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	695							
59	59	348	348	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	696							223
59	59	697/2	697/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	697							223
59	59	349	349	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	698							
59	59	699/2	699/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	699							224
59	59	350	350	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	700							224
59	59	701/2	701/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	701							
59	59	351	351	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	702							225
59	59	703/2	703/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	703							225
59	59	352	352	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	704							
59	59	705/2	705/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	705							226
59	59	353	353	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	706							226
59	59	707/2	707/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	707							
60	60	354	354	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	708							227
60	60	709/2	709/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	709							227
60	60	355	355	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	710							
60	60	711/2	711/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	711							228
60	60	356	356	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	712							228
60	60	713/2	713/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	713							
60	60	357	357	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	714							229
60	60	715/2	715/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	715							229
60	60	358	358	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	716							
60	60	717/2	717/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	717							230
60	60	359	359	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	718							230
60	60	719/2	719/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	719							
61	61	360	360	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	720							231
61	61	721/2	721/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	721							231
61	61	361	361	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	722							
61	61	723/2	723/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	723							232
61	61	362	362	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	724							232
61	61	725/2	725/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	725							
61	61	363	363	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	726							233
61	61	727/2	727/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	727							233
61	61	364	364	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	728							
61	61	729/2	729/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	729							234
61	61	365	365	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	730							234
61	61	731/2	731/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	731							
62	62	366	366	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	732							235
62	62	733/2	733/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	733							235
62	62	367	367	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	734							
62	62	735/2	735/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	735							236
62	62	368	368	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	736							236
62	62	737/2	737/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	737							
62	62	369	369	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	738							237
62	62	739/2	739/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	739							237
62	62	370	370	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	740							
62	62	741/2	741/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	741							238
62	62	371	371	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	742							238
62	62	743/2	743/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	743							
63	63	372	372	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	744							239
63	63	745/2	745/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	745							239
63	63	373	373	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	746							
63	63	747/2	747/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	747							240
63	63	374	374	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	748							240
63	63	749/2	749/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	749							
63	63	375	375	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	750							241
63	63	751/2	751/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	751							241
63	63	376	376	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	752							
63	63	753/2	753/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	753							242
63	63	377	377	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	754							242
63	63	755/2	755/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	755							
64	64	378	378	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	756							243
64	64	757/2	757/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	757							243
64	64	379	379	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	758							
64	64	759/2	759/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	759							244
64	64	380	380	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	760							244
64	64	761/2	761/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	761							
64	64	381	381	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	762							245
64	64	763/2	763/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	763							245
64	64	382	382	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	764							
64	64	765/2	765/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	765							246
64	64	383	383	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	766							246
64	64	767/2	767/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	767							
65	65	384	384	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	768							247
65	65	769/2	769/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	769							247
65	65	385	385	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	770							
65	65	771/2	771/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	771							248
65	65	386	386	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	772							248
65	65	773/2	773/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	773							
65	65	387	387	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	774							249
65	65	775/2	775/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	775							249
65	65	388	388	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	776							
65	65	777/2	777/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	777							250
65	65	389	389	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	778							250
65	65	779/2	779/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	779							
66	66	390	390	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	780							251
66	66	781/2	781/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	781							251
66	66	391	391	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	782							
66	66	783/2	783/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	783							252
66	66	392	392	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	784							252
66	66	785/2	785/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	785							
66	66	393	393	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	786							253
66	66	787/2	787/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	787							253
66	66	394	394	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	788							
66	66	789/2	789/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	789							254
66	66	395	395	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	790							254
66	66	791/2	791/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	791							
67	67	396	396	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	792							255
67	67	793/2	793/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	793							255
67	67	397	397	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	794							
67	67	795/2	795/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	795							256
67	67	398	398	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	796							256
67	67	797/2	797/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	797							
67	67	399	399	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	798							257
67	67	799/2	799/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	799							257
67	67	400	400	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	800							
67	67	801/2	801/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	801							258
67	67	401	401	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	802							258
67	67	803/2	803/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	803							
68	68	402	402	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	804							259
68	68	805/2	805/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	805							259
68	68	403	403	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	806							
68	68	807/2	807/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	807							260
68	68	404	404	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	808							260
68	68	809/2	809/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	809							
68	68	405	405	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	810							261
68	68	811/2	811/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	811							261
68	68	406	406	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	812							
68	68	813/2	813/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	813							262
68	68	407	407	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	814							262
68	68	815/2	815/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	815							
69	69	408	408	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	816							263
69	69	817/2	817/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	817							263
69	69	409	409	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	818							
69	69	819/2	819/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	819							264
69	69	410	410	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	820							264
69	69	821/2	821/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	821							
69	69	411	411	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	822							265
69	69	823/2	823/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	823							265
69	69	412	412	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	824							
69	69	825/2	825/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	825							266
69	69	413	413	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	826							266
69	69	827/2	827/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	827							
70	70	414	414	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	828							267
70	70	829/2	829/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	829							267
70	70	415	415	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	830							
70	70	831/2	831/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	831							268
70	70	416	416	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	832							268
70	70	833/2	833/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	833							
70	70	417	417	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	834							269
70	70	835/2	835/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	835							269
70	70	418	418	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	836							
70	70	837/2	837/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	837							270
70	70	419	419	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	838							270
70	70	839/2	839/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	839							
71	71	420	420	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	840							271
71	71	841/2	841/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	841							271
71	71	421	421	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	842							
71	71	843/2	843/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	843							272
71	71	422	422	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	844							272
71	71	845/2	845/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	845							
71	71	423	423	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	846							273
71	71	847/2	847/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	847							273
71	71	424	424	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	848							
71	71	849/2	849/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	849							274
71	71	425	425	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	850							274
71	71	851/2	851/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	851							
72	72	426	426	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	852							275
72	72	853/2	853/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	853							275
72	72	427	427	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	854							
72	72	855/2	855/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	855							276
72	72	428	428	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	856							276
72	72	857/2	857/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	857							
72	72	429	429	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	858							277
72	72	859/2	859/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	859							277
72	72	430	430	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	860							
72	72	861/2	861/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	861							278
72	72	431	431	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	862							278
72	72	863/2	863/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	863							
73	73	432	432	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	864							279
73	73	865/2	865/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	865							279
73	73	433	433	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	866							
73	73	867/2	867/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	867							280
73	73	434	434	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	868							280
73	73	869/2	869/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	869							
73	73	435	435	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	870							281
73	73	871/2	871/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	871							281
73	73	436	436	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	872							
73	73	873/2	873/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	873							282
73	73	437	437	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	874							282
73	73	875/2	875/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	875							
74	74	438	438	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	876							283
74	74	877/2	877/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	877							283
74	74	439	439	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	878							
74	74	879/2	879/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	879							284
