mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	27	27	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	54							18
5	5	55/2	55/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	55							18
5	5	28	28	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	56							
5	5	57/2	57/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	57							19
5	5	29	29	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	58							19
5	5	59/2	59/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	59							
6	6	30	30	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	60							20
6	6	61/2	61/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	61							20
6	6	31	31	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	62							
6	6	63/2	63/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	63							21
6	6	32	32	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	64							21
6	6	65/2	65/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	65							
6	6	33	33	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	66							22
6	6	67/2	67/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	67							22
6	6	34	34	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	68							
6	6	69/2	69/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	69							23
6	6	35	35	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	70							23
6	6	71/2	71/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	71							
7	7	36	36	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	72							24
7	7	73/2	73/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	73							24
7	7	37	37	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	74							
7	7	75/2	75/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	75							25
7	7	38	38	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	76							25
7	7	77/2	77/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	77							
7	7	39	39	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	78							26
7	7	79/2	79/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	79							26
7	7	40	40	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	80							
7	7	81/2	81/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	81							27
7	7	41	41	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	82							27
7	7	83/2	83/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	83							
8	8	42	42	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	84							28
8	8	85/2	85/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	85							28
8	8	43	43	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	86							
8	8	87/2	87/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	87							29
8	8	44	44	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	88							29
8	8	89/2	89/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	89							
8	8	45	45	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	90							30
8	8	91/2	91/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	91							30
8	8	46	46	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	92							
8	8	93/2	93/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	93							31
8	8	47	47	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	94							31
8	8	95/2	95/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	95							
9	9	48	48	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	96							32
9	9	97/2	97/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	97							32
9	9	49	49	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	98							
9	9	99/2	99/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	99							33
9	9	50	50	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	100							33
9	9	101/2	101/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	101							
9	9	51	51	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	102							34
9	9	103/2	103/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	103							34
9	9	52	52	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	104							
9	9	105/2	105/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	105							35
9	9	53	53	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	106							35
9	9	107/2	107/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	107							
10	10	54	54	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	108							36
10	10	109/2	109/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	109							36
10	10	55	55	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	110							
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	111							37
10	10	56	56	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	112							37
10	10	113/2	113/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	113							
10	10	57	57	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	114							38
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	115							38
10	10	58	58	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	116							
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	117							39
10	10	59	59	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	118							39
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	119							
11	11	60	60	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	120							40
11	11	121/2	121/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	121							40
11	11	61	61	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	122							
11	11	123/2	123/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	123							41
11	11	62	62	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	124							41
11	11	125/2	125/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	125							
11	11	63	63	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	126							42
11	11	127/2	127/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	127							42
11	11	64	64	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	128							
11	11	129/2	129/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	129							43
11	11	65	65	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	130							43
11	11	131/2	131/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	131							
12	12	66	66	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	132							44
12	12	133/2	133/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	133							
12	12	67	67	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	134							
12	12	135/2	135/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	135							45
12	12	68	68	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	136							
12	12	137/2	137/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	137							
12	12	69	69	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	138							46
12	12	139/2	139/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	139							
12	12	70	70	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	140							
12	12	141/2	141/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	141							47
12	12	71	71	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	142							
12	12	143/2	143/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	143							
13	13	72	72	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	144							48
13	13	145/2	145/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	145							
13	13	73	73	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	146							
13	13	147/2	147/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	147							49
13	13	74	74	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	148							
13	13	149/2	149/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	149							
13	13	75	75	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	150							50
13	13	151/2	151/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	151							
13	13	76	76	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	152							
13	13	153/2	153/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	153							51
13	13	77	77	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	154							
13	13	155/2	155/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	155							
14	14	78	78	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	156							52
14	14	157/2	157/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	157							52
14	14	79	79	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	158							
14	14	159/2	159/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	159							53
14	14	80	80	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	160							53
14	14	161/2	161/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	161							
14	14	81	81	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	162							54
14	14	163/2	163/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	163							54
14	14	82	82	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	164							
14	14	165/2	165/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	165							55
14	14	83	83	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	166							55
14	14	167/2	167/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	167							
15	15	84	84	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	168							56
15	15	169/2	169/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	169							56
15	15	85	85	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	170							
15	15	171/2	171/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	171							57
15	15	86	86	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	172							57
15	15	173/2	173/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	173							
15	15	87	87	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	174							58
15	15	175/2	175/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	175							58
15	15	88	88	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	176							
15	15	177/2	177/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	177							59
15	15	89	89	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	178							59
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	179							
16	16	90	90	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	180							60
16	16	181/2	181/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	181							60
16	16	91	91	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	182							
16	16	183/2	183/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	183							61
16	16	92	92	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	184							61
16	16	185/2	185/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	185							
16	16	93	93	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	186							62
16	16	187/2	187/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	187							62
16	16	94	94	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	188							
16	16	189/2	189/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	189							63
16	16	95	95	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	190							63
16	16	191/2	191/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	191							
17	17	96	96	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	192							64
17	17	193/2	193/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	193							64
17	17	97	97	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	194							
17	17	195/2	195/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	195							65
17	17	98	98	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	196							65
17	17	197/2	197/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	197							
17	17	99	99	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	198							66
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	199							66
17	17	100	100	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	200							
17	17	201/2	201/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	201							67
17	17	101	101	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	202							67
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	203							
18	18	102	102	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	204							68
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	205							68
18	18	103	103	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	206							
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	207							69
18	18	104	104	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	208							69
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	209							
18	18	105	105	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	210							70
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	211							70
18	18	106	106	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	212							
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	213							71
18	18	107	107	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	214							71
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	215							
19	19	108	108	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	216							72
19	19	217/2	217/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	217							72
19	19	109	109	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	218							
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	219							73
19	19	110	110	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	220							73
19	19	221/2	221/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	221							
19	19	111	111	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	222							74
19	19	223/2	223/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	223							74
19	19	112	112	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	224							
19	19	225/2	225/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	225							75
19	19	113	113	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	226							75
19	19	227/2	227/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	227							
20	20	114	114	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	228							76
20	20	229/2	229/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	229							76
20	20	115	115	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	230							
20	20	231/2	231/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	231							77
20	20	116	116	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	232							77
20	20	233/2	233/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	233							
20	20	117	117	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	234							78
20	20	235/2	235/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	235							78
20	20	118	118	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	236							
20	20	237/2	237/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	237							79
20	20	119	119	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	238							79
20	20	239/2	239/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	239							
21	21	120	120	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	240							80
21	21	241/2	241/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	241							80
21	21	121	121	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	242							
21	21	243/2	243/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	243							81
21	21	122	122	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	244							81
21	21	245/2	245/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	245							
21	21	123	123	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	246							82
21	21	247/2	247/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	247							82
21	21	124	124	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	248							
21	21	249/2	249/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	249							83
21	21	125	125	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	250							83
21	21	251/2	251/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	251							
22	22	126	126	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	252							84
22	22	253/2	253/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	253							84
22	22	127	127	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	254							
22	22	255/2	255/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	255							85
22	22	128	128	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	256							85
22	22	257/2	257/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	257							
22	22	129	129	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	258							86
22	22	259/2	259/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	259							86
22	22	130	130	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	260							
22	22	261/2	261/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	261							87
22	22	131	131	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	262							87
22	22	263/2	263/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	263							
23	23	132	132	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	264							88
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	265							
23	23	133	133	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	266							
23	23	267/2	267/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	267							89
23	23	134	134	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	268							
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	269							
23	23	135	135	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	270							90
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	271							
23	23	136	136	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	272							
23	23	273/2	273/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	273							91
23	23	137	137	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	274							
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	275							
24	24	138	138	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	276							92
24	24	277/2	277/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	277							
24	24	139	139	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	278							
24	24	279/2	279/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	279							93
24	24	140	140	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	280							
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	281							
24	24	141	141	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	282							94
24	24	283/2	283/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	283							
24	24	142	142	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	284							
24	24	285/2	285/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	285							95
24	24	143	143	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	286							
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	287							
25	25	144	144	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	288							96
