mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
14	14	111/2	111/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	200						
15	15	56	56	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	201						
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	202						
15	15	58	58	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	203						
15	15	59	59	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	204						
15	15	113/2	113/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	205						
15	15	57	57	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	206						
15	15	115/2	115/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	207						
15	15	58	58	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	208						
15	15	117/2	117/2	0.25	5/8	5/8	Chord	2/2	1	2	1/16	1/16	1	209						
15	15	235/4	235/4	0.25	11/16	11/16	Chord	2/2	1	2	1/16	1/16	1	210						
15	15	59	59	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	211						
15	15	119/2	119/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	212						
16	16	60	60	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	213						
16	16	121/2	121/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	214						
16	16	61	61	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	215						
16	16	123/2	123/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	216						
16	16	62	62	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	217						
16	16	125/2	125/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	218						
16	16	251/4	251/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	219						
16	16	63	63	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	220						
16	16	127/2	127/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	221						
16	16	60	60	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	222						
16	16	121/2	121/2	0.25	1/8	1/8	Chord	2/2	1	2	1/16	1/16	1	223						
16	16	243/4	243/4	0.25	3/16	3/16	Chord	2/2	1	2	1/16	1/16	1	224						
16	16	61	61	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	225						
16	16	123/2	123/2	0.25	3/8	3/8	Chord	2/2	1	2	1/16	1/16	1	226						
16	16	247/4	247/4	0.25	7/16	7/16	Chord	2/2	1	2	1/16	1/16	1	227						
16	16	62	62	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	228						
16	16	63	63	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	229						
17	17	64	64	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	230						
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	231						
17	17	66	66	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	232						
17	17	67	67	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	233						
17	17	64	64	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	234						
17	17	129/2	129/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	235						
17	17	65	65	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	236						
17	17	131/2	131/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	237						
17	17	66	66	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	238						
17	17	133/2	133/2	0.25	5/8	5/8	Chord	2/2	1	2	1/16	1/16	1	239						
17	17	267/4	267/4	0.25	11/16	11/16	Chord	2/2	1	2	1/16	1/16	1	240						
17	17	67	67	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	241						
17	17	135/2	135/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	242						
18	18	68	68	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	243						
18	18	137/2	137/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	244						
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	245						
18	18	139/2	139/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	246						
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	247						
18	18	141/2	141/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	248						
18	18	283/4	283/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	249						
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	250						
18	18	143/2	143/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	251						
18	18	287/4	287/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	252						
18	18	68	68	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	253						
18	18	137/2	137/2	0.25	1/8	1/8	Chord	2/2	1	2	1/16	1/16	1	254						
18	18	275/4	275/4	0.25	3/16	3/16	Chord	2/2	1	2	1/16	1/16	1	255						
18	18	69	69	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	256						
18	18	139/2	139/2	0.25	3/8	3/8	Chord	2/2	1	2	1/16	1/16	1	257						
18	18	279/4	279/4	0.25	7/16	7/16	Chord	2/2	1	2	1/16	1/16	1	258						
18	18	70	70	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	259						
18	18	71	71	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	260						
19	19	72	72	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	261						
19	19	73	73	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	262						
19	19	74	74	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	263						
19	19	149/2	149/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	264						
19	19	299/4	299/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	265						
19	19	75	75	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	266						
19	19	151/2	151/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	267						
19	19	303/4	303/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	268						
19	19	72	72	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	269						
19	19	145/2	145/2	0.25	1/8	1/8	Chord	2/2	1	2	1/16	1/16	1	270						
19	19	291/4	291/4	0.25	3/16	3/16	Chord	2/2	1	2	1/16	1/16	1	271						
19	19	73	73	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	272						
19	19	147/2	147/2	0.25	3/8	3/8	Chord	2/2	1	2	1/16	1/16	1	273						
19	19	295/4	295/4	0.25	7/16	7/16	Chord	2/2	1	2	1/16	1/16	1	274						
19	19	74	74	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	275						
19	19	75	75	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	276						
20	20	76	76	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	277						
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	278						
20	20	78	78	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	279						
20	20	79	79	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	280						
20	20	76	76	0.5	0	0	Chord	2/2	1	2	1/8	1/8	1	281						
20	20	153/2	153/2	0.25	1/8	1/8	Chord	2/2	1	2	1/16	1/16	1	282						
20	20	307/4	307/4	0.25	3/16	3/16	Chord	2/2	1	2	1/16	1/16	1	283						
20	20	77	77	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	284						
20	20	155/2	155/2	0.25	3/8	3/8	Chord	2/2	1	2	1/16	1/16	1	285						
20	20	311/4	311/4	0.25	7/16	7/16	Chord	2/2	1	2	1/16	1/16	1	286						
20	20	157/2	157/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	287						
20	20	79	79	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	288						
20	20	159/2	159/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	289						
21	21	80	80	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	290						
21	21	81	81	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	291						
21	21	82	82	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	292						
