mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
71	71	140	140	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	584								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	585								
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	586								
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	4	1/8	1/8	1	587								
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	4	1/8	1/8	1	588								
72	72	142	142	0.75	0	0	Chord	2/4	1	1	3/16	1/8	3/2	589								
72	72	571/4	571/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	590								
72	72	143	143	0.75	1/4	1/4	Chord	2/4	1	1	3/16	1/8	3/2	591		ornamentTrill						
72	72	575/4	575/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	592								
72	72	142	142	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	593								
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	594								
72	72	142	142	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	595								
72	72	142	142	0.5	0	0	Chord	2/4	1	4	1/8	1/8	1	596								
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	4	1/8	1/8	1	597								
73	73	144	144	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	598								
73	73	145	145	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	599								
73	73	144	144	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	600								
73	73	289/2	289/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	601								
73	73	579/4	579/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	602								
73	73	145	145	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	603								
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	604								
74	74	146	146	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	605								
74	74	147	147	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	606								
74	74	146	146	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	607								
74	74	293/2	293/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	608								
74	74	587/4	587/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	609								
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	610								
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	611								
75	75	148	148	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	612								
75	75	297/2	297/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	613								
75	75	595/4	595/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	614								
75	75	149	149	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	615								
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	616								
75	75	148	148	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	617								
75	75	149	149	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	618								
76	76	150	150	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	619								
76	76	301/2	301/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	620								
76	76	603/4	603/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	621								
76	76	151	151	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	622								
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	623								
76	76	150	150	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	624								
76	76	151	151	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	625								
77	77	152	152	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	626								
77	77	153	153	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	627								
77	77	152	152	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	628								
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	629								
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	630								
77	77	153	153	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	631								
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	632								
78	78	154	154	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	633								
78	78	155	155	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	634								
78	78	154	154	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	635								
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	636								
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	637								
78	78	155	155	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	638								
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	639								
79	79	156	156	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	640								
79	79	313/2	313/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	641								
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	642								
79	79	157	157	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	643								
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	644								
79	79	156	156	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	645								
79	79	157	157	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	646								
80	80	158	158	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	647								
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	648								
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	649								
80	80	159	159	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	650								
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	651								
80	80	158	158	1.0	0	0	Chord	2/4	1	2	1/4	1/4	1	652								
80	80	159	159	1.0	1/4	1/4	Chord	2/4	1	2	1/4	1/4	1	653								
81	81	321/2	321/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	654								
81	81	643/4	643/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	655								
81	81	161	161	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	656								
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	657								
81	81	160	160	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	658								
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	659								
81	81	160	160	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	660								
82	82	162	162	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	661								
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	662								
82	82	163	163	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	663								
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	664								
82	82	162	162	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	665								
82	82	163	163	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	666								
82	82	162	162	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	667								
82	82	163	163	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	668								
83	83	164	164	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	669								
83	83	329/2	329/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	670								
83	83	165	165	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	671								
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	672								
83	83	164	164	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	673								
83	83	165	165	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	674								
83	83	164	164	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	675								
83	83	165	165	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	676								
83	83	164	164	0.5	0	0	Chord	2/4	1	4	1/8	1/8	1	677								
84	84	166	166	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	678								
84	84	333/2	333/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	679								53
84	84	667/4	667/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	680								53
84	84	167	167	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	681								53
84	84	669/4	669/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	682								53
84	84	335/2	335/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	683								53
84	84	671/4	671/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	684								53
84	84	1343/8	1343/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	685								
84	84	166	166	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	686								
84	84	166	166	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	687								
85	85	168	168	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	688								
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	689								
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	690								
85	85	169	169	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	691								
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	692								
85	85	168	168	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	693								
85	85	168	168	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	694								
86	86	170	170	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	695								
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	696								54
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	697								54
86	86	171	171	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	698								54
86	86	685/4	685/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	699								54
86	86	343/2	343/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	700								54
86	86	687/4	687/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	701								54
86	86	1375/8	1375/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	702								
86	86	170	170	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	703								
86	86	170	170	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	704								
87	87	172	172	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	705								
87	87	172	172	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	706								
87	87	345/2	345/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	707								
87	87	691/4	691/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	708								
87	87	173	173	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	709								
87	87	347/2	347/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	710								
88	88	349/2	349/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	711								
88	88	175	175	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	712								
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	713								
88	88	174	174	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	714								
88	88	349/2	349/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	715								
88	88	175	175	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	716								
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	717								
89	89	176	176	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	718								
89	89	353/2	353/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	719								
89	89	707/4	707/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	720								
89	89	177	177	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	721								
89	89	709/4	709/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	722								
89	89	355/2	355/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	723								
89	89	711/4	711/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	724								
89	89	176	176	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	725								
90	90	178	178	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	726								
90	90	357/2	357/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	727								
90	90	179	179	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	728								
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	729								
90	90	357/2	357/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	730								
90	90	179	179	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	731								
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	732								
91	91	180	180	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	733								
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	734								
91	91	361/2	361/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	735								
91	91	723/4	723/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	736								
91	91	181	181	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	737								
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	738								
91	91	180	180	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	739								
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	740								
92	92	182	182	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	741								
92	92	183	183	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	742								
92	92	182	182	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	743								
92	92	365/2	365/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	744								
92	92	183	183	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	745								
92	92	367/2	367/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	746								
92	92	182	182	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	747								
92	92	183	183	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	748								
93	93	184	184	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	749								
93	93	185	185	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	750								
93	93	184	184	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	751								
93	93	369/2	369/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	752								
93	93	185	185	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	753								
93	93	371/2	371/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	754								
93	93	184	184	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	755								
93	93	185	185	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	756								
94	94	186	186	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	757								
94	94	745/4	745/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	758								
94	94	373/2	373/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	759								
94	94	747/4	747/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	760								
94	94	187	187	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	761								
94	94	749/4	749/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	762								
94	94	375/2	375/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	763								
94	94	751/4	751/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	764								
94	94	186	186	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	765								
95	95	188	188	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	766								
95	95	753/4	753/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	767								
95	95	377/2	377/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	768								
95	95	755/4	755/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	769								
95	95	189	189	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	770								
95	95	757/4	757/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	771								
95	95	379/2	379/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	772								
95	95	759/4	759/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	773								
95	95	188	188	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	774								
95	95	188	188	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	775								
96	96	190	190	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	776								
96	96	761/4	761/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	777								
96	96	381/2	381/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	778								
96	96	763/4	763/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	779								
96	96	191	191	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	780								
96	96	765/4	765/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	781								
96	96	383/2	383/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	782								
96	96	767/4	767/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	783								
96	96	190	190	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	784								
97	97	192	192	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	785								
97	97	769/4	769/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	786								
97	97	385/2	385/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	787								
97	97	771/4	771/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	788								
97	97	193	193	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	789								
97	97	773/4	773/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	790								
97	97	387/2	387/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	791								
97	97	775/4	775/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	792								
97	97	192	192	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	793								
97	97	192	192	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	794								
98	98	194	194	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	795								
98	98	777/4	777/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	796								
98	98	389/2	389/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	797								
98	98	779/4	779/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	798								
98	98	195	195	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	799								
98	98	781/4	781/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	800								
98	98	391/2	391/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	801								
98	98	783/4	783/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	802								
98	98	194	194	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	803								
99	99	196	196	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	804								
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	805								
99	99	196	196	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	806								
99	99	393/2	393/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	807								
99	99	787/4	787/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	808								
99	99	197	197	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	809								
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	810								
99	99	196	196	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	811								
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	1	3	1/8	1/8	1	812								
100	100	198	198	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	813								
100	100	397/2	397/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	814								
100	100	795/4	795/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	815								
100	100	199	199	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	816								
100	100	797/4	797/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	817								
100	100	399/2	399/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	818								
100	100	799/4	799/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	819								
100	100	198	198	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	820								
100	100	198	198	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	821								
101	101	200	200	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	822								
101	101	801/4	801/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	823								
101	101	401/2	401/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	824								
101	101	803/4	803/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	825								
101	101	201	201	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	826								
101	101	805/4	805/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	827								
101	101	403/2	403/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	828								
101	101	807/4	807/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	829								
101	101	200	200	0.25	0	0	Chord	2/4	1	2	1/16	1/16	1	830								
101	101	200	200	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	831								
102	102	202	202	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	832								
102	102	809/4	809/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	833								
102	102	405/2	405/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	834								
102	102	811/4	811/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	835								
102	102	203	203	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	836								
102	102	813/4	813/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	837								
102	102	407/2	407/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	838								
102	102	815/4	815/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	839								
103	103	204	204	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	840								
103	103	409/2	409/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	841								
103	103	819/4	819/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	842								
103	103	205	205	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	843								
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	844								
103	103	204	204	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	845								
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	846								
103	103	204	204	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	847								
104	104	206	206	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	848								
104	104	825/4	825/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	849								
104	104	413/2	413/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	850								
104	104	827/4	827/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	851								
104	104	207	207	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	852								
104	104	829/4	829/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	853								
104	104	415/2	415/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	854								
104	104	831/4	831/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	855								
104	104	206	206	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	856								
104	104	207	207	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	857								
104	104	206	206	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	858								
104	104	207	207	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	859								
105	105	208	208	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	860								
105	105	833/4	833/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	861								
105	105	417/2	417/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	862								
105	105	835/4	835/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	863								
105	105	209	209	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	864								
105	105	837/4	837/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	865								
105	105	419/2	419/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	866								
105	105	839/4	839/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	867								
105	105	208	208	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	868								
105	105	209	209	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	869								
105	105	208	208	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	870								
105	105	209	209	0.5	1/4	1/4	Chord	2/4	1	3	1/8	1/8	1	871								
106	106	210	210	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	872								
106	106	421/2	421/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	873								
106	106	843/4	843/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	874								
106	106	211	211	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	875								55
106	106	845/4	845/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	876								
106	106	423/2	423/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	877								56
106	106	847/4	847/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	878								
106	106	210	210	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	879								
106	106	210	210	0.5	0	0	Chord	2/4	1	3	1/8	1/8	1	880								
107	107	212	212	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	881								
107	107	212	212	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	882								
107	107	425/2	425/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	883								
107	107	851/4	851/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	884								
107	107	213	213	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	885								57
