mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
12	11	65/2	65/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	74						
12	11	33	33	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	75						
13	12	67/2	67/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	76						
13	12	34	34	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	77						
13	12	69/2	69/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	78						
13	12	35	35	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	79						9
13	12	141/4	141/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	80						9
13	12	71/2	71/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	81						9
13	12	143/4	143/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	82						9
13	12	36	36	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	83						9
13	12	145/4	145/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	84						
14	13	73/2	73/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	85						
14	13	37	37	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	86						
14	13	75/2	75/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	87						
14	13	38	38	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	88						10
14	13	153/4	153/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	89						10
14	13	77/2	77/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	90						10
14	13	155/4	155/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	91						10
14	13	39	39	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	92						10
14	13	157/4	157/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	93						
15	14	79/2	79/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	94						
15	14	40	40	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	95						
15	14	81/2	81/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	96						
15	14	41	41	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	97						11
15	14	165/4	165/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	98						11
15	14	83/2	83/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	99						11
15	14	167/4	167/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	100						11
15	14	42	42	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	101						11
15	14	169/4	169/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	102						
16	15	85/2	85/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	103						12
16	15	171/4	171/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	104						12
16	15	43	43	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	105						12
16	15	173/4	173/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	106						
16	15	87/2	87/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	107						13
16	15	175/4	175/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	108						13
16	15	44	44	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	109						13
16	15	177/4	177/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	110						
16	15	89/2	89/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	111						14
16	15	179/4	179/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	112						14
16	15	45	45	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	113						14
16	15	181/4	181/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	114						
17	16	91/2	91/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	115						15
17	16	183/4	183/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	116						15
17	16	46	46	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	117						15
17	16	185/4	185/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	118						
17	16	93/2	93/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	119						16
17	16	187/4	187/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	120						16
17	16	47	47	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	121						16
17	16	189/4	189/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	122						
17	16	95/2	95/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	123						17
17	16	191/4	191/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	124						17
17	16	48	48	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	125						17
17	16	193/4	193/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	126						
18	17	97/2	97/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	127						18
18	17	195/4	195/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	128						18
18	17	49	49	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	129						18
18	17	197/4	197/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	130						
18	17	99/2	99/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	131						19
18	17	199/4	199/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	132						19
18	17	50	50	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	133						19
18	17	201/4	201/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	134						
18	17	101/2	101/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	135						20
18	17	203/4	203/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	136						20
18	17	51	51	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	137						20
18	17	205/4	205/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	138						
19	18	103/2	103/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	139						21
19	18	207/4	207/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	140						21
19	18	52	52	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	141						21
19	18	209/4	209/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	142						
19	18	105/2	105/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	143						22
19	18	211/4	211/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	144						22
19	18	53	53	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	145						22
19	18	213/4	213/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	146						
19	18	107/2	107/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	147						23
19	18	215/4	215/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	148						23
19	18	54	54	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	149						23
19	18	217/4	217/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	150						
20	19	109/2	109/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	151						24
20	19	219/4	219/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	152						24
20	19	55	55	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	153						24
20	19	221/4	221/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	154						
20	19	111/2	111/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	155						25
20	19	223/4	223/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	156						25
20	19	56	56	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	157						25
20	19	225/4	225/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	158						
20	19	113/2	113/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	159						26
20	19	227/4	227/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	160						26
20	19	57	57	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	161						26
20	19	229/4	229/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	162						
21	20	115/2	115/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	163						
21	20	58	58	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	164						27
21	20	233/4	233/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	165						27
21	20	117/2	117/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	166						
21	20	59	59	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	167						
21	20	119/2	119/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	168						
21	20	60	60	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	169						
22	21	121/2	121/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	170						
22	21	61	61	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	171						28
22	21	245/4	245/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	172						28
22	21	123/2	123/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	173						
22	21	62	62	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	174						
22	21	125/2	125/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	175						
22	21	63	63	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	176						
23	22	127/2	127/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	177						
23	22	64	64	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	178						29
23	22	257/4	257/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	179						29
23	22	129/2	129/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	180						
23	22	65	65	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	181						
23	22	131/2	131/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	182						
23	22	66	66	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	183						
24	23	133/2	133/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	184						30
24	23	267/4	267/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	185						30
24	23	67	67	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	186						30
24	23	269/4	269/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	187						
24	23	135/2	135/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	188						31
24	23	271/4	271/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	189						31
24	23	68	68	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	190						31
24	23	273/4	273/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	191						
24	23	137/2	137/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	192						32
24	23	275/4	275/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	193						32
24	23	69	69	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	194						32
24	23	277/4	277/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	195						
25	24	139/2	139/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	196						33
25	24	279/4	279/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	197						33
25	24	70	70	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	198						33
25	24	281/4	281/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	199						
25	24	141/2	141/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	200						34
25	24	283/4	283/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	201						34
25	24	71	71	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	202						34
25	24	285/4	285/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	203						
25	24	143/2	143/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	204						35
25	24	287/4	287/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	205						35
25	24	72	72	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	206						35
25	24	289/4	289/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	207						
26	25	145/2	145/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	208						36
26	25	291/4	291/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	209						36
26	25	73	73	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	210						36
26	25	293/4	293/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	211						
26	25	147/2	147/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	212						37
26	25	295/4	295/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	213						37
26	25	74	74	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	214						37
26	25	297/4	297/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	215						
26	25	149/2	149/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	216						38
26	25	299/4	299/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	217						38
26	25	75	75	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	218						38
26	25	301/4	301/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	219						
27	26	151/2	151/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	220						
27	26	76	76	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	221						39
27	26	305/4	305/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	222						39
27	26	153/2	153/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	223						
27	26	77	77	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	224						
27	26	155/2	155/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	225						
27	26	78	78	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	226						
28	27	157/2	157/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	227						
28	27	79	79	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	228						40
28	27	317/4	317/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	229						40
28	27	159/2	159/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	230						
28	27	80	80	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	231						
28	27	161/2	161/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	232						
28	27	81	81	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	233						
29	28	163/2	163/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	234						
29	28	84	84	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	235						
30	29	169/2	169/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	236						
30	29	85	85	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	237						41
30	29	341/4	341/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	238						41
30	29	171/2	171/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	239						
30	29	86	86	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	240						
30	29	173/2	173/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	241						
30	29	87	87	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	242						
31	30	175/2	175/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	243						
31	30	88	88	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	244						
31	30	177/2	177/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	245						
31	30	89	89	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	246						
31	30	179/2	179/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	247						
31	30	90	90	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	248						
32	31	181/2	181/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	249						
32	31	91	91	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	250						42
32	31	365/4	365/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	251						42
32	31	183/2	183/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	252						
32	31	92	92	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	253						
32	31	185/2	185/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	254						
32	31	93	93	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	255						
33	32	187/2	187/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	256						
33	32	94	94	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	257						
33	32	189/2	189/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	258						
33	32	95	95	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	259						43
33	32	381/4	381/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	260						43
33	32	191/2	191/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	261						43
33	32	383/4	383/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	262						43
33	32	96	96	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	263						43
33	32	385/4	385/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	264						
34	33	193/2	193/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	265						
34	33	97	97	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	266						
34	33	195/2	195/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	267						
34	33	98	98	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	268						44
34	33	393/4	393/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	269						44
34	33	197/2	197/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	270						44
34	33	395/4	395/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	271						44
34	33	99	99	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	272						44
34	33	397/4	397/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	273						
35	34	199/2	199/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	274						
35	34	100	100	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	275						
35	34	201/2	201/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	276						45
35	34	101	101	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	277						45
35	34	405/4	405/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	278						
35	34	203/2	203/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	279						46
35	34	407/4	407/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	280						46
35	34	102	102	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	281						46
35	34	409/4	409/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	282						
36	35	205/2	205/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	283						47
36	35	411/4	411/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	284						47
36	35	103	103	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	285						47
36	35	413/4	413/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	286						
36	35	207/2	207/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	287						48
