mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	29							
7	6	21	21	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	30							1
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	31							
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	32							
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	33							
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	34							
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	35							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	36							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	37							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	38							
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	39							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	40							
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	41							
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	42							
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	43							
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	44							
9	8	31	31	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	45							
9	8	63/2	63/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	46							
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	47							
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	48							
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	49							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	50							
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	51							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	52							
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	53							
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	54							
11	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	55							
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	56							
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	57							
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	58							
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	59							
11	10	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	60							
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	61							
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	62							
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	63							
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	64							
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	65							
13	12	45	45	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	66							
