mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
18	17	51	51	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	101							
19	18	103/2	103/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	102							
19	18	52	52	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	103							
19	18	105/2	105/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	104							
19	18	53	53	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	105							
19	18	107/2	107/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	106							
19	18	54	54	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	107							
20	19	109/2	109/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	108							
20	19	55	55	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	109							12
20	19	111/2	111/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	110							12
20	19	56	56	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	111							12
20	19	113/2	113/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	112							12
20	19	57	57	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	113							
21	20	115/2	115/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	114							
21	20	58	58	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	115							
21	20	117/2	117/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	116							
21	20	59	59	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	117							
21	20	119/2	119/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	118							
21	20	60	60	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	119							
22	21	121/2	121/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	120							
22	21	61	61	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	121							
22	21	123/2	123/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	122							
22	21	62	62	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	123							
22	21	125/2	125/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	124							
22	21	63	63	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	125							
23	22	127/2	127/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	126							
23	22	64	64	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	127							
23	22	129/2	129/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	128							
23	22	65	65	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	129							
23	22	131/2	131/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	130							
23	22	66	66	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	131							
24	23	133/2	133/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	132							
24	23	67	67	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	133							13
24	23	135/2	135/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	134							13
24	23	68	68	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	135							13
24	23	137/2	137/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	136							13
24	23	69	69	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	137							13
25	24	139/2	139/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	138							13
25	24	70	70	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	139							13
25	24	141/2	141/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	140							13
25	24	71	71	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	141							
25	24	143/2	143/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	142							
25	24	72	72	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	143							
26	25	145/2	145/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	144							
26	25	73	73	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	145							14
26	25	147/2	147/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	146							14
26	25	74	74	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	147							14
26	25	149/2	149/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	148							14
26	25	75	75	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	149							
27	26	151/2	151/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	150							
27	26	76	76	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	151							15
27	26	153/2	153/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	152							15
27	26	77	77	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	153							15
27	26	155/2	155/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	154							15
27	26	78	78	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	155							
28	27	157/2	157/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	156							
28	27	79	79	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	157							16
28	27	159/2	159/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	158							16
28	27	80	80	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	159							16
28	27	161/2	161/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	160							16
28	27	81	81	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	161							
29	28	163/2	163/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	162							
29	28	82	82	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	163							17
29	28	165/2	165/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	164							17
29	28	83	83	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	165							17
29	28	167/2	167/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	166							17
29	28	84	84	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	167							
30	29	169/2	169/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	168							
30	29	85	85	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	169							
30	29	171/2	171/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	170							
30	29	86	86	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	171							
30	29	173/2	173/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	172							
30	29	87	87	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	173							
31	30	175/2	175/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	174							
31	30	88	88	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	175							
31	30	177/2	177/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	176							
31	30	89	89	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	177							
31	30	179/2	179/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	178							
31	30	90	90	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	179							
32	31	181/2	181/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	180							
32	31	91	91	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	181							
32	31	183/2	183/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	182							
32	31	92	92	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	183							
32	31	185/2	185/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	184							
32	31	93	93	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	185							
33	32	187/2	187/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	186							
33	32	94	94	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	187							
33	32	189/2	189/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	188							
33	32	95	95	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	189							
33	32	191/2	191/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	190							
33	32	96	96	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	191							
34	33	193/2	193/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	192							
34	33	97	97	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	193							
34	33	195/2	195/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	194							
34	33	98	98	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	195							
34	33	197/2	197/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	196							
34	33	99	99	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	197							
35	34	199/2	199/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	198							
35	34	100	100	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	199							
35	34	201/2	201/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	200							
35	34	101	101	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	201							
35	34	203/2	203/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	202							
35	34	102	102	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	203							
36	35	205/2	205/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	204							
36	35	103	103	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	205							
36	35	207/2	207/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	206							
36	35	104	104	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	207							
36	35	209/2	209/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	208							
36	35	105	105	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	209							
37	36	211/2	211/2	1.5	0	0	Chord	6/8	1	1	3/8	1/4	3/2	210							
37	36	107	107	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	211							
37	36	215/2	215/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	212							
37	36	108	108	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	213							
38	37	217/2	217/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	214							18
38	37	109	109	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	215							18
38	37	219/2	219/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	216							
38	37	110	110	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	217							
38	37	221/2	221/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	218							
38	37	111	111	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	219							
39	38	223/2	223/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	220							19
39	38	112	112	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	221							19
39	38	225/2	225/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	222							
39	38	113	113	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	223							
39	38	227/2	227/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	224							
39	38	114	114	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	225							
40	39	229/2	229/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	226							
40	39	115	115	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	227							
40	39	231/2	231/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	228							
40	39	116	116	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	229							
40	39	233/2	233/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	230							
40	39	117	117	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	231							
41	40	235/2	235/2	2.0	0	0	Chord	6/8	1	1	1/2	1/2	1	232							
42	40	120	120	0.5	0	5/8	Chord	6/8	1	1	1/8	1/8	1	233							
43	41	241/2	241/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	234							
43	41	121	121	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	235							
43	41	243/2	243/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	236							
43	41	122	122	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	237							
43	41	245/2	245/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	238							
43	41	123	123	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	239							
44	42	247/2	247/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	240							
44	42	124	124	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	241							
44	42	249/2	249/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	242							20
44	42	125	125	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	243							20
44	42	251/2	251/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	244							
44	42	126	126	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	245							
45	43	253/2	253/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	246							
45	43	127	127	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	247							
45	43	255/2	255/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	248							
45	43	128	128	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	249							
45	43	257/2	257/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	250							
45	43	129	129	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	251							
46	44	259/2	259/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	252							21
46	44	130	130	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	253							21
46	44	261/2	261/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	254							
46	44	131	131	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	255							
46	44	263/2	263/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	256							
46	44	132	132	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	257							
47	45	265/2	265/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	258							22
47	45	133	133	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	259							22
47	45	267/2	267/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	260							
47	45	134	134	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	261							
47	45	269/2	269/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	262							
47	45	135	135	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	263							
48	46	271/2	271/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	264							
48	46	136	136	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	265							
48	46	273/2	273/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	266							
48	46	137	137	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	267							
48	46	275/2	275/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	268							
48	46	138	138	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	269							
49	47	277/2	277/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	270							
49	47	139	139	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	271							
49	47	279/2	279/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	272							
49	47	140	140	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	273							
49	47	281/2	281/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	274							
49	47	141	141	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	275							
50	48	283/2	283/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	276							
50	48	142	142	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	277							
50	48	285/2	285/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	278							
50	48	143	143	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	279							
50	48	287/2	287/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	280							
50	48	144	144	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	281							
51	49	289/2	289/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	282							
51	49	145	145	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	283							
51	49	291/2	291/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	284							
51	49	146	146	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	285							
51	49	293/2	293/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	286							
51	49	147	147	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	287							
52	50	295/2	295/2	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	288							
52	50	148	148	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	289							
52	50	297/2	297/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	290							
52	50	149	149	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	291							
52	50	299/2	299/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	292							
