mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	15/16	Tempo	4/4	1	1	0					𝅘𝅥=88	88.0	𝅘𝅥	88.0	0.0	
1	0	0	0	0.25	0	15/16	Chord	4/4	1	1	1/16	1/16	1	0							
2	1	1/4	1/4	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1							
2	1	3/4	3/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	2							0
2	1	1	1	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	3							
2	1	5/4	5/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	4							1
2	1	3/2	3/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	5							
2	1	7/4	7/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	6							2
2	1	2	2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	7							
2	1	9/4	9/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	8							3
2	1	5/2	5/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	9							
2	1	11/4	11/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	10							4
2	1	3	3	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	11							
2	1	13/4	13/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	12							
2	1	15/4	15/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	13							
2	1	4	4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	14							
2	1	1/4	1/4	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	15							
2	1	1/4	1/4	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	16							
2	1	1/4	1/4	0.5	0	0	Chord	4/4	1	4	1/8	1/8	1	17							
3	2	17/4	17/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	18							
3	2	9/2	9/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	19							
3	2	19/4	19/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	20							
3	2	5	5	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	21							
3	2	21/4	21/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	22							
3	2	23/4	23/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	23							
3	2	25/4	25/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	24							
3	2	7	7	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	25							
3	2	29/4	29/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	26							
3	2	15/2	15/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	27							
3	2	31/4	31/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	28							
3	2	8	8	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	29							
3	2	25/4	25/4	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	30							
3	2	25/4	25/4	0.75	1/2	1/2	Chord	4/4	1	3	3/16	1/8	3/2	31							
4	3	33/4	33/4	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	32							
4	3	35/4	35/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	33							5
4	3	9	9	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	34							
4	3	37/4	37/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	35							6
4	3	19/2	19/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	36							
4	3	39/4	39/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	37							7
4	3	10	10	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	38							
4	3	41/4	41/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	39							8
4	3	21/2	21/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	40							
4	3	43/4	43/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	41							9
4	3	11	11	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	42							
4	3	45/4	45/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	43							
4	3	12	12	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	44							
4	3	33/4	33/4	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	45							
4	3	33/4	33/4	0.5	0	0	Chord	4/4	1	3	1/8	1/8	1	46							
4	3	33/4	33/4	0.5	0	0	Chord	4/4	1	4	1/8	1/8	1	47							
5	4	49/4	49/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	48							10
5	4	25/2	25/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	49							10
5	4	51/4	51/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	50							
5	4	13	13	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	51							
5	4	53/4	53/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	52							11
5	4	27/2	27/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	53							
5	4	55/4	55/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	54							12
5	4	14	14	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	55							
5	4	57/4	57/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	56							13
5	4	29/2	29/2	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	57							
5	4	59/4	59/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	58							14
5	4	15	15	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	59							
5	4	61/4	61/4	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	60							
5	4	16	16	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	61							
5	4	61/4	61/4	0.75	3/4	3/4	Chord	4/4	1	2	3/16	1/8	3/2	62							
5	4	16	16	0.25	15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	63							
6	5	65/4	65/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	64							
6	5	33/2	33/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	65							15
6	5	67/4	67/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	66							15
6	5	17	17	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	67							
6	5	69/4	69/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	68							
6	5	35/2	35/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	69							
6	5	71/4	71/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	70							
6	5	18	18	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	71							
6	5	73/4	73/4	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	72							
6	5	19	19	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	73							
6	5	77/4	77/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	74							16
6	5	39/2	39/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	75							16
6	5	79/4	79/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	76							
6	5	20	20	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	77							
6	5	73/4	73/4	0.75	1/2	1/2	Chord	4/4	1	2	3/16	1/8	3/2	78							
7	6	81/4	81/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	79							17
7	6	41/2	41/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	80							17
7	6	83/4	83/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	81							
7	6	21	21	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	82							
7	6	85/4	85/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	83							18
7	6	43/2	43/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	84							18
7	6	87/4	87/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	85							
7	6	22	22	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	86							
7	6	89/4	89/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	87							
7	6	91/4	91/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	88							19
7	6	23	23	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	89							
7	6	93/4	93/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	90							
7	6	47/2	47/2	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	91							20
7	6	95/4	95/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	92							20
7	6	24	24	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	93							
8	7	97/4	97/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	94							
8	7	49/2	49/2	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	95							
8	7	99/4	99/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	96							
8	7	25	25	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	97							
8	7	101/4	101/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	98							
8	7	51/2	51/2	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	99							
8	7	103/4	103/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	100							
8	7	26	26	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	101							
8	7	105/4	105/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	102							21
