mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	21								2
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	22								2
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	23								
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	24								3
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	25								3
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	26								3
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	27								3
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	28								3
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	29								
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	30								
7	7	37/2	37/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	31								
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	32								
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	33								4
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	34								4
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	35								
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	36	ornamentTrill							
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	37								
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	38								
9	9	25	25	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	39								5
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	40								5
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	41								5
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	42								
10	10	27	27	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	43								
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	44								
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	45								
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	46								6
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	47								
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	48								
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	49								
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	50								7
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	51								
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	52								8
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	53								
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	54								
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	55								
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	56								
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	57								9
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	58								9
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	59								
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	60								10
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	61								
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	62								
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	63								11
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	64								11
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	65								11
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	66								11
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	67								
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	68								12
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	69								12
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	70								12
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	71								12
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	72								12
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	73								
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	74								13
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	75								13
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	76								13
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	77								13
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	78								13
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	79								
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	80								14
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	81								14
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	82								14
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	83								14
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	84								14
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	85								
18	18	51	51	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	86								
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	87								
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	88								
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	89								
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	90								
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	91								15
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	92								15
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	93								15
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	94								
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	95								16
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	96								
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	97								17
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	98								
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	99								18
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	100								
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	101	ornamentTrill							
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	102								
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	103								
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	104								
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	105								
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	106								19
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	107								19
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	108								19
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	109								
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	110								
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	111								20
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	112								
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	113								21
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	114								
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	115								22
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	116								
24	24	69	69	0.0	0	0	StaffText	3/4	1	1	0					Menuet I da Capo						
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	117								
