mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	20/3	20/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	18							
3	2	7	7	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	19							6
3	2	22/3	22/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	20							6
3	2	23/3	23/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	21							
3	2	8	8	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	22							7
3	2	25/3	25/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	23							7
3	2	26/3	26/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	24							
3	2	9	9	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	25							8
3	2	28/3	28/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	26							8
3	2	29/3	29/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	27							
4	3	10	10	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	28							9
4	3	31/3	31/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	29							9
4	3	32/3	32/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	30							
4	3	11	11	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	31							10
4	3	34/3	34/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	32							10
4	3	35/3	35/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	33							
4	3	12	12	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	34							11
4	3	37/3	37/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	35							11
4	3	38/3	38/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	36							
4	3	13	13	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	37							12
4	3	40/3	40/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	38							12
4	3	41/3	41/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	39							
5	4	14	14	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	40							
5	4	15	15	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	41							
5	4	16	16	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	42							13
5	4	49/3	49/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	43							13
5	4	50/3	50/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	44							
5	4	17	17	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	45							14
5	4	52/3	52/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	46							14
5	4	53/3	53/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	47							
6	5	18	18	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	48							
6	5	19	19	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	49							
6	5	58/3	58/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	50							15
6	5	59/3	59/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	51							
6	5	20	20	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	52							16
6	5	61/3	61/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	53							16
6	5	62/3	62/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	54							
6	5	21	21	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	55							17
6	5	64/3	64/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	56							17
6	5	65/3	65/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	57							
7	6	22	22	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	58							18
7	6	67/3	67/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	59							18
7	6	68/3	68/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	60							
7	6	23	23	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	61							19
7	6	70/3	70/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	62							19
7	6	71/3	71/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	63							
7	6	24	24	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	64							20
7	6	73/3	73/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	65							20
7	6	74/3	74/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	66							
7	6	25	25	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	67							21
7	6	76/3	76/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	68							21
7	6	77/3	77/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	69							
8	7	26	26	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	70							22
8	7	79/3	79/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	71							22
8	7	80/3	80/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	72							
8	7	27	27	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	73							23
8	7	82/3	82/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	74							23
8	7	83/3	83/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	75							
8	7	28	28	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	76							24
8	7	85/3	85/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	77							24
8	7	86/3	86/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	78							
8	7	29	29	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	79							25
8	7	88/3	88/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	80							25
8	7	89/3	89/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	81							
9	8	30	30	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	82							
9	8	31	31	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	83							
9	8	32	32	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	84							26
9	8	97/3	97/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	85							26
9	8	98/3	98/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	86							
9	8	33	33	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	87							27
9	8	100/3	100/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	88							27
9	8	101/3	101/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	89							
9	8	30	30	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	90							
10	9	34	34	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	91							
10	9	35	35	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	92							
10	9	106/3	106/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	93							28
10	9	107/3	107/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	94							
10	9	36	36	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	95							29
10	9	109/3	109/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	96							29
10	9	110/3	110/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	97							
10	9	37	37	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	98							30
10	9	112/3	112/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	99							30
10	9	113/3	113/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	100							
11	10	38	38	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	101							31
11	10	115/3	115/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	102							31
11	10	116/3	116/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	103							
11	10	39	39	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	104							32
11	10	118/3	118/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	105							32
11	10	119/3	119/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	106							
11	10	40	40	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	107							33
11	10	121/3	121/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	108							33
11	10	122/3	122/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	109							
11	10	41	41	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	110							34
11	10	124/3	124/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	111							34
11	10	125/3	125/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	112							
12	11	42	42	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	113							35
12	11	127/3	127/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	114							35
12	11	128/3	128/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	115							
12	11	43	43	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	116							36
12	11	130/3	130/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	117							36
12	11	131/3	131/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	118							
12	11	44	44	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	119							37
12	11	133/3	133/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	120							37
12	11	134/3	134/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	121							
12	11	45	45	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	122							38
12	11	136/3	136/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	123							38
12	11	137/3	137/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	124							
13	12	46	46	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	125							39
13	12	139/3	139/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	126							39
13	12	140/3	140/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	127							
13	12	47	47	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	128							40
13	12	142/3	142/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	129							40
13	12	143/3	143/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	130							
13	12	48	48	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	131							41
13	12	145/3	145/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	132							41
13	12	146/3	146/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	133							
13	12	49	49	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	134							42
13	12	148/3	148/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	135							42
13	12	149/3	149/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	136							
14	13	50	50	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	137							
14	13	51	51	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	138							
14	13	154/3	154/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	139							43
14	13	155/3	155/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	140							
14	13	52	52	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	141							44
14	13	157/3	157/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	142							44
14	13	158/3	158/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	143							
14	13	53	53	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	144							45
14	13	160/3	160/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	145							45
14	13	161/3	161/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	146							
15	14	54	54	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	147							46
15	14	163/3	163/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	148							46
15	14	164/3	164/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	149							
15	14	55	55	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	150							47
15	14	166/3	166/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	151							47
15	14	167/3	167/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	152							
15	14	56	56	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	153							48
15	14	169/3	169/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	154							48
15	14	170/3	170/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	155							
15	14	57	57	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	156							49
15	14	172/3	172/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	157							49
15	14	173/3	173/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	158							
16	15	58	58	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	159							
16	15	175/3	175/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	160							50
16	15	176/3	176/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	161							50
16	15	59	59	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	162							50
16	15	178/3	178/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	163							50
16	15	179/3	179/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	164							
16	15	60	60	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	165							
16	15	181/3	181/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	166							51
16	15	182/3	182/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	167							51
16	15	61	61	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	168							51
16	15	184/3	184/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	169							51
16	15	185/3	185/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	170							
17	16	62	62	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	171							
17	16	187/3	187/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	172							52
17	16	188/3	188/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	173							52
17	16	63	63	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	174							52
17	16	190/3	190/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	175							52
17	16	191/3	191/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	176							
17	16	64	64	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	177							
17	16	193/3	193/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	178							53
17	16	194/3	194/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	179							53
17	16	65	65	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	180							53
17	16	196/3	196/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	181							53
17	16	197/3	197/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	182							
18	17	66	66	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	183							
18	17	199/3	199/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	184							54
18	17	200/3	200/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	185							54
18	17	67	67	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	186							54
18	17	202/3	202/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	187							54
18	17	203/3	203/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	188							
18	17	68	68	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	189							55
18	17	205/3	205/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	190							55
18	17	206/3	206/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	191							
18	17	69	69	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	192							56
18	17	208/3	208/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	193							56
18	17	209/3	209/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	194							
19	18	70	70	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	195							57
19	18	211/3	211/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	196							57
19	18	212/3	212/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	197							
19	18	71	71	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	198							58
19	18	214/3	214/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	199							58
19	18	215/3	215/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	200							
19	18	72	72	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	201							59
19	18	217/3	217/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	202							59
19	18	218/3	218/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	203							
19	18	73	73	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	204							60
19	18	220/3	220/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	205							60
19	18	221/3	221/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	206							
20	19	74	74	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	207							61
20	19	223/3	223/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	208							61
20	19	224/3	224/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	209							
20	19	75	75	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	210							62
20	19	226/3	226/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	211							62
20	19	227/3	227/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	212							
20	19	76	76	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	213							63
20	19	229/3	229/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	214							63
20	19	230/3	230/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	215							
20	19	77	77	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	216							64
20	19	232/3	232/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	217							64
20	19	233/3	233/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	218							
21	20	78	78	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	219							65
21	20	235/3	235/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	220							65
21	20	236/3	236/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	221							
21	20	79	79	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	222							66
21	20	238/3	238/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	223							66
21	20	239/3	239/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	224							
21	20	80	80	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	225							67
21	20	241/3	241/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	226							67
21	20	242/3	242/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	227							
21	20	81	81	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	228							68
21	20	244/3	244/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	229							68
21	20	245/3	245/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	230							
22	21	82	82	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	231							69
22	21	247/3	247/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	232							69
22	21	248/3	248/3	0.3333333333333333	1/6	1/6	Chord	2/2	1	1	1/12	1/8	2/3	233							
22	21	83	83	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	234							70
22	21	250/3	250/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	235							70
22	21	251/3	251/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	236							
22	21	84	84	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	237							71
22	21	253/3	253/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	238							71
22	21	254/3	254/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	239							
22	21	85	85	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	240							72
22	21	256/3	256/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	241							72
22	21	257/3	257/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	242							
23	22	86	86	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	243							
23	22	87	87	0.0	1/4	1/4	StaffText	2/2	1	1	0				Gavotte I da Capo						
23	22	87	87	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	244							
