mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	1/2	Tempo	2/2	1	1	0					𝅗𝅥=63	126.0	𝅗𝅥	63.0	0.0	
1	0	0	0	0.3333333333333333	0	1/2	Chord	2/2	1	1	1/12	1/8	2/3	0							0
1	0	1/3	1/3	0.3333333333333333	1/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	1							0
1	0	2/3	2/3	0.3333333333333333	1/6	2/3	Chord	2/2	1	1	1/12	1/8	2/3	2							
1	0	1	1	0.3333333333333333	1/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	3							1
1	0	4/3	4/3	0.3333333333333333	1/3	5/6	Chord	2/2	1	1	1/12	1/8	2/3	4							1
1	0	5/3	5/3	0.3333333333333333	5/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	5							
2	1	2	2	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	6							
2	1	3	3	0.3333333333333333	1/4	1/4	Chord	2/2	1	1	1/12	1/8	2/3	7							
2	1	10/3	10/3	0.3333333333333333	1/3	1/3	Chord	2/2	1	1	1/12	1/8	2/3	8							2
2	1	11/3	11/3	0.3333333333333333	5/12	5/12	Chord	2/2	1	1	1/12	1/8	2/3	9							
2	1	4	4	0.3333333333333333	1/2	1/2	Chord	2/2	1	1	1/12	1/8	2/3	10							3
2	1	13/3	13/3	0.3333333333333333	7/12	7/12	Chord	2/2	1	1	1/12	1/8	2/3	11							3
2	1	14/3	14/3	0.3333333333333333	2/3	2/3	Chord	2/2	1	1	1/12	1/8	2/3	12							4
2	1	5	5	0.3333333333333333	3/4	3/4	Chord	2/2	1	1	1/12	1/8	2/3	13							4
2	1	16/3	16/3	0.3333333333333333	5/6	5/6	Chord	2/2	1	1	1/12	1/8	2/3	14							4
2	1	17/3	17/3	0.3333333333333333	11/12	11/12	Chord	2/2	1	1	1/12	1/8	2/3	15							
3	2	6	6	0.3333333333333333	0	0	Chord	2/2	1	1	1/12	1/8	2/3	16							5
3	2	19/3	19/3	0.3333333333333333	1/12	1/12	Chord	2/2	1	1	1/12	1/8	2/3	17							5
