mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	13/16	Tempo	4/4	1	1	0					𝅘𝅥=52	52.0	𝅘𝅥	52.0	0.0	
1	0	0	0	0.25	0	13/16	Chord	4/4	1	1	1/16	1/16	1	0							
1	0	1/4	1/4	0.25	1/16	7/8	Chord	4/4	1	1	1/16	1/16	1	1							
1	0	1/2	1/2	0.25	1/8	15/16	Chord	4/4	1	1	1/16	1/16	1	2							
2	1	3/4	3/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	3							0
2	1	1	1	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	4							0
2	1	9/8	9/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	5							0
2	1	5/4	5/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	6							
2	1	3/2	3/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	7							
2	1	7/4	7/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	8							1
2	1	2	2	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	9							1
2	1	17/8	17/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	10							1
2	1	9/4	9/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	11							
2	1	5/2	5/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	12							
2	1	11/4	11/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	13							2
2	1	3	3	0.125	9/16	9/16	Chord	4/4	1	1	1/32	1/32	1	14							2
2	1	25/8	25/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32	1/32	1	15							2
2	1	13/4	13/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	16							
2	1	7/2	7/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	17							
2	1	15/4	15/4	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	18							
2	1	4	4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	19							
2	1	17/4	17/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	20							
2	1	9/2	9/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	21							
3	2	19/4	19/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	22							3
3	2	5	5	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	23							3
3	2	41/8	41/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	24							3
3	2	21/4	21/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	25							
3	2	11/2	11/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	26							
3	2	23/4	23/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	27							4
3	2	6	6	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	28							4
3	2	49/8	49/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	29							4
3	2	25/4	25/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	30							
3	2	13/2	13/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	31							
3	2	27/4	27/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	32							
3	2	29/4	29/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	33	ornamentTrill						
3	2	15/2	15/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	34							
3	2	31/4	31/4	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	35							5
3	2	63/8	63/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	36							5
3	2	8	8	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	37							5
3	2	65/8	65/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	38							5
3	2	33/4	33/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	39							
3	2	17/2	17/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	40							
4	3	35/4	35/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	41							
4	3	9	9	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	42							
4	3	37/4	37/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	43							
4	3	19/2	19/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	44							
4	3	39/4	39/4	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	45							6
4	3	79/8	79/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	46							6
4	3	10	10	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	47							6
4	3	81/8	81/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	48							6
4	3	41/4	41/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	49							
4	3	21/2	21/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	50							
4	3	43/4	43/4	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	51							
4	3	11	11	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	52							
4	3	45/4	45/4	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	53							
4	3	23/2	23/2	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	54							
4	3	47/4	47/4	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	55							7
4	3	95/8	95/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	56							7
4	3	12	12	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	57							7
4	3	97/8	97/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	58							7
4	3	49/4	49/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	59							
4	3	25/2	25/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	60							
5	4	51/4	51/4	0.125	0	0	Chord	4/4	1	1	1/32	1/32	1	61							8
5	4	103/8	103/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32	1/32	1	62							8
5	4	13	13	0.125	1/16	1/16	Chord	4/4	1	1	1/32	1/32	1	63							8
5	4	105/8	105/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32	1/32	1	64							8
5	4	53/4	53/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	65							
5	4	27/2	27/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	66							
5	4	55/4	55/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	67							
5	4	14	14	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	68							
5	4	57/4	57/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	69							
5	4	29/2	29/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	70							
5	4	59/4	59/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	71							
5	4	61/4	61/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	72							
5	4	63/4	63/4	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	73							9
5	4	127/8	127/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	74							9
5	4	16	16	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	75							9
5	4	129/8	129/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	76							9
5	4	65/4	65/4	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	77							
5	4	33/2	33/2	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	78							
6	5	67/4	67/4	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	79							
6	5	17	17	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	80							
6	5	69/4	69/4	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	81							
6	5	35/2	35/2	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	82							
6	5	71/4	71/4	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	83							
6	5	18	18	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	84							
6	5	73/4	73/4	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	85	ornamentTrill						
6	5	37/2	37/2	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	86							
