mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	33								12
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	34								
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	35								13
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	36								
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	37								14
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	38								14
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	39								
7	7	19	19	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	40								15
7	7	39/2	39/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	41								
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	42								16
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	43								
8	8	21	21	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	44								
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	45								
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	46								
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	47								17
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	48								
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	49								
9	9	26	26	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	50								18
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	51								18
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	52								
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	53								19
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	54								
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	55								20
10	10	57/2	57/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	56								
10	10	29	29	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	57								21
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	58								
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	59								22
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	60								22
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	61								
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	62								
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	63								
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	64								
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	65								
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	66								23
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	67								23
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	68								
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	69								
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	70								24
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	71								24
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	72								
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	73								
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	74								
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	75								
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	76								25
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	77								25
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	78								
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	79								
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	80								
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	81								
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	82								26
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	83								26
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	84								26
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	85								
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	86								
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	87								
16	16	45	45	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	88								
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	89								27
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	90								27
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	91								
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	92								28
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	93								
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	94								
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	95								29
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	96								29
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	97								
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	98								30
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	99								30
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	100								
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	101								
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	102								
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	103								
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	104								31
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	105								
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	106								
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	107								32
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	108								32
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	109								
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	110								33
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	111								33
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	112								
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	113								
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	114								
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	115								
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	116								34
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	117								34
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	118								
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	119								
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	120								
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	121								
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	122								35
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	123								35
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	124								
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	125								
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	126								
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	127								
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	128								
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	129								
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	130								
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	131								
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	132								
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	133								
24	24	69	69	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	134								
24	24	69	69	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	135								
