mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	11/8	Tempo	3/2	1	1	0							𝅗𝅥=78	156.0	𝅗𝅥	78.0	0.0	
1	0	0	0	0.0	0	11/8	StaffText	3/2	1	1	0						COURANTE						
1	0	0	0	0.5	0	11/8	Chord	3/2	1	1	1/8		1/8	1	0								
2	1	1/2	1/2	1.5	0	0	Chord	3/2	1	1	3/8		1/4	3/2	1								
2	1	2	2	0.5	3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	2								
2	1	5/2	5/2	0.5	1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	3								0
2	1	3	3	0.5	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	4								0
2	1	7/2	7/2	0.5	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	5								0
2	1	4	4	0.5	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	6								
2	1	9/2	9/2	0.5	1	1	Chord	3/2	1	1	1/8		1/8	1	7								1
2	1	5	5	0.5	9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	8								1
2	1	11/2	11/2	0.5	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	9								1
2	1	6	6	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	10								
2	1	1/2	1/2	1.5	0	0	Chord	3/2	1	2	3/8		1/4	3/2	11								
3	2	13/2	13/2	1.5	0	0	Chord	3/2	1	1	3/8		1/4	3/2	12								
3	2	8	8	0.5	3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	13								
3	2	17/2	17/2	0.5	1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	14								2
3	2	9	9	0.5	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	15								2
3	2	19/2	19/2	0.5	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	16								2
3	2	10	10	0.5	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	17								
3	2	21/2	21/2	1.5	1	1	Chord	3/2	1	1	3/8		1/4	3/2	18								
3	2	12	12	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	19								
3	2	13/2	13/2	1.5	0	0	Chord	3/2	1	2	3/8		1/4	3/2	20								
3	2	13/2	13/2	1.5	0	0	Chord	3/2	1	3	3/8		1/4	3/2	21								
4	3	25/2	25/2	1.5	0	0	Chord	3/2	1	1	3/8		1/4	3/2	22								
4	3	14	14	0.25	3/8	3/8	Chord	3/2	1	1	1/16		1/16	1	23								
4	3	57/4	57/4	0.25	7/16	7/16	Chord	3/2	1	1	1/16		1/16	1	24								
4	3	29/2	29/2	1.0	1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	25								
4	3	31/2	31/2	1.0	3/4	3/4	Chord	3/2	1	1	1/4		1/4	1	26								
4	3	33/2	33/2	0.5	1	1	Chord	3/2	1	1	1/8		1/8	1	27								3
4	3	17	17	0.5	9/8	9/8	Chord	3/2	1	1	1/8		1/8	1	28								3
4	3	35/2	35/2	0.5	5/4	5/4	Chord	3/2	1	1	1/8		1/8	1	29								3
4	3	18	18	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	30								
4	3	25/2	25/2	1.5	0	0	Chord	3/2	1	2	3/8		1/4	3/2	31								
5	4	37/2	37/2	1.5	0	0	Chord	3/2	1	1	3/8		1/4	3/2	32								
5	4	20	20	0.5	3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	33								
5	4	41/2	41/2	0.0	1/2	1/2	Chord	3/2	1	1	0	appoggiatura	1/8	1	34								
5	4	41/2	41/2	1.0	1/2	1/2	Chord	3/2	1	1	1/4		1/4	1	35								
5	4	43/2	43/2	1.0	3/4	3/4	Chord	3/2	1	1	1/4		1/4	1	36								
5	4	45/2	45/2	1.5	1	1	Chord	3/2	1	1	3/8		1/4	3/2	37								
5	4	24	24	0.5	11/8	11/8	Chord	3/2	1	1	1/8		1/8	1	38								
5	4	37/2	37/2	1.5	0	0	Chord	3/2	1	2	3/8		1/4	3/2	39								
5	4	43/2	43/2	1.0	3/4	3/4	Chord	3/2	1	2	1/4		1/4	1	40								
5	4	45/2	45/2	2.0	1	1	Chord	3/2	1	2	1/2		1/2	1	41								
5	4	37/2	37/2	1.5	0	0	Chord	3/2	1	3	3/8		1/4	3/2	42								
5	4	37/2	37/2	1.5	0	0	Chord	3/2	1	4	3/8		1/4	3/2	43								
6	5	49/2	49/2	1.5	0	0	Chord	3/2	1	1	3/8		1/4	3/2	44								
6	5	26	26	0.5	3/8	3/8	Chord	3/2	1	1	1/8		1/8	1	45								
6	5	53/2	53/2	0.5	1/2	1/2	Chord	3/2	1	1	1/8		1/8	1	46								4
6	5	27	27	0.5	5/8	5/8	Chord	3/2	1	1	1/8		1/8	1	47								4
6	5	55/2	55/2	0.5	3/4	3/4	Chord	3/2	1	1	1/8		1/8	1	48								4
6	5	28	28	0.5	7/8	7/8	Chord	3/2	1	1	1/8		1/8	1	49								
6	5	57/2	57/2	0.5	1	1	Chord	3/2	1	1	1/8		1/8	1	50								5
