mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	62							16
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	63							16
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	64							
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	65							17
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	66							
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	67							18
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	68							18
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	69							18
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	70							
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	71							19
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	72							
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	73							20
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	74							20
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	75							20
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	76							
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	77							21
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	78							
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	79							22
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	80							22
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	81							22
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	82							
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	83							23
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	84							
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	85							24
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	86							24
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	87							24
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	88							
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	89							25
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	90							
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	91							26
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	92							26
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	93							26
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	94							
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	95							27
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	96							
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	97							28
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	98							28
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	99							28
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	100							
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	101							29
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	102							
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	103							30
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	104							30
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	105							30
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	106							
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	107							
