mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	0	0	0	0.0	0	3/8	Tempo	2/4	1	1	0				𝅘𝅥=84	84.0	𝅘𝅥	84.0	0.0
1	0	0	0	0.5	0	3/8	Chord	2/4	1	1	1/8	1/8	1	0					
2	1	1/2	1/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	1					
2	1	3/4	3/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	2					
2	1	1	1	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	3					
2	1	3/2	3/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	4					
2	1	7/4	7/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	5					
2	1	2	2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	6					
3	2	5/2	5/2	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	7					
3	2	3	3	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	8					
3	2	7/2	7/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	9					
4	3	9/2	9/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	10					
4	3	19/4	19/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	11					
4	3	5	5	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	12					
4	3	21/4	21/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	13					
4	3	11/2	11/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	14					
4	3	23/4	23/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	15					
4	3	6	6	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	16					
4	3	25/4	25/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	17					
5	4	13/2	13/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	18					
5	4	27/4	27/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	19					
5	4	7	7	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	20					
5	4	29/4	29/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	21					
5	4	15/2	15/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	22					
5	4	31/4	31/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	23					
5	4	8	8	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	24					
6	5	17/2	17/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	25					
6	5	35/4	35/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	26					
6	5	9	9	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	27					
6	5	19/2	19/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	28					
6	5	39/4	39/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	29					
6	5	10	10	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	30					
7	6	21/2	21/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	31					
7	6	43/4	43/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	32					
7	6	11	11	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	33					
7	6	23/2	23/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	34					
8	7	25/2	25/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	35					
8	7	51/4	51/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	36					
8	7	13	13	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	37					
8	7	53/4	53/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	38					
8	7	27/2	27/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	39					
8	7	55/4	55/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	40					
8	7	14	14	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	41					
8	7	57/4	57/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	42					
9	8	29/2	29/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	43					
9	8	59/4	59/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	44					
9	8	15	15	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	45					
9	8	61/4	61/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	46					
9	8	31/2	31/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	47					
9	8	63/4	63/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	48					
9	8	16	16	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	49					
9	8	65/4	65/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	50					
10	9	33/2	33/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	51					
10	9	67/4	67/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	52					
10	9	17	17	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	53					
10	9	69/4	69/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	54					
10	9	35/2	35/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	55					
10	9	71/4	71/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	56					
10	9	18	18	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	57					
10	9	73/4	73/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	58					
11	10	37/2	37/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	59					
11	10	75/4	75/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	60					
11	10	19	19	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	61					
11	10	77/4	77/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	62					
11	10	39/2	39/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	63					
11	10	79/4	79/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	64					
11	10	20	20	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	65					
11	10	81/4	81/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	66					
12	11	41/2	41/2	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	67					
12	11	83/4	83/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	68					
12	11	21	21	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	69					
12	11	43/2	43/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	70					
12	11	87/4	87/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	71					
