mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	20	20	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	102								
7	7	81/4	81/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	103								
7	7	41/2	41/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	104								
7	7	83/4	83/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	105								
7	7	18	18	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	106								
7	7	37/2	37/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	107								
7	7	19	19	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	108								
7	7	39/2	39/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	109								
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	110								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	111								
7	7	18	18	0.5		0	0	Chord	3/4	1	3	1/8	1/8	1	112								
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	113								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	3	1/8	1/8	1	114								
7	7	20	20	0.5		1/2	1/2	Chord	3/4	1	4	1/8	1/8	1	115								
7	7	41/2	41/2	0.5		5/8	5/8	Chord	3/4	1	4	1/8	1/8	1	116								
8	8	21	21	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	117								
8	8	89/4	89/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	118								
8	8	45/2	45/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	119								
8	8	91/4	91/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	120								
8	8	23	23	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	121								
8	8	93/4	93/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	122								
8	8	47/2	47/2	0.125		5/8	5/8	Chord	3/4	1	1	1/32	1/32	1	123								
8	8	189/8	189/8	0.125		21/32	21/32	Chord	3/4	1	1	1/32	1/32	1	124								
8	8	95/4	95/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	125								
8	8	21	21	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	126								
8	8	43/2	43/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	127								
8	8	22	22	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	128								
8	8	45/2	45/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	129								
8	8	23	23	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	130								
8	8	47/2	47/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	131								
8	8	21	21	1.0		0	0	Chord	3/4	1	3	1/4	1/4	1	132								
8	8	45/2	45/2	0.5		3/8	3/8	Chord	3/4	1	3	1/8	1/8	1	133								
8	8	23	23	0.5		1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	134								
8	8	21	21	0.5		0	0	Chord	3/4	1	4	1/8	1/8	1	135								
9	9	24	24	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	136								
9	9	97/4	97/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	137								
9	9	49/2	49/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	138								
9	9	99/4	99/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	139								
9	9	25	25	0.125		1/4	1/4	Chord	3/4	1	1	1/32	1/32	1	140								0
9	9	201/8	201/8	0.125		9/32	9/32	Chord	3/4	1	1	1/32	1/32	1	141								0
9	9	101/4	101/4	0.125		5/16	5/16	Chord	3/4	1	1	1/32	1/32	1	142								0
9	9	203/8	203/8	0.125		11/32	11/32	Chord	3/4	1	1	1/32	1/32	1	143								0
9	9	51/2	51/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	144								0
9	9	205/8	205/8	0.125		13/32	13/32	Chord	3/4	1	1	1/32	1/32	1	145								0
9	9	103/4	103/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	146								0
9	9	207/8	207/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	147								
9	9	26	26	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	148								
9	9	24	24	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	149								
9	9	26	26	1.0		1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	150								
9	9	26	26	1.0		1/2	1/2	Chord	3/4	1	3	1/4	1/4	1	151								
10	10	27	27	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	152								
10	10	109/4	109/4	0.125		1/16	1/16	Chord	3/4	1	1	1/32	1/32	1	153								1
10	10	219/8	219/8	0.125		3/32	3/32	Chord	3/4	1	1	1/32	1/32	1	154								1
10	10	55/2	55/2	0.125		1/8	1/8	Chord	3/4	1	1	1/32	1/32	1	155								1
10	10	221/8	221/8	0.125		5/32	5/32	Chord	3/4	1	1	1/32	1/32	1	156								1
10	10	111/4	111/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	157								
10	10	28	28	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	158								
10	10	57/2	57/2	0.125		3/8	3/8	Chord	3/4	1	1	1/32	1/32	1	159								
10	10	229/8	229/8	0.0625		13/32	13/32	Chord	3/4	1	1	1/64	1/64	1	160								
10	10	459/16	459/16	0.0625		27/64	27/64	Chord	3/4	1	1	1/64	1/64	1	161								
10	10	115/4	115/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32	1/32	1	162								
10	10	231/8	231/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32	1/32	1	163								
10	10	29	29	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	164								
10	10	59/2	59/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	165	ornamentTrill							
10	10	28	28	2.0		1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	166								
11	11		30	1.0	1	0	0	Chord	3/4	1	1	1/4	1/4	1	167								
11	11		125/4	0.25	1	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	168								
11	11		63/2	0.25	1	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	169								
11	11		127/4	0.25	1	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	170								
11	11		32	0.25	1	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	171								
11	11		129/4	0.25	1	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	172								
11	11		65/2	0.25	1	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	173								
11	11		131/4	0.25	1	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	174								
11	11		30	0.5	1	0	0	Chord	3/4	1	2	1/8	1/8	1	175								
11	11		61/2	0.5	1	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	176								
11	11		31	0.5	1	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	177								
11	11		63/2	0.5	1	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	178								
11	11		32	0.5	1	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	179								
11	11		65/2	0.5	1	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	180								
12	11	30	33	3.0	2	0	0	Chord	3/4	1	1	3/4	1/2	3/2	181								
12	11	30	33	3.0	2	0	0	Chord	3/4	1	2	3/4	1/2	3/2	182								
13	12	33	36	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	183								
13	12	69/2	75/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	184								
13	12	35	38	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	185								
13	12	141/4	153/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	186								
13	12	71/2	77/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	187								
13	12	143/4	155/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	188								
13	12	33	36	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	189								
13	12	67/2	73/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	190								
13	12	34	37	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	191								
13	12	69/2	75/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	192								
13	12	35	38	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	193								
13	12	71/2	77/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	194								
14	13	36	39	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	195								
14	13	145/4	157/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	196								
14	13	73/2	79/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	197								
14	13	37	40	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	198								
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	199								
14	13	38	41	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	200								
14	13	153/4	165/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	201								
14	13	77/2	83/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	202								
14	13	155/4	167/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	203								
14	13	36	39	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	204								
14	13	73/2	79/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	205								
14	13	37	40	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	206								
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	207								
14	13	38	41	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	208								
14	13	77/2	83/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	209								
14	13	75/2	81/2	0.5		3/8	3/8	Chord	3/4	1	3	1/8	1/8	1	210								
14	13	38	41	0.5		1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	211								
15	14	39	42	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	212								
15	14	157/4	169/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	213								
15	14	79/2	85/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	214								
15	14	40	43	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	215								
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	216								
15	14	41	44	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	217								
15	14	165/4	177/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	218								
15	14	83/2	89/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	219								
15	14	167/4	179/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	220								
15	14	39	42	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	221								
15	14	79/2	85/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	222								
15	14	40	43	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	223								
15	14	81/2	87/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	224								
15	14	41	44	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	225								
15	14	83/2	89/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	226								
16	15	42	45	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	227								
16	15	169/4	181/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	228								
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	229								
16	15	87/2	93/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	230								2
16	15	175/4	187/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	231								
16	15	44	47	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	232								3
16	15	177/4	189/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	233								
16	15	89/2	95/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	234								4
16	15	179/4	191/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	235								
16	15	42	45	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	236								
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	237								
16	15	43	46	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	238								
16	15	87/2	93/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	239								
16	15	44	47	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	240								
16	15	89/2	95/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	241								
16	15	42	45	0.5		0	0	Chord	3/4	1	3	1/8	1/8	1	242								
16	15	85/2	91/2	0.5		1/8	1/8	Chord	3/4	1	3	1/8	1/8	1	243								
17	16	45	48	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	244								
17	16	46	49	0.25		1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	245								
17	16	185/4	197/4	0.25		5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	246								
17	16	93/2	99/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	247								
17	16	187/4	199/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	248								
17	16	47	50	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	249								
17	16	189/4	201/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	250								
17	16	95/2	101/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	251								
17	16	191/4	203/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	252								
17	16	45	48	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	253								
17	16	91/2	97/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	254								
17	16	46	49	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	255								
17	16	93/2	99/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	256								
17	16	47	50	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	257								
17	16	95/2	101/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	258								
18	17	48	51	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	259								
18	17	193/4	205/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	260								
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	261								
18	17	49	52	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	262								
18	17	99/2	105/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	263								
18	17	199/4	211/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	264								
18	17	50	53	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	265								
18	17	201/4	213/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	266								
18	17	101/2	107/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	267								
18	17	203/4	215/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	268								
18	17	48	51	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	269								
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	270								
18	17	49	52	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	271								
18	17	99/2	105/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	272								
18	17	50	53	0.5		1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	273								
18	17	101/2	107/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	274								
18	17	48	51	0.5		0	0	Chord	3/4	1	3	1/8	1/8	1	275								
18	17	97/2	103/2	0.5		1/8	1/8	Chord	3/4	1	3	1/8	1/8	1	276								
19	18	51	54	0.25		0	0	Chord	3/4	1	1	1/16	1/16	1	277								
19	18	205/4	217/4	0.25		1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	278								
19	18	103/2	109/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	279								
19	18	207/4	219/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	280								
19	18	52	55	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	281								
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	282								
19	18	53	56	0.25		1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	283								
19	18	213/4	225/4	0.25		9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	284								
19	18	107/2	113/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	285								
19	18	215/4	227/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	286								
19	18	51	54	0.5		0	0	Chord	3/4	1	2	1/8	1/8	1	287								
19	18	103/2	109/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	288								
19	18	52	55	0.5		1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	289								
19	18	105/2	111/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	290								
