mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	10	61/4	61/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	36								
12	11	31/2	31/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	37								
12	11	16	16	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	38								10
12	11	65/4	65/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	39								10
12	11	33/2	33/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	40								10
12	11	67/4	67/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	41								
13	12	17	17	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	42								11
13	12	35/2	35/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	43								
13	12	18	18	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	44								
14	13	37/2	37/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	45								
14	13	19	19	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	46								12
14	13	39/2	39/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	47								
15	14	20	20	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	48								
15	14	41/2	41/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	49								13
15	14	83/4	83/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	50								13
15	14	21	21	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	51								13
15	14	85/4	85/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	52								
16	15	43/2	43/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	53								
16	15	22	22	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	54								14
16	15	89/4	89/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	55								14
16	15	45/2	45/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	56								14
16	15	91/4	91/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	57								
17	16	23	23	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	58								15
17	16	47/2	47/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	59								
17	16	24	24	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	60								
18	17	49/2	49/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	61								
18	17	25	25	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	62								16
18	17	51/2	51/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	63								
19	18	26	26	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	64								
19	18	53/2	53/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	65								17
19	18	107/4	107/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	66								17
19	18	27	27	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	67								17
19	18	109/4	109/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	68								
20	19	55/2	55/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	69								
20	19	28	28	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	70								18
20	19	113/4	113/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	71								18
20	19	57/2	57/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	72								18
20	19	115/4	115/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	73								
21	20	29	29	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	74								
21	20	30	30	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	75								
22	21	61/2	61/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	76								19
22	21	123/4	123/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	77								
22	21	31	31	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	78								20
22	21	125/4	125/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	79								
22	21	63/2	63/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	80								21
22	21	127/4	127/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	81								
23	22	32	32	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	82								22
23	22	129/4	129/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	83								
23	22	65/2	65/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	84								23
23	22	131/4	131/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	85								
23	22	33	33	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	86								24
23	22	133/4	133/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	87								
24	23	67/2	67/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	88								25
24	23	135/4	135/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	89								
24	23	34	34	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	90								26
24	23	137/4	137/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	91								
24	23	69/2	69/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	92								27
24	23	139/4	139/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	93								
25	24	35	35	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	94								28
25	24	141/4	141/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	95								
25	24	71/2	71/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	96								29
25	24	143/4	143/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	97								
25	24	36	36	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	98								30
25	24	145/4	145/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	99								
26	25	73/2	73/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	100								31
26	25	147/4	147/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	101								
26	25	37	37	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	102								32
26	25	149/4	149/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	103								
26	25	75/2	75/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	104								33
26	25	151/4	151/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	105								
27	26	38	38	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	106								34
27	26	153/4	153/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	107								
27	26	77/2	77/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	108								35
27	26	155/4	155/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	109								
27	26	39	39	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	110								36
27	26	157/4	157/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	111								
28	27	79/2	79/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	112								37
28	27	159/4	159/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	113								
28	27	40	40	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	114								38
28	27	161/4	161/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	115								
28	27	81/2	81/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	116								39
28	27	163/4	163/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	117								
29	28	41	41	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	118								40
29	28	165/4	165/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	119								
29	28	83/2	83/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	120								41
29	28	167/4	167/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	121								
29	28	42	42	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	122								42
29	28	169/4	169/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	123								
30	29	85/2	85/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	124								43
30	29	171/4	171/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	125								
30	29	43	43	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	126								44
30	29	173/4	173/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	127								
30	29	87/2	87/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	128								45
30	29	175/4	175/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	129								
31	30	44	44	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	130								46
31	30	177/4	177/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	131								
31	30	89/2	89/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	132								47
31	30	179/4	179/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	133								
31	30	45	45	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	134								48
31	30	181/4	181/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	135								
32	31	91/2	91/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	136								49
32	31	183/4	183/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	137								
32	31	46	46	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	138								50
32	31	185/4	185/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	139								
32	31	93/2	93/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	140								51
32	31	187/4	187/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	141								
33	32	47	47	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	142								
33	32	48	48	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	143								
34	33	97/2	97/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	144								52
34	33	195/4	195/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	145								
34	33	49	49	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	146								
34	33	99/2	99/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	147								
34	33	97/2	97/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	148								
34	33	49	49	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	149								
34	33	99/2	99/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	150								
35	34	50	50	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	151	articStaccatoAbove							
35	34	101/2	101/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	152	articStaccatoAbove							
35	34	51	51	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	153	articStaccatoAbove							
35	34	50	50	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	154								
35	34	101/2	101/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	155								
35	34	51	51	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	156								
36	35	103/2	103/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	157								53
36	35	52	52	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	158								
36	35	105/2	105/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	159								
36	35	103/2	103/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	160								
36	35	105/2	105/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	161								
37	36	53	53	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	162								54
37	36	107/2	107/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	163								
37	36	54	54	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	164								
37	36	53	53	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	165								
37	36	54	54	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	166								
38	37	109/2	109/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	167								55
38	37	219/4	219/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	168								
38	37	55	55	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	169								
38	37	111/2	111/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	170								
38	37	109/2	109/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	171								
38	37	55	55	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	172								
38	37	111/2	111/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	173								
39	38	56	56	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	174	articStaccatoAbove							
39	38	113/2	113/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	175	articStaccatoAbove							
39	38	57	57	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	176	articStaccatoAbove							
39	38	56	56	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	177								
39	38	113/2	113/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	178								
39	38	57	57	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	179								
40	39	115/2	115/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	180								56
40	39	58	58	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	181								
40	39	117/2	117/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	182								
40	39	115/2	115/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	183								
40	39	117/2	117/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	184								
41	40	59	59	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	185								57
41	40	119/2	119/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	186								
41	40	60	60	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	187								
41	40	59	59	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	188								
42	41	121/2	121/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	189								58
42	41	243/4	243/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	190								58
42	41	61	61	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	191								
42	41	123/2	123/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	192								
43	42	62	62	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	193								59
43	42	249/4	249/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	194								59
43	42	125/2	125/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	195								
43	42	63	63	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	196								
44	43	127/2	127/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	197								
44	43	255/4	255/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	198								
44	43	64	64	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	199								60
44	43	257/4	257/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	200								
44	43	129/2	129/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	201								61
44	43	259/4	259/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	202								
45	44	65	65	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	203								62
45	44	261/4	261/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	204								62
45	44	131/2	131/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	205								62
45	44	263/4	263/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	206								62
45	44	66	66	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	207								
45	44	265/4	265/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	208								
46	45	133/2	133/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	209								
46	45	267/4	267/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	210								63
46	45	67	67	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	211								63
46	45	269/4	269/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	212								63
46	45	135/2	135/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	213								63
46	45	271/4	271/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	214								
47	46	68	68	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	215								64
47	46	273/4	273/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	216								64
47	46	137/2	137/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	217								
47	46	275/4	275/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	218								
47	46	69	69	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	219								
47	46	277/4	277/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	220								
48	47	139/2	139/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	221								
48	47	70	70	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	222								
48	47	141/2	141/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	223								
49	48	71	71	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	224								
49	48	72	72	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	225								65
49	48	289/4	289/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	226								
50	49	145/2	145/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	227								66
50	49	291/4	291/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	228								
50	49	73	73	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	229								67
50	49	293/4	293/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	230								
50	49	147/2	147/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	231								68
50	49	295/4	295/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	232								
51	50	74	74	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	233								69
51	50	297/4	297/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	234								
51	50	149/2	149/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	235								70
51	50	299/4	299/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	236								
51	50	75	75	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	237								71
51	50	301/4	301/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	238								
52	51	151/2	151/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	239								
52	51	303/4	303/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	240								72
52	51	76	76	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	241								72
52	51	305/4	305/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	242								72
52	51	153/2	153/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	243								72
52	51	307/4	307/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	244								
53	52	77	77	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	245								
53	52	155/2	155/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	246								
53	52	78	78	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	247								
54	53	157/2	157/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	248								
54	53	315/4	315/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	249								73
54	53	79	79	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	250								73
54	53	317/4	317/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	251								73
54	53	159/2	159/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	252								73
54	53	319/4	319/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	253								
55	54	80	80	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	254								
55	54	321/4	321/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	255								74
55	54	161/2	161/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	256								74
55	54	323/4	323/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	257								74
55	54	81	81	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	258								74
55	54	325/4	325/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	259								
56	55	163/2	163/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	260								75
56	55	327/4	327/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	261								
56	55	82	82	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	262								76
56	55	329/4	329/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	263								
56	55	165/2	165/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	264								77
56	55	331/4	331/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	265								
57	56	83	83	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	266	ornamentTrill							
57	56	84	84	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	267								
58	57	169/2	169/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	268								
58	57	85	85	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	269								78
58	57	171/2	171/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	270								
59	58	86	86	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	271								
59	58	173/2	173/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	272								79
59	58	347/4	347/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	273								79
59	58	87	87	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	274								79
59	58	349/4	349/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	275								
60	59	175/2	175/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	276								
60	59	88	88	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	277								80
60	59	353/4	353/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	278								80
60	59	177/2	177/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	279								80
60	59	355/4	355/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	280								
61	60	89	89	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	281								81
61	60	179/2	179/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	282								
61	60	90	90	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	283								
62	61	181/2	181/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	284								
62	61	91	91	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	285								82
62	61	183/2	183/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	286								
63	62	92	92	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	287								
63	62	185/2	185/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	288								83
