mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
18	17	99/4	99/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	63							12
18	17	25	25	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	64							12
18	17	101/4	101/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	65							12
18	17	51/2	51/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	66							12
18	17	103/4	103/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	67							
18	17	49/2	49/2	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	68							
19	18	26	26	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	69							
19	18	27	27	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	70							
19	18	26	26	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	71							
19	18	53/2	53/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	72							
19	18	27	27	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	73							
20	19	55/2	55/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	74							13
20	19	111/4	111/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	75							13
20	19	28	28	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	76							13
20	19	113/4	113/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	77							13
20	19	57/2	57/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	78							13
20	19	115/4	115/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	79							
20	19	55/2	55/2	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	80							
21	20	29	29	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	81							
21	20	30	30	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	82							
21	20	29	29	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	83							
21	20	59/2	59/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	84							
21	20	30	30	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	85							
22	21	61/2	61/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	86							14
22	21	123/4	123/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	87							
22	21	31	31	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	88							15
22	21	125/4	125/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	89							
22	21	63/2	63/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	90							16
22	21	127/4	127/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	91							
22	21	61/2	61/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	92							
22	21	31	31	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	93							
22	21	63/2	63/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	94							
23	22	32	32	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	95							17
23	22	129/4	129/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	96							
23	22	65/2	65/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	97							18
23	22	131/4	131/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	98							
23	22	33	33	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	99							19
23	22	133/4	133/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	100							
23	22	32	32	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	101							
23	22	65/2	65/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	102							
23	22	33	33	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	103							
24	23	67/2	67/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	104							20
24	23	135/4	135/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	105							
24	23	34	34	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	106							21
24	23	137/4	137/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	107							
24	23	69/2	69/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	108							22
24	23	139/4	139/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	109							
24	23	67/2	67/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	110							
24	23	34	34	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	111							
24	23	69/2	69/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	112							
25	24	35	35	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	113							
25	24	36	36	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	114							
25	24	35	35	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	115							
26	25	73/2	73/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	116							23
26	25	147/4	147/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	117							
26	25	37	37	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	118							24
26	25	149/4	149/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	119							
26	25	75/2	75/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	120							25
26	25	151/4	151/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	121							
26	25	73/2	73/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	122							
26	25	73/2	73/2	0.5	0	0	Chord	3/8	1	3	1/8	1/8	1	123							
27	26	38	38	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	124							26
27	26	153/4	153/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	125							
27	26	77/2	77/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	126							27
27	26	155/4	155/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	127							
27	26	39	39	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	128							28
27	26	157/4	157/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	129							
27	26	38	38	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	130							
28	27	79/2	79/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	131							29
28	27	159/4	159/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	132							
28	27	40	40	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	133							30
28	27	161/4	161/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	134							
28	27	81/2	81/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	135							31
28	27	163/4	163/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	136							
28	27	79/2	79/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	137							
29	28	41	41	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	138							32
29	28	165/4	165/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	139							
29	28	83/2	83/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	140							33
29	28	167/4	167/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	141							
29	28	42	42	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	142							34
29	28	169/4	169/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	143							
29	28	41	41	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	144							
30	29	85/2	85/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	145							
30	29	43	43	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	146							35
30	29	173/4	173/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	147							
30	29	87/2	87/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	148							36
30	29	175/4	175/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	149							
30	29	85/2	85/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	150							
31	30	44	44	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	151							
31	30	177/4	177/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	152							37
31	30	89/2	89/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	153							37
31	30	179/4	179/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	154							
31	30	45	45	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	155							38
31	30	181/4	181/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	156							
32	31	91/2	91/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	157							39
32	31	183/4	183/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	158							
32	31	46	46	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	159							40
32	31	185/4	185/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	160							
32	31	93/2	93/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	161							41
32	31	187/4	187/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	162							
33	32	47	47	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	163							
34	32	48	48	0.5	0	1/4	Chord	3/8	1	1	1/8	1/8	1	164							
35	33	97/2	97/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	165							
35	33	99/2	99/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	166							
36	34	50	50	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	167							
36	34	51	51	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	168							
37	35	103/2	103/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	169							
37	35	207/4	207/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	170							
37	35	52	52	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	171							
37	35	209/4	209/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	172							
37	35	105/2	105/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	173							
38	36	53	53	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	174							
38	36	54	54	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	175							
39	37	109/2	109/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	176							42
39	37	219/4	219/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	177							42
39	37	55	55	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	178							
39	37	221/4	221/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	179							
39	37	111/2	111/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	180							
39	37	223/4	223/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	181							
40	38	56	56	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	182							
40	38	225/4	225/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	183							
40	38	113/2	113/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	184							
40	38	227/4	227/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	185							
40	38	57	57	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	186							
40	38	229/4	229/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	187							
41	39	115/2	115/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	188							
41	39	231/4	231/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	189							43
41	39	58	58	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	190							
41	39	233/4	233/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	191							44
41	39	117/2	117/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	192							
41	39	235/4	235/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	193							
42	40	59	59	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	194							
42	40	60	60	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	195							
43	41	121/2	121/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	196							45
43	41	243/4	243/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	197							45
43	41	61	61	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	198							
43	41	245/4	245/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	199							
43	41	123/2	123/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	200							
43	41	247/4	247/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	201							
44	42	62	62	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	202							46
44	42	249/4	249/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	203							46
44	42	125/2	125/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	204							
44	42	251/4	251/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	205							
44	42	63	63	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	206							
44	42	253/4	253/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	207							
45	43	127/2	127/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	208							47
45	43	255/4	255/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	209							47
45	43	64	64	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	210							
45	43	257/4	257/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	211							
45	43	129/2	129/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	212							
45	43	259/4	259/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	213							
46	44	65	65	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	214							48
46	44	261/4	261/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	215							48
46	44	131/2	131/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	216							
46	44	263/4	263/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	217							
46	44	66	66	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	218							
46	44	265/4	265/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	219							
47	45	133/2	133/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	220							49
47	45	267/4	267/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	221							49
47	45	67	67	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	222							
47	45	269/4	269/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	223							
47	45	135/2	135/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	224							
47	45	271/4	271/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	225							
48	46	68	68	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	226							
48	46	137/2	137/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	227							
48	46	69	69	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	228							
49	47	139/2	139/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	229							
49	47	279/4	279/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	230							50
49	47	70	70	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	231							
49	47	281/4	281/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	232							51
49	47	141/2	141/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	233							
49	47	283/4	283/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	234							
50	48	71	71	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	235							
50	48	72	72	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	236							
51	49	145/2	145/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	237							52
51	49	291/4	291/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	238							52
51	49	73	73	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	239							
51	49	293/4	293/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	240							
51	49	147/2	147/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	241							
51	49	295/4	295/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	242							
51	49	145/2	145/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	243							
52	50	74	74	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	244							53
52	50	297/4	297/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	245							53
52	50	149/2	149/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	246							
52	50	299/4	299/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	247							
52	50	75	75	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	248							
52	50	301/4	301/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	249							
53	51	151/2	151/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	250							54
53	51	303/4	303/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	251							54
53	51	76	76	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	252							
53	51	305/4	305/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	253							
53	51	153/2	153/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	254							
53	51	307/4	307/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	255							
54	52	77	77	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	256							
54	52	78	78	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	257							
55	53	157/2	157/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	258							55
55	53	315/4	315/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	259							55
55	53	79	79	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	260							
55	53	317/4	317/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	261							
55	53	159/2	159/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	262							
55	53	319/4	319/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	263							
55	53	157/2	157/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	264							
56	54	80	80	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	265							56
56	54	321/4	321/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	266							56
56	54	161/2	161/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	267							
56	54	323/4	323/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	268							
56	54	81	81	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	269							
56	54	325/4	325/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	270							
57	55	163/2	163/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	271							57
57	55	327/4	327/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	272							57
57	55	82	82	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	273							
57	55	329/4	329/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	274							
57	55	165/2	165/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	275							
57	55	331/4	331/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	276							
58	56	83	83	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	277							
58	56	84	84	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	278							
59	57	169/2	169/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	279							58
59	57	339/4	339/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	280							58
59	57	85	85	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	281							58
59	57	341/4	341/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	282							58
59	57	171/2	171/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	283							
59	57	343/4	343/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	284							
60	58	86	86	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	285							59
60	58	345/4	345/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	286							59
60	58	173/2	173/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	287							
60	58	347/4	347/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	288							
60	58	87	87	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	289							
60	58	349/4	349/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	290							
