mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
11	10	75/2	75/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	60							7
11	10	38	38	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	61							
11	10	77/2	77/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	62							
11	10	39	39	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	63							
11	10	40	40	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	64							
11	10	81/2	81/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	65							
12	11	41	41	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	66							
12	11	42	42	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	67							
12	11	85/2	85/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	68							
12	11	43	43	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	69							
12	11	87/2	87/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	70							8
12	11	44	44	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	71							8
12	11	89/2	89/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	72							
13	12	45	45	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	73							
13	12	91/2	91/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	74							9
13	12	46	46	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	75							9
13	12	93/2	93/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	76							
13	12	47	47	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	77							
13	12	48	48	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	78							10
13	12	97/2	97/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	79							
14	13	49	49	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	80							
14	13	99/2	99/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	81							11
14	13	50	50	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	82							11
14	13	101/2	101/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	83							
14	13	51	51	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	84							12
14	13	103/2	103/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	85							
14	13	52	52	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	86							13
14	13	105/2	105/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	87							
15	14	53	53	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	88							
15	14	107/2	107/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	89							14
15	14	54	54	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	90							14
15	14	109/2	109/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	91							
15	14	55	55	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	92							15
15	14	111/2	111/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	93							
15	14	56	56	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	94							16
15	14	113/2	113/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	95							
16	15	57	57	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	96							
16	15	115/2	115/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	97							
16	15	58	58	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	98							
16	15	117/2	117/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	99							
16	15	59	59	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	100							
16	15	60	60	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	101							17
16	15	121/2	121/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	102							
17	16	61	61	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	103							
17	16	62	62	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	104							
17	16	63	63	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	105							
17	16	64	64	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	106							18
17	16	129/2	129/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	107							
18	17	65	65	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	108							
18	17	66	66	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	109							19
18	17	133/2	133/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	110							
18	17	67	67	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	111							
18	17	68	68	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	112							
19	18	69	69	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	113							20
19	18	139/2	139/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	114							20
19	18	70	70	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	115							
19	18	141/2	141/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	116							
19	18	71	71	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	117							
19	18	72	72	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	118							
19	18	145/2	145/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	119							
20	19	73	73	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	120							
20	19	147/2	147/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	121							
20	19	74	74	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	122							
20	19	149/2	149/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	123							
20	19	75	75	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	124							
20	19	151/2	151/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	125							
20	19	76	76	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	126							
20	19	153/2	153/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	127							
21	20	77	77	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	128							21
21	20	155/2	155/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	129							21
21	20	78	78	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	130							21
21	20	157/2	157/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	131							
21	20	79	79	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	132							
21	20	80	80	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	133							
21	20	161/2	161/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	134							
22	21	81	81	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	135							
22	21	163/2	163/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	136							
22	21	82	82	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	137							22
22	21	165/2	165/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	138							22
22	21	83	83	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	139							
22	21	167/2	167/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	140							
22	21	84	84	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	141							23
22	21	169/2	169/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	142							23
23	22	85	85	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	143							
23	22	171/2	171/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	144							
23	22	86	86	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	145							24
23	22	173/2	173/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	146							24
23	22	87	87	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	147							
23	22	175/2	175/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	148							
23	22	88	88	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	149							
23	22	177/2	177/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	150							
24	23	89	89	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	151							25
24	23	179/2	179/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	152							25
24	23	90	90	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	153							
24	23	181/2	181/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	154							
24	23	91	91	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	155							26
24	23	183/2	183/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	156							26
24	23	92	92	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	157							
24	23	185/2	185/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	158							
25	24	93	93	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	159							27
25	24	187/2	187/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	160							
25	24	94	94	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	161							28
25	24	189/2	189/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	162							
25	24	95	95	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	163							29
25	24	191/2	191/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	164							29
25	24	96	96	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	165							
25	24	193/2	193/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	166							
26	25	97	97	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	167							30
26	25	195/2	195/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	168							30
26	25	98	98	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	169							
26	25	197/2	197/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	170							
26	25	99	99	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	171							31
26	25	199/2	199/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	172							31
26	25	100	100	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	173							
26	25	201/2	201/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	174							
27	26	101	101	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	175							32
27	26	203/2	203/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	176							32
27	26	102	102	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	177							
27	26	205/2	205/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	178							
27	26	103	103	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	179							
27	26	207/2	207/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	180							
27	26	104	104	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	181							
27	26	209/2	209/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	182							
28	27	105	105	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	183							
28	27	106	106	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	184							
28	27	213/2	213/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	185							
28	27	107	107	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	186							
28	27	108	108	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	187							
29	28	109	109	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	188							
