mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
8	7	29	29	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	34								8
8	7	59/2	59/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	35								
8	7	26	26	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	36								
8	7	27	27	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	37								
8	7	28	28	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	38								
8	7	29	29	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	39								
9	8	30	30	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	40								9
9	8	31	31	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	41								9
9	8	63/2	63/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	42								
9	8	32	32	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	43								
9	8	30	30	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	44								
9	8	31	31	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	45								
9	8	32	32	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	46								10
9	8	33	33	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	47								
10	9	34	34	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	48								
10	9	36	36	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	49								11
10	9	34	34	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	50								12
10	9	35	35	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	51								
10	9	36	36	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	52								13
10	9	37	37	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	53								13
11	10	38	38	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	54								11
11	10	39	39	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	55								
11	10	40	40	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	56								
11	10	38	38	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	57								
11	10	40	40	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	58								
11	10	41	41	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	59								
12	11	42	42	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	60								14
12	11	43	43	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	61								14
12	11	87/2	87/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	62								
12	11	44	44	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	63	articStaccatoAbove							15
12	11	45	45	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	64	articStaccatoAbove							
12	11	42	42	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	65								
12	11	44	44	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	66								
13	12	46	46	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	67								
13	12	48	48	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	68	articStaccatoAbove							16
13	12	49	49	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	69	articStaccatoAbove							
13	12	46	46	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	70								
13	12	48	48	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	71								
14	13	50	50	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	72								
14	13	51	51	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	73								
14	13	52	52	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	74								
14	13	53	53	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	75								17
14	13	107/2	107/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	76								
14	13	50	50	4.0	0	0	Chord	2/2	1	2	1		1	1	77								
14	13	53	53	1.0	3/4	3/4	Chord	2/2	1	3	1/4		1/4	1	78								
15	14	54	54	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	79								
15	14	55	55	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	80								
15	14	56	56	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	81								
15	14	57	57	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	82								
15	14	54	54	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	83								
15	14	56	56	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	84								
16	15	58	58	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	85								
16	15	59	59	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	86								
16	15	60	60	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	87								
16	15	61	61	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	88								18
16	15	123/2	123/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	89								
16	15	58	58	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	90								
16	15	60	60	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	91								
17	16	62	62	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	92								
17	16	63	63	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	93								
17	16	64	64	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	94								
17	16	65	65	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	95								
17	16	62	62	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	96								
17	16	64	64	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	97								
18	17	66	66	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	98								
18	17	67	67	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	99								
18	17	135/2	135/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	100								
18	17	68	68	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	101								
18	17	66	66	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	102								
18	17	68	68	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	103								
18	17	69	69	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	104								
19	18	70	70	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	105								
19	18	72	72	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	106								
19	18	70	70	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	107								
19	18	72	72	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	108	articStaccatoBelow							19
19	18	73	73	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	109	articStaccatoBelow							
20	19	74	74	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	110								
20	19	75	75	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	111								
20	19	76	76	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	112								
20	19	77	77	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	113								
20	19	155/2	155/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	114								
20	19	74	74	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	115								
20	19	76	76	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	116								
21	20	79	79	0.0	1/4	1/4	StaffText	2/2	1	1	0						mp						
21	20	79	79	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	117								20
21	20	159/2	159/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	118								
21	20	80	80	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	119								
21	20	81	81	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	120								
21	20	78	78	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	121								
22	21	82	82	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	122								
22	21	83	83	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	123								21
22	21	167/2	167/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	124								
22	21	84	84	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	125								
22	21	85	85	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	126								
22	21	82	82	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	127								
22	21	85	85	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	128								
23	22	86	86	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	129								
23	22	87	87	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	130								22
23	22	175/2	175/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	131								
23	22	88	88	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	132								
23	22	89	89	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	133								
23	22	86	86	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	134								
24	23	90	90	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	135								
24	23	91	91	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	136								23
24	23	183/2	183/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	137								
24	23	92	92	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	138								
24	23	93	93	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	139								
24	23	90	90	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	140								
24	23	93	93	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	141								
25	24	94	94	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	142								
25	24	95	95	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	143								
25	24	96	96	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	144								
25	24	94	94	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	145	articStaccatoAbove							24
25	24	95	95	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	146	articStaccatoAbove							
25	24	96	96	0.0	1/2	1/2	StaffText	2/2	1	2	0						f						
25	24	96	96	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	147								
26	25	98	98	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	148								
26	25	100	100	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	149								
26	25	98	98	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	150								
26	25	99	99	0.5	1/4	1/4	Chord	2/2	1	2	1/8		1/8	1	151								25
26	25	199/2	199/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8		1/8	1	152								
26	25	100	100	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	153								
26	25	101	101	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	154								
27	26	205/2	205/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	155								26
27	26	103	103	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	156								26
27	26	207/2	207/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	157								
27	26	104	104	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	158								
27	26	102	102	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	159								
27	26	104	104	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	160								
27	26	105	105	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	161								
28	27	106	106	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	162								
28	27	108	108	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	163								
28	27	106	106	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	164								
28	27	107	107	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	165								
28	27	108	108	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	166								
28	27	109	109	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	167								27
28	27	219/2	219/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	168								
29	28	110	110	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	169								
29	28	111	111	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	170								
29	28	112	112	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	171								
29	28	113	113	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	172								28
29	28	227/2	227/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	173								
29	28	110	110	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	174								
29	28	112	112	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	175								
30	29	114	114	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	176								
30	29	116	116	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	177								
30	29	114	114	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	178								
30	29	115	115	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	179								
30	29	116	116	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	180								
30	29	117	117	0.5	3/4	3/4	Chord	2/2	1	2	1/8		1/8	1	181								29
30	29	235/2	235/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8		1/8	1	182								
31	30	118	118	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	183								
31	30	120	120	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	184								
31	30	118	118	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	185	articStaccatoBelow							30
31	30	119	119	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	186	articStaccatoBelow							
31	30	120	120	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	187								
32	31	122	122	0.0	0	0	Chord	2/2	1	1	0	grace4	1/2	1	188								
32	31	122	122	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	189								31
32	31	123	123	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	190								31
32	31	247/2	247/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	191								
32	31	124	124	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	192								
32	31	122	122	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	193								
32	31	124	124	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	194								
32	31	125	125	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	195								
33	32	126	126	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	196								
33	32	128	128	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	197								
33	32	126	126	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	198								
33	32	128	128	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	199	articStaccatoBelow							32
33	32	129	129	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	200	articStaccatoBelow							
34	33	130	130	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	201								
34	33	132	132	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	202								
34	33	133	133	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	203								33
34	33	267/2	267/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	204								
34	33	130	130	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	205								
34	33	131	131	1.0	1/4	1/4	Chord	2/2	1	2	1/4		1/4	1	206								
34	33	132	132	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	207								
35	34	134	134	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	208								
35	34	135	135	0.0	1/4	1/4	StaffText	2/2	1	1	0						p						
35	34	135	135	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	209								34
35	34	271/2	271/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	210								
35	34	136	136	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	211								
35	34	137	137	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	212								
35	34	134	134	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	213								
36	35	138	138	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	214								
36	35	139	139	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	215								35
36	35	279/2	279/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	216								
36	35	140	140	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	217								
36	35	141	141	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	218								
36	35	138	138	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	219								
36	35	141	141	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	220								
37	36	142	142	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	221								
37	36	143	143	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	222								36
37	36	287/2	287/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	223								
37	36	144	144	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	224								
37	36	145	145	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	225								
37	36	142	142	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	226								
38	37	146	146	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	227								
38	37	147	147	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	228								37
38	37	295/2	295/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	229								
38	37	148	148	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	230								
38	37	149	149	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	231								
38	37	146	146	1.0	0	0	Chord	2/2	1	2	1/4		1/4	1	232								
38	37	149	149	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	233								
39	38	150	150	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	234								
39	38	151	151	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	235								
39	38	303/2	303/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	236								
39	38	152	152	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	237	articStaccatoBelow							
39	38	305/2	305/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	238	articStaccatoBelow							
39	38	153	153	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	239	articStaccatoBelow							
39	38	307/2	307/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	240	articStaccatoBelow							
40	39	154	154	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	241								
40	39	309/2	309/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	242	articStaccatoBelow							
40	39	155	155	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	243	articStaccatoBelow							
40	39	311/2	311/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	244	articStaccatoBelow							
40	39	156	156	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	245	articStaccatoBelow							
40	39	313/2	313/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	246	articStaccatoBelow							
40	39	157	157	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	247	articStaccatoBelow							
40	39	315/2	315/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	248	articStaccatoBelow							
41	40	158	158	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	249								
41	40	159	159	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	250								38
41	40	319/2	319/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	251								
41	40	160	160	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	252								
41	40	321/2	321/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	253								
41	40	161	161	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	254								
41	40	323/2	323/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	255								
42	41	162	162	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	256								
42	41	325/2	325/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	257								
42	41	163	163	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	258								
42	41	327/2	327/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	259								
42	41	164	164	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	260								
42	41	329/2	329/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	261								
42	41	165	165	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	262								
42	41	331/2	331/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	263								
43	42	166	166	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	264								
43	42	333/2	333/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16		1/16	1	265								39
43	42	667/4	667/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16		1/16	1	266								39, 40
43	42	167	167	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	267								40
43	42	335/2	335/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	268	articStaccatoBelow							
43	42	168	168	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	269								
43	42	337/2	337/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	270								
43	42	169	169	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	271								
43	42	339/2	339/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	272								
43	42	166	166	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	273								
44	43	170	170	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	274								
44	43	341/2	341/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	275								
44	43	171	171	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	276								
44	43	343/2	343/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	277								
44	43	172	172	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	278								41
44	43	345/2	345/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16		1/16	1	279								41
44	43	691/4	691/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16		1/16	1	280								
44	43	173	173	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	281								
44	43	347/2	347/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16		1/16	1	282								42
44	43	695/4	695/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16		1/16	1	283								
44	43	170	170	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	284								
45	44	174	174	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	285								
45	44	349/2	349/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	286								
45	44	175	175	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	287								
45	44	351/2	351/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	288								
45	44	176	176	0.0	1/2	1/2	StaffText	2/2	1	1	0						f						
45	44	176	176	2.0	1/2	1/2	Chord	2/2	1	1	1/2		1/2	1	289								
45	44	174	174	0.5	0	0	Chord	2/2	1	2	1/8		1/8	1	290								
