mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	4	16	16	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	34							
5	4	33/2	33/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	35							
5	4	13	13	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	36							
5	4	13	13	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	37							
6	5	17	17	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	38							
6	5	18	18	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	39							
6	5	19	19	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	40							
6	5	20	20	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	41							
6	5	18	18	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	42							
6	5	19	19	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	43							
7	6	21	21	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	44							
7	6	22	22	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	45							
7	6	45/2	45/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	46							
7	6	23	23	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	47							
7	6	24	24	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	48							
7	6	49/2	49/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	49							
7	6	21	21	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	50							
7	6	21	21	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	51							
8	7	25	25	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	52							
8	7	26	26	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	53							
8	7	27	27	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	54							
8	7	28	28	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	55							
8	7	26	26	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	56							
8	7	27	27	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	57							
9	8	29	29	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	58							
9	8	30	30	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	59							
9	8	61/2	61/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	60							
9	8	31	31	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	61							
9	8	32	32	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	62							
9	8	65/2	65/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	63							
9	8	29	29	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	64							
9	8	29	29	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	65							
10	9	33	33	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	66							
10	9	34	34	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	67							
10	9	69/2	69/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	68							
10	9	35	35	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	69							
10	9	36	36	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	70							
10	9	73/2	73/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	71							
11	10	37	37	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	72							
11	10	38	38	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	73							
11	10	77/2	77/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	74							
11	10	39	39	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	75							
11	10	79/2	79/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	76							
11	10	40	40	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	77							
11	10	81/2	81/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	78							
11	10	37	37	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	79							
12	11	41	41	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	80							
12	11	42	42	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	81							
12	11	43	43	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	82							
12	11	44	44	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	83							
12	11	42	42	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	84							
12	11	43	43	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	85							
12	11	44	44	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	86							
13	12	45	45	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	87							
13	12	91/2	91/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	88							
13	12	46	46	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	89							
13	12	47	47	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	90							
13	12	48	48	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	91							
13	12	45	45	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	92							
13	12	48	48	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	93							
13	12	45	45	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	94							
14	13	49	49	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	95							
14	13	99/2	99/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	96							
14	13	50	50	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	97							
14	13	51	51	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	98							
14	13	52	52	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	99							
14	13	49	49	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	100							
14	13	52	52	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	101							
14	13	49	49	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	102							
14	13	52	52	1.0	3/4	3/4	Chord	2/2	1	3	1/4	1/4	1	103							
15	14	53	53	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	104							
15	14	54	54	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	105							
15	14	55	55	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	106							
15	14	111/2	111/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	107							
15	14	56	56	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	108							
15	14	53	53	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	109							
15	14	54	54	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	110							
15	14	55	55	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	111							
15	14	56	56	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	112							
15	14	53	53	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	113							
16	15	57	57	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	114							
16	15	58	58	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	115							
16	15	117/2	117/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	116							
16	15	59	59	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	117							
16	15	60	60	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	118							
16	15	121/2	121/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	119							
16	15	57	57	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	120							
17	16	61	61	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	121							
17	16	62	62	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	122							
17	16	125/2	125/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	123							
17	16	63	63	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	124							
17	16	64	64	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	125							
17	16	129/2	129/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	126							
17	16	61	61	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	127							
17	16	63	63	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	128							
18	17	65	65	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	129							
18	17	66	66	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	130							
18	17	67	67	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	131							
18	17	65	65	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	132							
19	18	69	69	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	133							
19	18	139/2	139/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	134							0
19	18	70	70	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	135							0
19	18	141/2	141/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	136							0
19	18	71	71	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	137							0
19	18	143/2	143/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	138							0
19	18	72	72	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	139							0
19	18	145/2	145/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	140							0
20	19	73	73	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	141							0
20	19	147/2	147/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	142							0
20	19	74	74	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	143							0
20	19	149/2	149/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	144							
20	19	75	75	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	145							
20	19	76	76	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	146							
20	19	75	75	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	147							
20	19	76	76	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	148							
20	19	76	76	1.0	3/4	3/4	Chord	2/2	1	3	1/4	1/4	1	149							
21	20	77	77	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	150							
21	20	77	77	3.0	0	0	Chord	2/2	1	2	3/4	1/2	3/2	151							
21	20	77	77	3.0	0	0	Chord	2/2	1	3	3/4	1/2	3/2	152							
22	20	80	80	1.0	0	3/4	Chord	2/2	1	1	1/4	1/4	1	153							
22	20	80	80	1.0	0	3/4	Chord	2/2	1	2	1/4	1/4	1	154							
23	21	81	81	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	155							
23	21	82	82	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	156							
23	21	83	83	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	157							
23	21	84	84	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	158							
23	21	81	81	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	159							
23	21	82	82	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	160							
23	21	83	83	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	161							
23	21	84	84	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	162							
23	21	81	81	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	163							
23	21	83	83	1.0	1/2	1/2	Chord	2/2	1	3	1/4	1/4	1	164							
24	22	85	85	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	165							
24	22	86	86	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	166							
24	22	173/2	173/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	167							
24	22	87	87	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	168							
24	22	88	88	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	169							
24	22	85	85	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	170							
24	22	88	88	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	171							
24	22	85	85	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	172							
24	22	88	88	1.0	3/4	3/4	Chord	2/2	1	3	1/4	1/4	1	173							
24	22	88	88	1.0	3/4	3/4	Chord	2/2	1	4	1/4	1/4	1	174							
25	23	89	89	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	175							
25	23	90	90	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	176							
25	23	91	91	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	177							
25	23	92	92	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	178							
25	23	89	89	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	179							
25	23	91	91	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	180							
26	24	93	93	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	181							
26	24	94	94	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	182							
26	24	189/2	189/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	183							
26	24	95	95	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	184							
26	24	96	96	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	185							
26	24	93	93	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	186							
26	24	94	94	0.5	1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	187							
26	24	189/2	189/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	188							
26	24	95	95	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	189							
26	24	96	96	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	190							
27	25	97	97	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	191							
27	25	98	98	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	192							
27	25	100	100	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	193							
27	25	97	97	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	194							
27	25	99	99	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	195							
28	26	101	101	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	196							
28	26	203/2	203/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	197							
28	26	102	102	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	198							
28	26	103	103	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	199							
28	26	104	104	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	200							
28	26	209/2	209/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	201							
28	26	102	102	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	202							
28	26	103	103	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	203							
28	26	104	104	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	204							
28	26	209/2	209/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	205							
28	26	101	101	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	206							
29	27	105	105	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	207							
29	27	106	106	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	208							
29	27	107	107	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	209	ornamentTrill						
29	27	108	108	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	210							
29	27	217/2	217/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	211							
29	27	105	105	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	212							
29	27	106	106	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	213							
29	27	107	107	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	214							
29	27	106	106	1.0	1/4	1/4	Chord	2/2	1	3	1/4	1/4	1	215							
30	28	109	109	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	216							
30	28	112	112	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	217							
30	28	109	109	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	218							
30	28	110	110	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	219							
30	28	111	111	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	220							
30	28	112	112	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	221							
30	28	112	112	1.0	3/4	3/4	Chord	2/2	1	3	1/4	1/4	1	222							
31	29	113	113	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	223							
31	29	114	114	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	224							
31	29	115	115	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	225							
31	29	116	116	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	226							
31	29	113	113	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	227							
31	29	115	115	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	228							
32	30	117	117	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	229							
32	30	118	118	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	230							
32	30	237/2	237/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	231							
32	30	119	119	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	232							
32	30	120	120	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	233							
32	30	117	117	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	234							
33	31	121	121	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	235							
33	31	122	122	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	236							
33	31	123	123	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	237							
33	31	124	124	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	238							
33	31	121	121	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	239							
33	31	123	123	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	240							
34	32	125	125	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	241							
34	32	251/2	251/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	242							
34	32	126	126	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	243							
34	32	253/2	253/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	244							
34	32	127	127	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	245							
34	32	128	128	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	246							
34	32	257/2	257/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	247							
34	32	125	125	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	248							
35	33	129	129	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	249							
35	33	130	130	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	250							
35	33	131	131	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	251							
35	33	132	132	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	252							
35	33	130	130	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	253							
35	33	131	131	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	254							
36	34	133	133	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	255							
36	34	134	134	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	256							
36	34	269/2	269/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	257							
36	34	135	135	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	258							
36	34	136	136	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	259							
36	34	273/2	273/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	260							
36	34	133	133	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	261							
37	35	137	137	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	262							
37	35	138	138	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	263							
37	35	139	139	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	264							
37	35	140	140	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	265							
37	35	138	138	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	266							
37	35	139	139	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	267							
37	35	140	140	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	268							
37	35	140	140	1.0	3/4	3/4	Chord	2/2	1	3	1/4	1/4	1	269							
38	36	141	141	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	270							
38	36	283/2	283/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	271							
38	36	142	142	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	272							
38	36	285/2	285/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	273							
38	36	143	143	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	274							
38	36	287/2	287/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	275							
38	36	144	144	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	276							
38	36	289/2	289/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	277							
38	36	141	141	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	278							
39	37	145	145	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	279							
39	37	291/2	291/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	280							
39	37	146	146	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	281							
39	37	293/2	293/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	282							
39	37	147	147	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	283							
39	37	148	148	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	284							
39	37	145	145	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	285							
39	37	145	145	1.0	0	0	Chord	2/2	1	3	1/4	1/4	1	286							
40	38	149	149	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	287							
40	38	150	150	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	288							
40	38	301/2	301/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	289							
40	38	151	151	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	290							
40	38	303/2	303/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	291							
40	38	152	152	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	292							
40	38	305/2	305/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	293							
41	39	153	153	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	294							
41	39	154	154	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	295							
41	39	155	155	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	296							
41	39	156	156	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	297							
41	39	155	155	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	298							
41	39	155	155	1.0	1/2	1/2	Chord	2/2	1	3	1/4	1/4	1	299							
42	40	157	157	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	300							
42	40	158	158	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	301							
42	40	317/2	317/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	302							
42	40	159	159	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	303							
42	40	319/2	319/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	304							
42	40	160	160	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	305							
42	40	321/2	321/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	306							
