mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	54								
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	55								
7	7	18	18	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	56								
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	57								11
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	58								11
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	59								
7	7	19	19	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	60								
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	61								
7	7	20	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	62								
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	63								12
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	64								12
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	65								
8	8	21	21	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	66								
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	67								13
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	68								13
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	69								
8	8	22	22	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	70								14
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	71								14
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	72								
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	73								
8	8	23	23	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	74								15
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	75								15
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	76								
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	77								
9	9	24	24	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	78								
9	9	97/4	97/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	79								16
9	9	49/2	49/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	80								16
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	81								
9	9	25	25	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	82								
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	83								
9	9	26	26	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	84								17
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	85								17
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	86								
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	87								
10	10	27	27	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	88								
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	89								18
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	90								18
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	91								
10	10	28	28	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	92								
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	93								19
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	94								19
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	95								
10	10	29	29	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	96								20
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	97								20
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	98								
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	99								
11	11	30	30	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	100								
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	101								21
11	11	61/2	61/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	102								21
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	103								
11	11	31	31	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	104								
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	105								22
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	106								22
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	107								
11	11	32	32	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	108								
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	109								
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	110								
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	111								
12	12	33	33	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	112								
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	113								23
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	114								23
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	115								
12	12	34	34	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	116								
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	117								
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	118								
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	119								
12	12	35	35	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	120								
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	121								
12	12	71/2	71/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	122								
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	123								
13	13	36	36	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	124								
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	125								
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	126								
13	13	38	38	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	127								
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	128								24
13	13	77/2	77/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	129								24
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	130								
14	14	39	39	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	131								
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	132								25
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	133								25
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	134								
14	14	40	40	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	135								
14	14	161/4	161/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	136								26
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	137								26
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	138								
14	14	41	41	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	139								
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	140								27
14	14	83/2	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	141								27
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	142								
15	15	42	42	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	143								28
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	144								28
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	145								
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	146								
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	147								
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	148								
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	149								29
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	150								29
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	151								
16	16	45	45	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	152								
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	153								30
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	154								30
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	155								
16	16	46	46	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	156								
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	157								31
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	158								31
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	159								
16	16	47	47	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	160								
16	16	189/4	189/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	161								32
16	16	95/2	95/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	162								32
16	16	191/4	191/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	163								
17	17	48	48	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	164								33
17	17	193/4	193/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	165								33
17	17	97/2	97/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	166								
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	167								
17	17	49	49	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	168								34
17	17	197/4	197/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	169								34
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	170								
17	17	199/4	199/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	171								
17	17	50	50	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	172								
17	17	201/4	201/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	173								
17	17	101/2	101/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	174								
17	17	203/4	203/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	175								
18	18	51	51	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	176								
18	18	205/4	205/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	177								35
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	178								35
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	179								
18	18	52	52	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	180								
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	181								
18	18	53	53	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	182								36
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	183								36
18	18	107/2	107/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	184								
18	18	215/4	215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	185								
19	19	54	54	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	186								
19	19	217/4	217/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	187								37
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	188								37
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	189								
19	19	55	55	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	190								
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	191								
19	19	56	56	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	192								38
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	193								38
19	19	113/2	113/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	194								
19	19	227/4	227/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	195								
20	20	57	57	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	196								
20	20	229/4	229/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	197								39
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	198								39
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	199								
20	20	58	58	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	200								
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	201								
20	20	59	59	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	202								40
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	203								40
20	20	119/2	119/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	204								
20	20	239/4	239/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	205								
21	21	60	60	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	206								
21	21	241/4	241/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	207								41
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	208								41
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	209								
21	21	61	61	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	210								
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	211								42
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	212								42
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	213								
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	214								
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	215								43
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	216								43
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	217								
22	22	63	63	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	218								
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	219								44
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	220								44
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	221								
22	22	64	64	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	222								
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	223								45
22	22	129/2	129/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	224								45
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	225								
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	226								
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	227								46
22	22	131/2	131/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	228								46
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	229								
23	23	66	66	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	230								
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	231								47
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	232								47
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	233								
23	23	67	67	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	234								
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	235								48
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	236								48
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	237								
23	23	68	68	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	238								
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	239								49
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	240								49
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	241								
24	24	69	69	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	242								50
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	243								50
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	244								
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	245								
24	24	70	70	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	246								51
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	247								51
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	248								
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	249								
24	24	71	71	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	250								
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	251								
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	252								
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	253								
25	25	72	72	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	254								
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	255								52
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	256								52
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	257								
25	25	73	73	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	258								
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	259								
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	260								53
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	261								53
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	262								
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	263								
26	26	75	75	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	264								54
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	265								54
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	266								
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	267								
26	26	76	76	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	268								
26	26	305/4	305/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	269								55
26	26	153/2	153/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	270								55
26	26	307/4	307/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	271								
26	26	77	77	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	272								
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	273								56
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	274								56
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	275								
27	27	78	78	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	276								57
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	277								57
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	278								
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	279								
27	27	79	79	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	280								
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	281								58
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	282								58
