mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	56							
11	11	31	31	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	57							
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	58							
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	59							
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	60							
11	11	32	32	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	61							
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	62							
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	63							
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	64							
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	65							
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	66							
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	67							
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	68							
12	12	35	35	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	69							
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	70							
12	12	71/2	71/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	71							
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	72							
13	13	36	36	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	73							
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	74							
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	75							
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	76							
13	13	37	37	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	77							
13	13	149/4	149/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	78							
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	79							
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	80							
13	13	38	38	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	81							
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	82							
13	13	77/2	77/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	83							
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	84							
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	85							
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	86							
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	87							
14	14	40	40	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	88							
14	14	161/4	161/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	89							
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	90							
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	91							
14	14	41	41	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	92							
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	93							
14	14	83/2	83/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	94							
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	95							
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	96							
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	97							
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	98							
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	99							
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	100							
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	101							
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	102							
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	103							
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	104							
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	105							
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	106							
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	107							
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	108							
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	109							
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	110							
18	18	51	51	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	111							
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	112							
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	113							
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	114							
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	115							
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	116							
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	117							
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	118							
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	119							
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	120							
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	121							
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	122							
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	123							
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	124							
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	125							
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	126							
21	21	61	61	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	127							
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	128							
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	129							
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	130							
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	131							
22	22	127/2	127/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	132							
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	133							
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	134							
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	135							
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	136							
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	137							
23	23	66	66	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	138							
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	139							
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	140							
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	141							
23	23	67	67	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	142							
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	143							
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	144							
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	145							
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	146							
24	24	139/2	139/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	147							
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	148							
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	149							
24	24	141/2	141/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	150							
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	151							
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	152							
24	24	143/2	143/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	153							
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	154							
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	155							
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	156							
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	157							
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	158							
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	159							
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	160							
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	161							
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	162							
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	163							
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	164							
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	165							
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	166							
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	167							
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	168							
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	169							
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	170							
27	27	157/2	157/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	171							
27	27	79	79	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	172							
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	173							
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	174							
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	175							
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	176							
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	177							
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	178							
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	179							
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	180							
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	181							
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	182							
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	183							
29	29	85	85	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	184							
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	185							
29	29	86	86	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	186							
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	187							
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	188							
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	189							
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	190							
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	191							
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	192							
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	193							
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	194							
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	195							
31	31	91	91	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	196							
31	31	183/2	183/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	197							
31	31	92	92	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	198							
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	199							
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	200							
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	201							
32	32	94	94	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	202							
32	32	189/2	189/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	203							
32	32	95	95	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	204							
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	205							
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	206							
33	33	193/2	193/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	207							
33	33	387/4	387/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	208							
33	33	97	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	209							
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	210							
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	211							
33	33	197/2	197/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	212							
33	33	395/4	395/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	213							
34	34	99	99	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	214							
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	215							
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	216							
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	217							
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	218							
35	35	103	103	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	219							
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	220							
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	221							
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	222							
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	223							
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	224	ornamentShortTrill						
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	225							
37	37	108	108	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	226							
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	227							
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	228							
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	229							
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	230							
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	231							
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	232							
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	233							
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	234							
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	235							
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	236							
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	237							
39	39	114	114	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	238							
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	239							
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	240							
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	241							
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	242							
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	243							
40	40	117	117	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	244							
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	245							
40	40	237/2	237/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	246							
40	40	475/4	475/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	247							
40	40	119	119	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	248							
40	40	477/4	477/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	249							
40	40	239/2	239/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	250							
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	251							
41	41	120	120	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	252							
41	41	481/4	481/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	253							
41	41	241/2	241/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	254							
41	41	483/4	483/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	255							
41	41	121	121	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	256							
41	41	485/4	485/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	257							
41	41	243/2	243/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	258							
41	41	487/4	487/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	259							
41	41	122	122	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	260							
41	41	489/4	489/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	261							
41	41	245/2	245/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	262							
41	41	491/4	491/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	263							
42	42	123	123	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	264							
42	42	124	124	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	265							
42	42	249/2	249/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	266							
42	42	499/4	499/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	267							
42	42	125	125	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	268							
42	42	501/4	501/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	269							
42	42	251/2	251/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	270							
42	42	503/4	503/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	271							
43	43	126	126	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	272							
43	43	505/4	505/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	273							
43	43	253/2	253/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	274							
43	43	507/4	507/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	275							
43	43	127	127	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	276							
43	43	509/4	509/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	277							
43	43	255/2	255/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	278							
43	43	511/4	511/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	279							
43	43	128	128	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	280							
43	43	513/4	513/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	281							
43	43	257/2	257/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	282							
43	43	515/4	515/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	283							
44	44	129	129	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	284							
44	44	259/2	259/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	285							
44	44	519/4	519/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	286							
44	44	130	130	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	287							
44	44	521/4	521/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	288							
44	44	261/2	261/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	289							
44	44	523/4	523/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	290							
44	44	131	131	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	291							
