mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
20	19	73	73	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	117							
20	19	147/2	147/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	118							
20	19	74	74	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	119							
20	19	149/2	149/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	120							
20	19	75	75	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	121							
20	19	151/2	151/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	122							
20	19	76	76	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	123							
20	19	153/2	153/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	124							
21	20	77	77	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	125							21
21	20	155/2	155/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	126							21
21	20	78	78	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	127							21
21	20	157/2	157/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	128							
21	20	79	79	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	129							22
21	20	159/2	159/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	130							22
21	20	80	80	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	131							22
21	20	161/2	161/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	132							
22	21	81	81	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	133							23
22	21	163/2	163/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	134							
22	21	82	82	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	135							24
22	21	165/2	165/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	136							
22	21	83	83	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	137							25
22	21	167/2	167/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	138							
22	21	84	84	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	139							26
22	21	169/2	169/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	140							
23	22	85	85	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	141							27
23	22	171/2	171/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	142							27
23	22	86	86	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	143							27
23	22	173/2	173/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	144							
23	22	87	87	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	145							28
23	22	175/2	175/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	146							28
23	22	88	88	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	147							28
23	22	177/2	177/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	148							
24	23	89	89	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	149							29
24	23	179/2	179/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	150							29
24	23	90	90	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	151							29
24	23	181/2	181/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	152							
24	23	91	91	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	153							30
24	23	183/2	183/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	154							30
24	23	92	92	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	155							30
24	23	185/2	185/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	156							
25	24	93	93	0.0	0	0	StaffText	2/2	1	1	0				Bourrèe I da Capo						
25	24	93	93	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	157							
