mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	15/16	StaffText	4/4	1	1	0					ALLEMANDE						
1	0	0	0	0.0	0	15/16	Tempo	4/4	1	1	0						𝅘𝅥=49	49.0	𝅘𝅥	49.0	0.0	
1	0	0	0	0.25	0	15/16	Chord	4/4	1	1	1/16	1/16	1	0								
2	1	1/4	1/4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1								
2	1	5/4	5/4	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	2								
2	1	11/8	11/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	3								0
2	1	3/2	3/2	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	4								0
2	1	13/8	13/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	5								0
2	1	7/4	7/4	0.125	3/8	3/8	Chord	4/4	1	1	1/32	1/32	1	6								0
2	1	15/8	15/8	0.125	13/32	13/32	Chord	4/4	1	1	1/32	1/32	1	7								0
2	1	2	2	0.0625	7/16	7/16	Chord	4/4	1	1	1/64	1/64	1	8								0
2	1	33/16	33/16	0.0625	29/64	29/64	Chord	4/4	1	1	1/64	1/64	1	9								0
2	1	17/8	17/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	10								
2	1	9/4	9/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	11								
2	1	11/4	11/4	0.375	5/8	5/8	Chord	4/4	1	1	3/32	1/16	3/2	12								1
2	1	25/8	25/8	0.0625	23/32	23/32	Chord	4/4	1	1	1/64	1/64	1	13								1
2	1	51/16	51/16	0.0625	47/64	47/64	Chord	4/4	1	1	1/64	1/64	1	14								
2	1	13/4	13/4	0.125	3/4	3/4	Chord	4/4	1	1	1/32	1/32	1	15								2
2	1	27/8	27/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32	1/32	1	16								2
2	1	7/2	7/2	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	17								2
2	1	29/8	29/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	18								2
2	1	15/4	15/4	0.0625	7/8	7/8	Chord	4/4	1	1	1/64	1/64	1	19								2
2	1	61/16	61/16	0.0625	57/64	57/64	Chord	4/4	1	1	1/64	1/64	1	20								2
2	1	31/8	31/8	0.0625	29/32	29/32	Chord	4/4	1	1	1/64	1/64	1	21								2
2	1	63/16	63/16	0.0625	59/64	59/64	Chord	4/4	1	1	1/64	1/64	1	22								2
2	1	4	4	0.125	15/16	15/16	Chord	4/4	1	1	1/32	1/32	1	23								2
2	1	33/8	33/8	0.0625	31/32	31/32	Chord	4/4	1	1	1/64	1/64	1	24	ornamentTrill							2
2	1	67/16	67/16	0.0625	63/64	63/64	Chord	4/4	1	1	1/64	1/64	1	25								
2	1	1/4	1/4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	26								
2	1	9/4	9/4	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	27								
2	1	1/4	1/4	1.0	0	0	Chord	4/4	1	3	1/4	1/4	1	28								
3	2	17/4	17/4	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	29								
3	2	5	5	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	30								
3	2	21/4	21/4	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	31								
3	2	43/8	43/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	32								3
3	2	11/2	11/2	0.125	5/16	5/16	Chord	4/4	1	1	1/32	1/32	1	33								3
3	2	45/8	45/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32	1/32	1	34								3
3	2	23/4	23/4	0.0625	3/8	3/8	Chord	4/4	1	1	1/64	1/64	1	35								3
3	2	93/16	93/16	0.0625	25/64	25/64	Chord	4/4	1	1	1/64	1/64	1	36								3
3	2	47/8	47/8	0.0625	13/32	13/32	Chord	4/4	1	1	1/64	1/64	1	37								3
3	2	95/16	95/16	0.0625	27/64	27/64	Chord	4/4	1	1	1/64	1/64	1	38								3
3	2	6	6	0.0625	7/16	7/16	Chord	4/4	1	1	1/64	1/64	1	39								3
3	2	97/16	97/16	0.0625	29/64	29/64	Chord	4/4	1	1	1/64	1/64	1	40								3
3	2	49/8	49/8	0.0625	15/32	15/32	Chord	4/4	1	1	1/64	1/64	1	41								3
3	2	99/16	99/16	0.0625	31/64	31/64	Chord	4/4	1	1	1/64	1/64	1	42								
