piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	P86 (composer)	wikidata	viaf	musicbrainz	imslp	pdf	staff_1_ambitus	staff_1_instrument
BWV1008_01_Prelude	1: 3/4	1: -1	63	63	189.0	63	63	189.0		224.0	649	634	0	0	91	d	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	1	Prelude	BWV 1008					2021-02-20		Apple Macintosh			1. Prelude	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_01_Prelude.mscx	False	37-67 (C#2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/c41d8e8f-b674-3df4-a02b-d50c942a98c8	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	37-67 (C#2-G4)	Piano
BWV1008_02_Allemande	1: 4/4	1: -1	26	24	96.0	39	36	144.0		112.0	373	346	0	0	70	d	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	2	Allemande	BWV 1008					2021-02-20		Apple Macintosh			2. Allemande	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_02_Allemande.mscx	False	38-65 (D2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/cf2249c8-6b0d-3e73-b788-e76c203be13a	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-65 (D2-F4)	Piano
BWV1008_03_Courante	1: 3/4	1: -1	34	32	96.0	68	64	192.0		102.0	370	364	0	0	50	d	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	3	Courante	BWV 1008					2021-02-20		Apple Macintosh			3. Courante	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_03_Courante.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/2de889d5-bb3b-3539-b1c3-5df2c6873406	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1008_04_Sarabande	1: 3/4	1: -1	28	28	84.0	56	56	168.0		131.5	204	167	0	0	52	d	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	4	Sarabande	BWV 1008					2021-02-20		Apple Macintosh			4. Sarabande	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_04_Sarabande.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/55776b45-fec3-34aa-ac9a-0e19309a9b11	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1008_05_MenuetI	1: 3/4	1: -1	24	24	72.0	48	48	144.0		127.0	140	96	0	0	44	d	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	5	Minuet I	BWV 1008					2021-02-20		Apple Macintosh			5. Minuet I	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_05_MenuetI.mscx	False	38-67 (D2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/346b7f0d-d10a-3afb-95b1-5001621633c9	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-67 (D2-G4)	Piano
BWV1008_06_MenuetII	1: 3/4	1: 2	24	24	72.0	48	48	144.0		75.0	118	117	0	0	31	D	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	6	Minuet II	BWV 1008					2021-02-20		Apple Macintosh			6. Minuet II	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_06_MenuetII.mscx	False	39-66 (D#2-F#4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/346b7f0d-d10a-3afb-95b1-5001621633c9	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	39-66 (D#2-F#4)	Piano
BWV1008_07_Gique	1: 3/8	1: -1	78	76	114.0	156	152	228.0		141.0	407	366	0	0	91	d	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 2 in D minor	7	Gigue	BWV 1008					2021-02-20		Apple Macintosh			7. Gigue	from: Suite No. 2 in D minor, BWV 1008		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1008_07_Gique.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645424	https://viaf.org/viaf/218079940	https://musicbrainz.org/work/18a262ef-6f71-349d-8226-20c067b4a771	https://imslp.org/wiki/Cello_Suite_No.2_in_D_minor,_BWV_1008_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1009_01_Prelude	1: 3/4	1: 0	88	88	264.0	88	88	264.0		292.0	1007	970	0	0	113	C	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	1	Prelude	BWV 1009					2021-02-21		Apple Macintosh			1. Prelude	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1009_01_Prelude.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/0d35af7e-073a-3c80-ae7f-e5eafb4e7765	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1009_02_Allemande	1: 4/4	1: 0	25	24	96.0	50	48	192.0		107.25	486	469	0	0	106	C	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	2	Allemande	BWV 1009					2021-02-21		Apple Macintosh			2. Allemande	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1009_02_Allemande.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/ba6439e3-a298-360c-a94f-2526aa275c91	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1009_03_Courante	1: 6/8	1: 0	86	84	252.0	172	168	504.0		257.0	495	492	0	0	83	C	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	3	Courante	BWV 1009					2021-02-21		Apple Macintosh			3. Courante	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1009_03_Courante.mscx	False	36-64 (C2-E4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/dc10ce98-7982-33e6-9e7f-451c8c97f163	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-64 (C2-E4)	Piano
BWV1009_04_Sarabande	1: 3/4	1: 0	24	24	72.0	48	48	144.0		122.0	217	171	0	0	55	C	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	4	Sarabande	BWV 1009					2021-03-08		Apple Macintosh			4. Sarabande	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1009_04_Sarabande.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/ad8abcbf-2707-3bcf-8149-fbf6326ce7fb	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1009_05_BourréeI	1: 2/2	1: 0	29	28	112.0	58	56	224.0		118.5	191	186	0	0	64	C	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	5	Bourrée I	BWV 1009					2021-02-21		Apple Macintosh			5. Bourrée I	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1009_05_BourréeI.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/77a708b0-1bb8-344c-82e9-eed8ff82cf98	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1009_06_BourréeII	1: 2/2	1: -2	25	24	96.0	50	48	192.0		99.0	158	157	0	0	36	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	6	Bourrée II	BWV 1009					2021-02-21		Apple Macintosh			6. Bourrée II	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.0	2.5.2	MS3	MS3/BWV1009_06_BourréeII.mscx	False	36-63 (C2-Eb4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/77a708b0-1bb8-344c-82e9-eed8ff82cf98	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-63 (C2-Eb4)	Piano
BWV1009_07_Gique	1: 3/8	1: 0	109	108	162.0	218	216	324.0		190.0	524	478	0	0	110	C	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 3 in C major	7	Gigue	BWV 1009					2021-02-21		Apple Macintosh			7. Gigue	from: Suite No. 3 in C major, BWV 1009		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1009_07_Gique.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645425	https://viaf.org/viaf/209860738	https://musicbrainz.org/work/895c9748-1ede-3516-a823-27621a7941ed	https://imslp.org/wiki/Cello_Suite_No.3_in_C_major,_BWV_1009_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1010_01_Prelude	1: 2/2	1: -3	91	91	364.0	91	91	364.0		376.5	826	810	0	0	75	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	1	Prelude	BWV 1010					2021-03-09		Apple Macintosh			1. Prelude	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_01_Prelude.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/40c64c25-82c6-3b4e-ad34-e5f0a2421273	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1010_02_Allemande	1: 2/2	1: -3	41	40	160.0	82	80	320.0		169.5	531	523	0	0	97	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	2	Allemande	BWV 1010					2021-03-09		Apple Macintosh			2. Allemande	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_02_Allemande.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/83588d1b-6caf-357a-b39e-987a669f317e	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1010_03_Courante	1: 3/4	1: -3	65	64	192.0	130	128	384.0		210.0	466	451	0	0	106	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	3	Courante	BWV 1010					2021-03-09		Apple Macintosh			3. Courante	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_03_Courante.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/a7089ab5-ad0c-3092-a2ba-20a1942d2155	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1010_04_Sarabande	1: 3/4	1: -3	32	32	96.0	64	64	192.0		147.5	196	163	0	0	65	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	4	Sarabande	BWV 1010					2021-03-09		Apple Macintosh			4. Sarabande	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_04_Sarabande.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/4e12d222-f4f4-38f2-8a43-e12b7ab2170b	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1010_05_BourreeI	1: 2/2	1: -3	49	48	192.0	98	96	384.0		201.0	408	405	0	0	78	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	5	Bourrée I	BWV 1010					2021-03-09		Apple Macintosh			5. Bourrée I	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_05_BourreeI.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/dccf7850-b88c-368d-a229-b753304221f6	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1010_06_BourreeII	1: 4/4	1: -3	13	12	48.0	26	24	96.0		69.0	63	52	0	0	28	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	6	Bourrée II	BWV 1010					2021-03-09		Apple Macintosh			6. Bourrée II	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_06_BourreeII.mscx	False	39-60 (Eb2-C4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/dccf7850-b88c-368d-a229-b753304221f6	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	39-60 (Eb2-C4)	Piano
BWV1010_07_Gique	1: 12/8	1: -3	43	42	252.0	86	84	504.0		252.0	483	483	0	0	80	Eb	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 4 in E-flat major	7	Gigue	BWV 1010					2021-03-09		Apple Macintosh			7. Gigue	from: Suite No. 4 in E-flat major, BWV 1010		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1010_07_Gique.mscx	False	38-63 (D2-Eb4)		Q1339	https://www.wikidata.org/wiki/Q20645426	https://viaf.org/viaf/206832918	https://musicbrainz.org/work/b3c01d8a-ebe2-3b6d-9398-12cbff05f96b	https://imslp.org/wiki/Cello_Suite_No.4_in_E-flat_major,_BWV_1010_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-63 (D2-Eb4)	Piano
BWV1011_01_Prelude	1: 2/2, 27: 3/8	1: -3	223	223	399.5	223	223	399.5		475.5	1370	1295	0	0	323	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	1	Prelude	BWV 1011					2021-03-09		Apple Macintosh			1. Prelude	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_01_Prelude.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/2c832650-fc9d-37ba-afec-b91fe5c3f255	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1011_02_Allemande	1: 2/2	1: -3	37	36	144.0	37	36	144.0		197.25	399	344	0	0	70	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	2	Allemande	BWV 1011					2021-03-09		Apple Macintosh			2. Allemande	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_02_Allemande.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/35e46ed2-1593-3cc1-bb22-196f773232e5	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1011_03_Courante	1: 3/2	1: -3	25	24	144.0	50	48	288.0		216.0	268	211	0	0	68	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	3	Courante	BWV 1011					2021-03-09		Apple Macintosh			3. Courante	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_03_Courante.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/25682cd4-fa3e-3a63-b996-ea739996ef03	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1011_04_Sarabande	1: 3/4	1: -3	20	20	60.0	40	40	120.0		60.0	108	108	0	0	27	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	4	Sarabande	BWV 1011					2021-03-09		Apple Macintosh			4. Sarabande	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_04_Sarabande.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/5f4ff12e-56a2-34f5-bcd2-a5aa81211274	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1011_05_GavotteI	1: 2/2	1: -3	37	36	144.0	74	72	288.0		216.0	308	239	0	0	80	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	5	Gavotte I	BWV 1011					2021-03-09		Apple Macintosh			5. Gavotte I	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_05_GavotteI.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/6e92d2ae-b624-329d-aaf6-870673abca76	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1011_06_GavotteII	1: 2/2	1: -3	23	22	88.0	46	44	176.0		89.0	241	240	0	0	64	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	6	Gavotte II	BWV 1011					2021-03-09		Apple Macintosh			6. Gavotte II	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_06_GavotteII.mscx	False	36-65 (C2-F4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/6e92d2ae-b624-329d-aaf6-870673abca76	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-65 (C2-F4)	Piano
BWV1011_07_Gique	1: 3/8	1: -3	73	72	108.0	146	144	216.0		108.0	219	219	0	0	73	c	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 5 in C minor	7	Gigue	BWV 1011					2021-03-09		Apple Macintosh			7. Gigue	from: Suite No. 5 in C minor, BWV 1011		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1011_07_Gique.mscx	False	36-67 (C2-G4)		Q1339	https://www.wikidata.org/wiki/Q20645427	https://viaf.org/viaf/210935698	https://musicbrainz.org/work/0a3d74c8-aa39-34cc-8110-dc569155a019	https://imslp.org/wiki/Cello_Suite_No.5_in_C_minor,_BWV_1011_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-67 (C2-G4)	Piano
BWV1012_01_Prelude	1: 12/8	1: 2	104	104	624.0	104	104	624.0		624.0	1325	1313	0	0	189	D	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 6 in D major	1	Prelude	BWV 1012					2021-04-12		Apple Macintosh			1. Prelude	from: Suite No. 6 in D major, BWV 1012		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1012_01_Prelude.mscx	False	38-79 (D2-G5)		Q1339	https://www.wikidata.org/wiki/Q20645428	https://viaf.org/viaf/212878335	https://musicbrainz.org/work/65329f14-c05c-3b8f-a0bb-561ec475317e	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-79 (D2-G5)	Piano
BWV1012_02_Allemande	1: 4/4	1: 2	21	20	80.0	42	40	160.0		103.75	542	499	0	0	80	D	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 6 in D major	2	Allemande	BWV 1012					2021-04-12		Apple Macintosh			2. Allemande	from: Suite No. 6 in D major, BWV 1012		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1012_02_Allemande.mscx	False	36-74 (C2-D5)		Q1339	https://www.wikidata.org/wiki/Q20645428	https://viaf.org/viaf/212878335	https://musicbrainz.org/work/45f40f0e-6aec-30da-91c0-7f88aeebf98d	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	36-74 (C2-D5)	Piano
BWV1012_03_Courante	1: 3/4	1: 2	73	72	216.0	146	144	432.0		215.0	639	639	0	0	89	D	2.3.0	Adrian Nagel	1717	1723	https://en.wikipedia.org/wiki/Cello_Suites_(Bach)	Johann Sebastian Bach	Suite No. 6 in D major	3	Courante	BWV 1012					2021-04-12		Apple Macintosh			3. Courante	from: Suite No. 6 in D major, BWV 1012		Johann Sebastian Bach	3.6.2	2.5.2	MS3	MS3/BWV1012_03_Courante.mscx	False	38-71 (D2-B4)		Q1339	https://www.wikidata.org/wiki/Q20645428	https://viaf.org/viaf/212878335	https://musicbrainz.org/work/3fb9da12-c94e-356f-b89c-2748e9cd2959	https://imslp.org/wiki/Cello_Suite_No.6_in_D_major,_BWV_1012_(Bach,_Johann_Sebastian)	https://imslp.org/wiki/Special:ReverseLookup/480704	38-71 (D2-B4)	Piano
