mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	9/8	1	1		b.i{	b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/2	3/2	1.5	3/8	3/8	9/8	1	1		viio(2)/III	b	i		viio(2)/III	vii	o		2	III			o	1	1	-3, -1, -4		2	-3
1	1	3	3	1.5	3/4	3/4	9/8	1	1		V65/III	b	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
2	2	9/2	9/2	4.5	0	0	9/8	1	1		III	b	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	9	9	3.0	0	0	9/8	1	1		iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	12	12	1.5	3/4	3/4	9/8	1	1		V65/V	b	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
4	4	27/2	27/2	4.5	0	0	9/8	1	1		V}	b	i		V	V						}	M	1	1	1, 5, 2		1	1
5	5	18	18	1.5	0	0	9/8	1	1		i6{	b	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
5	5	39/2	39/2	1.5	3/8	3/8	9/8	1	1		VII6	b	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
5	5	21	21	1.5	3/4	3/4	9/8	1	1		VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
6	6	45/2	45/2	3.0	0	0	9/8	1	1		V7/III	b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
6	6	51/2	51/2	1.5	3/4	3/4	9/8	1	1		V65	b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	27	27	1.5	0	0	9/8	1	1		i	b	i		i	i							m	1	1	0, -3, 1		0	0
7	7	57/2	57/2	3.0	3/8	3/8	9/8	1	1		iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	8		63/2		0	0	9/8	1	1	1	V}	b	i		V	V						}	M	1	1	1, 5, 2		1	1
9	8	63/2	36	9.0	0	0	9/8	1	1	2	V}	b	i		V	V						}	M	1	1	1, 5, 2		1	1
10	9	36	81/2	0.0	0	0	9/8	1	1		{	b	i									{		1	1				
11	10	81/2	45	4.5	0	0	9/8	1	1		i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	45	99/2	1.5	0	0	9/8	1	1		V65/VII	b	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
12	11	93/2	51	1.5	3/8	3/8	9/8	1	1		vi6/VII	b	i		vi6/VII	vi		6		VII			m	1	1	-2, 2, 1		1	-2
12	11	48	105/2	1.5	3/4	3/4	9/8	1	1		viio6/VII	b	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
13	12	99/2	54	4.5	0	0	9/8	1	1		VII	b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	13	54	117/2	1.5	0	0	9/8	1	1		#viio43/iv	b	i		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
14	13	111/2	60	1.5	3/8	3/8	9/8	1	1		iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
14	13	57	123/2	1.5	3/4	3/4	9/8	1	1		#viio6/iv	b	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
15	14	117/2	63	1.5	0	0	9/8	1	1		iv64/iv	b	i		iv64/iv	iv		64		iv			m	1	1	-1, -2, -5		-2	-1
15	14	60	129/2	1.5	3/8	3/8	9/8	1	1		V65/iv	b	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
15	14	123/2	66	1.5	3/4	3/4	9/8	1	1		iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	15	63	135/2	1.5	0	0	9/8	1	1		iio6/iv	b	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
16	15	129/2	69	1.5	3/8	3/8	9/8	1	1		iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
