mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	11/16	3/4	1	1	.d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	1/2	1/2	3/4	1	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	0	0	3/4	1	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
4	3	1/8	1/8	3/4	1	1	v6		d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	3	1/4	1/4	3/4	1	1	iv6(2)		d	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
4	3	1/2	1/2	3/4	1	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	4	0	0	3/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
6	5	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
7	6	0	0	3/4	1	1	V65/VI		d	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
8	7	0	0	3/4	1	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	8	0	0	3/4	1	1	V65/III		d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
10	9	0	0	3/4	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
11	10	0	0	3/4	1	1	V65		d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	11	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
12	11	1/2	1/2	3/4	1	1	v.iio6		d	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
13	12	0	0	3/4	1	1	V		d	v		V	V							M	1	1	1, 5, 2		1	1
13	12	1/4	1/4	3/4	1	1	iv	iio6	d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
13	12	1/2	1/2	3/4	1	1	i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	12	5/8	5/8	3/4	1	1	#viio6		d	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	13	0	0	3/4	1	1	i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	14	0	0	3/4	1	1	VI		d	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
16	15	0	0	3/4	1	1	viio7/V		d	v		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
16	15	1/2	1/2	3/4	1	1	V(64)		d	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	15	5/8	5/8	3/4	1	1	V		d	v		V	V							M	1	1	1, 5, 2		1	1
17	16	0	0	3/4	1	1	I}		d	v		I	I						}	M	1	1	0, 4, 1		0	0
18	16	0	11/16	3/4	1	1	i.V{		d	i		V	V						{	M	1	1	1, 5, 2		1	1
19	17	1/4	1/4	3/4	1	1	#viio65		d	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
20	18	0	0	3/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	19	0	0	3/4	1	1	III.V7/V		d	III		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
22	20	0	0	3/4	1	1	V		d	III		V	V							M	1	0	1, 5, 2		1	1
22	20	1/2	1/2	3/4	1	1	V43		d	III		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
23	21	0	0	3/4	1	1	I		d	III		I	I							M	1	0	0, 4, 1		0	0
23	21	1/2	1/2	3/4	1	1	V2/IV		d	III		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
24	22	0	0	3/4	1	1	IV		d	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
25	23	0	0	3/4	1	1	viio6		d	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
25	23	1/4	1/4	3/4	1	1	I		d	III		I	I							M	1	0	0, 4, 1		0	0
25	23	1/2	1/2	3/4	1	1	V(4)		d	III		V(4)	V			4				M	1	0	1, 0, 2		1	1
25	23	5/8	5/8	3/4	1	1	V		d	III		V	V							M	1	0	1, 5, 2		1	1
26	24	0	0	3/4	1	1	I}{		d	III		I	I						}{	M	1	0	0, 4, 1		0	0
27	25	0	0	3/4	1	1	i.V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	26	0	0	3/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
29	27	0	0	3/4	1	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
30	28	0	0	3/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
31	29	0	0	3/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	30	0	0	3/4	1	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
33	31	0	0	3/4	1	1	viio7/V		d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
33	31	1/2	1/2	3/4	1	1	V(64)		d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
33	31	5/8	5/8	3/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
34	32	0	0	3/4	1	1	i}		d	i		i	i						}	m	1	1	0, -3, 1		0	0
