mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	5/8	6/8	1	1	G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	2	2	1.5	3/8	3/8	6/8	1	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	7/2	7/2	4.5	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
4	3	8	8	1.5	3/8	3/8	6/8	1	1	viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	4	19/2	19/2	1.5	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
5	4	11	11	1.5	3/8	3/8	6/8	1	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
5	4	12	12	0.0	5/8	5/8	6/8	1	1	{	G	I									{		0	0				
6	5	25/2	25/2	3.0	0	0	6/8	1	1	V.ii	G	V		ii	ii							m	0	0	2, -1, 3		2	2
7	6	31/2	31/2	3.0	0	0	6/8	1	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
8	7	37/2	37/2	3.0	0	0	6/8	1	1	ii43	G	V		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
9	8	43/2	43/2	3.0	0	0	6/8	1	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
10	9	49/2	49/2	1.5	0	0	6/8	1	1	viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
10	9	26	26	1.5	3/8	3/8	6/8	1	1	i6	G	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
11	10	55/2	55/2	3.0	0	0	6/8	1	1	iv	G	V		iv	iv							m	0	0	-1, -4, 0		-1	-1
12	11	61/2	61/2	1.5	0	0	6/8	1	1	i	G	V		i	i							m	0	0	0, -3, 1		0	0
12	11	32	32	1.5	3/8	3/8	6/8	1	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
13	12	67/2	67/2	2.5	0	0	6/8	1	1	I}	G	V		I	I						}	M	0	0	0, 4, 1		0	0
14	12	36	36	2.0	0	5/8	6/8	1	1	I6{	G	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
15	13	38	38	1.5	3/8	3/8	6/8	1	1	viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
16	14	79/2	79/2	1.5	0	0	6/8	1	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	14	41	41	1.5	3/8	3/8	6/8	1	1	I.V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	15	85/2	85/2	1.5	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
17	15	44	44	1.5	3/8	3/8	6/8	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	16	91/2	91/2	1.5	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
18	16	47	47	1.5	3/8	3/8	6/8	1	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
19	17	97/2	97/2	1.5	0	0	6/8	1	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
19	17	50	50	1.5	3/8	3/8	6/8	1	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	18	103/2	103/2	1.5	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
20	18	53	53	1.5	3/8	3/8	6/8	1	1	IVM7	G	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
21	19	109/2	109/2	1.5	0	0	6/8	1	1	vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
21	19	56	56	1.5	3/8	3/8	6/8	1	1	V/vi	G	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
22	20	115/2	115/2	2.5	0	0	6/8	1	1	vi}	G	I		vi	vi						}	m	0	0	3, 0, 4		3	3
22	20	60	60	2.0	5/8	5/8	6/8	1	1	vi6{	G	I		vi6	vi		6				{	m	0	0	0, 4, 3		3	0
23	21	62	62	1.5	3/8	3/8	6/8	1	1	#viio/v	G	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
24	22	127/2	127/2	1.5	0	0	6/8	1	1	v6	G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
24	22	65	65	1.5	3/8	3/8	6/8	1	1	viio/IV	G	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
25	23	133/2	133/2	1.5	0	0	6/8	1	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
25	23	68	68	1.5	3/8	3/8	6/8	1	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
26	24	139/2	139/2	2.5	0	0	6/8	1	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
26	24	72	72	2.0	5/8	5/8	6/8	1	1	viio6{	G	I		viio6	vii	o	6				{	o	0	0	2, -1, 5		5	2
27	25	74	74	1.5	3/8	3/8	6/8	1	1	i6	G	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
28	26	151/2	151/2	3.0	0	0	6/8	1	1	iv	G	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
29	27	157/2	157/2	1.5	0	0	6/8	1	1	i	G	I		i	i							m	0	0	0, -3, 1		0	0
29	27	80	80	1.5	3/8	3/8	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
30	28	163/2	163/2	4.5	0	0	6/8	1	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
31	29	86	86	0.5	3/8	3/8	6/8	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	29	173/2	173/2	1.0	1/2	1/2	6/8	1	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	30	175/2	175/2	1.5	0	0	6/8	1	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	30	89	89	0.5	3/8	3/8	6/8	1	1	V6/V	G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
32	30	179/2	179/2	1.0	1/2	1/2	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
33	31	181/2	181/2	1.5	0	0	6/8	1	1	iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
33	31	92	92	0.5	3/8	3/8	6/8	1	1	V6/vi	G	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
33	31	185/2	185/2	1.5	1/2	1/2	6/8	1	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
34	32	94	94	1.5	1/8	1/8	6/8	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
34	32	191/2	191/2	1.0	1/2	1/2	6/8	1	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
35	33	193/2	193/2	1.5	0	0	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
35	33	98	98	1.0	3/8	3/8	6/8	1	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
35	33	99	99	0.5	5/8	5/8	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
36	34	199/2	199/2	2.5	0	0	6/8	1	1	I}	G	I		I	I						}	M	0	0	0, 4, 1		0	0
