mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	12/8	1	1	.Bb.I{		Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	3/4	3/4	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
1	1	7/8	7/8	12/8	1	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
2	2	0	0	12/8	1	1	I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	3/8	3/8	12/8	1	1	viio6		Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	5/8	5/8	12/8	1	1	I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
2	2	3/4	3/4	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
2	2	9/8	9/8	12/8	1	1	V}		Bb	I		V	V						}	M	0	0	1, 5, 2		1	1
2	2	5/4	5/4	12/8	1	1	{		Bb	I									{		0	0				
3	3	3/8	3/8	12/8	1	1	#vio64/ii		Bb	I		#vio64/ii	#vi	o	64		ii			o	0	0	-1, 5, 2		5	-1
3	3	5/8	5/8	12/8	1	1	#viio6/ii		Bb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
3	3	3/4	3/4	12/8	1	1	ii		Bb	I		ii	ii							m	0	0	2, -1, 3		2	2
3	3	1	1	12/8	1	1	IV64		Bb	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
3	3	9/8	9/8	12/8	1	1	V65		Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
4	4	0	0	12/8	1	1	I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	1/4	1/4	12/8	1	1	ii6		Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	3/8	3/8	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
4	4	1/2	1/2	12/8	1	1	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	5/8	5/8	12/8	1	1	V(6)		Bb	I		V(6)	V			6				M	0	0	1, 5, 4		1	1
4	4	3/4	3/4	12/8	1	1	I}{		Bb	I		I	I						}{	M	0	0	0, 4, 1		0	0
5	5	0	0	12/8	1	1	V(64)		Bb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
5	5	1/8	1/8	12/8	1	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
5	5	3/8	3/8	12/8	1	1	vi.V7		Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
5	5	3/4	3/4	12/8	1	1	i(94)		Bb	vi		i(94)	i			94				m	0	1	0, -1, 1	2	0	0
5	5	7/8	7/8	12/8	1	1	i		Bb	vi		i	i							m	0	1	0, -3, 1		0	0
5	5	9/8	9/8	12/8	1	1	iio64(42)		Bb	vi		iio64(42)	ii	o	64	42				o	0	1	-4, -3, 1		2	-4
5	5	11/8	11/8	12/8	1	1	iio64		Bb	vi		iio64	ii	o	64					o	0	1	-4, 2, -1		2	-4
6	6	0	0	12/8	1	1	V7		Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
6	6	1/4	1/4	12/8	1	1	V(64)		Bb	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
6	6	5/8	5/8	12/8	1	1	V7		Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
6	6	1	1	12/8	1	1	V(64)		Bb	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
6	6	9/8	9/8	12/8	1	1	iv6		Bb	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
7	7	0	0	12/8	1	1	V65		Bb	vi		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
7	7	3/8	3/8	12/8	1	1	i		Bb	vi		i	i							m	0	1	0, -3, 1		0	0
7	7	3/4	3/4	12/8	1	1	iv		Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
7	7	11/8	11/8	12/8	1	1	.bII6		Bb	vi		bII6	bII		6					M	0	1	-1, -4, -5		-5	-1
8	8	0	0	12/8	1	1	V7		Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
8	8	1/8	1/8	12/8	1	1	i6		Bb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
8	8	1/4	1/4	12/8	1	1	V6		Bb	vi		V6	V		6					M	0	1	5, 2, 1		1	5
8	8	3/8	3/8	12/8	1	1	i		Bb	vi		i	i							m	0	1	0, -3, 1		0	0
8	8	1/2	1/2	12/8	1	1	ii%65		Bb	vi		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
8	8	5/8	5/8	12/8	1	1	V		Bb	vi		V	V							M	0	1	1, 5, 2		1	1
8	8	3/4	3/4	12/8	1	1	i6		Bb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
8	8	9/8	9/8	12/8	1	1	iv		Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
8	8	5/4	5/4	12/8	1	1	V7		Bb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
9	9	0	0	12/8	1	1	i}{		Bb	vi		i	i						}{	m	0	1	0, -3, 1		0	0
9	9	3/4	3/4	12/8	1	1	v(64)		Bb	vi		v(64)	v			64				m	0	1	1, 0, -3		1	1
9	9	7/8	7/8	12/8	1	1	v		Bb	vi		v	v							m	0	1	1, -2, 2		1	1
9	9	9/8	9/8	12/8	1	1	V7/iv		Bb	vi		V7/iv	V		7		iv			Mm7	0	1	0, 4, 1, -2		0	0
10	10	0	0	12/8	1	1	iv(#74)		Bb	vi		iv(#74)	iv			#74				m	0	1	-1, -2, 0	4	-1	-1
10	10	1/8	1/8	12/8	1	1	iv		Bb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
10	10	3/4	3/4	12/8	1	1	i(64)		Bb	vi		i(64)	i			64				m	0	1	0, -1, -4		0	0
10	10	7/8	7/8	12/8	1	1	i		Bb	vi		i	i							m	0	1	0, -3, 1		0	0
10	10	9/8	9/8	12/8	1	1	I.V7/V		Bb	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
11	11	0	0	12/8	1	1	V(#74)		Bb	I		V(#74)	V			#74				M	0	0	1, 0, 2	6	1	1
11	11	1/8	1/8	12/8	1	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
11	11	3/8	3/8	12/8	1	1	V7/IV		Bb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
11	11	3/4	3/4	12/8	1	1	IV(7b4)		Bb	I		IV(7b4)	IV			7b4				M	0	0	-1, -2, 0	4	-1	-1
11	11	7/8	7/8	12/8	1	1	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	9/8	9/8	12/8	1	1	vii%7		Bb	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
12	12	0	0	12/8	1	1	I6(2)		Bb	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
12	12	1/8	1/8	12/8	1	1	vi		Bb	I		vi	vi							m	0	0	3, 0, 4		3	3
12	12	3/8	3/8	12/8	1	1	viio6(2)		Bb	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
12	12	1/2	1/2	12/8	1	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
12	12	3/4	3/4	12/8	1	1	I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
12	12	7/8	7/8	12/8	1	1	IV6		Bb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	1	1	12/8	1	1	ii6		Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	12	9/8	9/8	12/8	1	1	V}		Bb	I		V	V						}	M	0	0	1, 5, 2		1	1
13	13	0	0	12/8	1	1	ii{		Bb	I		ii	ii						{	m	0	0	2, -1, 3		2	2
13	13	5/8	5/8	12/8	1	1	V65		Bb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	13	3/4	3/4	12/8	1	1	I(4)		Bb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
13	13	7/8	7/8	12/8	1	1	I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
13	13	9/8	9/8	12/8	1	1	V7/IV		Bb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
14	14	0	0	12/8	1	1	ii6(2)		Bb	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
14	14	1/8	1/8	12/8	1	1	ii6		Bb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	14	1/4	1/4	12/8	1	1	I6(2)		Bb	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
