mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	5.0	0	3/4	2/2	1	1	c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
3	2	5	5	4.0	0	0	2/2	1	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
4	3	9	9	2.0	0	0	2/2	1	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	11	11	2.0	1/2	1/2	2/2	1	1	#viio6		c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	4	13	13	4.0	0	0	2/2	1	1	i|PAC}		c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
6	5	17	17	4.0	0	0	2/2	1	1	III.I{		c	III		I	I						{	M	1	0	0, 4, 1		0	0
7	6	21	21	4.0	0	0	2/2	1	1	V6		c	III		V6	V		6					M	1	0	5, 2, 1		1	5
8	7	25	25	8.0	0	0	2/2	1	1	I|PAC}		c	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
9	8	32	32	0.0	3/4	3/4	2/2	1	1	{		c	III									{		1	0				
10	9	33	33	3.0	0	0	2/2	1	1	I6		c	III		I6	I		6					M	1	0	4, 1, 0		0	4
10	9	36	36	1.0	3/4	3/4	2/2	1	1	viio/V		c	III		viio/V	vii	o			V			o	1	0	6, 3, 0		6	6
11	10	37	37	4.0	0	0	2/2	1	1	V		c	III		V	V							M	1	0	1, 5, 2		1	1
12	11	41	41	4.0	0	0	2/2	1	1	v.i		c	v		i	i							m	1	1	0, -3, 1		0	0
13	12	45	45	5.0	0	0	2/2	1	1	V|HC}		c	v		V	V					HC	}	M	1	1	1, 5, 2		1	1
13	12	48	48	0.0	3/4	3/4	2/2	1	1	{		c	v									{		1	1				
14	13	50	50	3.0	1/4	1/4	2/2	1	1	iv6		c	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
15	14	53	53	3.0	0	0	2/2	1	1	iv		c	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	14	56	56	1.0	3/4	3/4	2/2	1	1	V		c	v		V	V							M	1	1	1, 5, 2		1	1
16	15	57	57	2.0	0	0	2/2	1	1	i		c	v		i	i							m	1	1	0, -3, 1		0	0
16	15	59	59	2.0	1/2	1/2	2/2	1	1	V6		c	v		V6	V		6					M	1	1	5, 2, 1		1	5
17	16	61	61	3.0	0	0	2/2	1	1	i|PAC}		c	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
17	16	64	64	3.0	3/4	3/4	2/2	1	1	i.#viio6/iv{		c	i		#viio6/iv	#vii	o	6		iv		{	o	1	1	1, -2, 4		4	1
18	17	67	67	2.0	1/2	1/2	2/2	1	1	#viio/iv		c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
19	18	69	69	2.0	0	0	2/2	1	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	18	71	71	2.0	1/2	1/2	2/2	1	1	#viio6		c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
20	19	73	73	2.0	0	0	2/2	1	1	V6		c	i		V6	V		6					M	1	1	5, 2, 1		1	5
20	19	75	75	2.0	1/2	1/2	2/2	1	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
21	20	77	77	4.0	0	0	2/2	1	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
22	21	81	81	1.0	0	0	2/2	1	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	21	82	82	1.0	1/4	1/4	2/2	1	1	iv	iio6	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
22	21	83	83	1.0	1/2	1/2	2/2	1	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
22	21	84	84	1.0	3/4	3/4	2/2	1	1	VI	iv6	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	22	85	85	4.0	0	0	2/2	1	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
24	23	89	89	2.0	0	0	2/2	1	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
24	23	91	91	2.0	1/2	1/2	2/2	1	1	V6		c	i		V6	V		6					M	1	1	5, 2, 1		1	5
25	24	93	93	3.0	0	0	2/2	1	1	i|PAC}		c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
