mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	3.75	0	15/16	4/4	1	1	d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	15/4	15/4	0.5	7/8	7/8	4/4	1	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	17/4	17/4	1.0	0	0	4/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	21/4	21/4	1.0	1/4	1/4	4/4	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	2	25/4	25/4	2.0	1/2	1/2	4/4	1	1	i}{		d	i		i	i						}{	m	1	1	0, -3, 1		0	0
4	3	33/4	33/4	4.0	0	0	4/4	1	1	V7/iv		d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
5	4	49/4	49/4	2.0	0	0	4/4	1	1	V65/III		d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	4	57/4	57/4	2.0	1/2	1/2	4/4	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	5	65/4	65/4	1.0	0	0	4/4	1	1	#vio6		d	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
6	5	69/4	69/4	1.0	1/4	1/4	4/4	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
6	5	73/4	73/4	2.0	1/2	1/2	4/4	1	1	i}{		d	i		i	i						}{	m	1	1	0, -3, 1		0	0
7	6	81/4	81/4	3.0	0	0	4/4	1	1	v.V7		d	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	93/4	93/4	1.0	3/4	3/4	4/4	1	1	i		d	v		i	i							m	1	1	0, -3, 1		0	0
8	7	97/4	97/4	0.5	0	0	4/4	1	1	iv6(2)		d	v		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	7	99/4	99/4	0.5	1/8	1/8	4/4	1	1	iv		d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	7	101/4	101/4	1.0	1/4	1/4	4/4	1	1	iio		d	v		iio	ii	o						o	1	1	2, -1, -4		2	2
8	7	105/4	105/4	2.0	1/2	1/2	4/4	1	1	V65		d	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	8	113/4	113/4	1.0	0	0	4/4	1	1	i		d	v		i	i							m	1	1	0, -3, 1		0	0
9	8	117/4	117/4	1.0	1/4	1/4	4/4	1	1	iv	iio6	d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
9	8	121/4	121/4	2.0	1/2	1/2	4/4	1	1	V7		d	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	9	129/4	129/4	1.0	0	0	4/4	1	1	i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	9	133/4	133/4	1.0	1/4	1/4	4/4	1	1	V		d	v		V	V							M	1	1	1, 5, 2		1	1
10	9	137/4	137/4	2.0	1/2	1/2	4/4	1	1	viio7/V		d	v		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
11	10	145/4	145/4	2.0	0	0	4/4	1	1	#viio64		d	v		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
11	10	153/4	153/4	2.0	1/2	1/2	4/4	1	1	i6		d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	161/4	161/4	2.0	0	0	4/4	1	1	V65		d	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
12	11	169/4	169/4	0.5	1/2	1/2	4/4	1	1	i(94)		d	v		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
12	11	171/4	171/4	0.5	5/8	5/8	4/4	1	1	i		d	v		i	i							m	1	1	0, -3, 1		0	0
12	11	173/4	173/4	1.0	3/4	3/4	4/4	1	1	V		d	v		V	V							M	1	1	1, 5, 2		1	1
13	12	177/4	177/4	0.75	0	0	4/4	1	1	i		d	v		i	i							m	1	1	0, -3, 1		0	0
13	12	45	45	0.75	3/16	3/16	4/4	1	1	V7/iv		d	v		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
13	12	183/4	183/4	1.0	3/8	3/8	4/4	1	1	iv6		d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	12	187/4	187/4	0.5	5/8	5/8	4/4	1	1	#viio		d	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
13	12	189/4	189/4	0.75	3/4	3/4	4/4	1	1	i}		d	v		i	i						}	m	1	1	0, -3, 1		0	0
14	12	48	48	4.25	0	15/16	4/4	1	1	i.V{		d	i		V	V						{	M	1	1	1, 5, 2		1	1
16	14	209/4	209/4	1.0	0	0	4/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	14	213/4	213/4	0.5	1/4	1/4	4/4	1	1	IV6		d	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
16	14	215/4	215/4	0.5	3/8	3/8	4/4	1	1	V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
16	14	217/4	217/4	1.0	1/2	1/2	4/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
16	14	221/4	221/4	1.0	3/4	3/4	4/4	1	1	iv.V2		d	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
17	15	225/4	225/4	1.0	0	0	4/4	1	1	i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	15	229/4	229/4	1.0	1/4	1/4	4/4	1	1	V65		d	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
17	15	233/4	233/4	2.0	1/2	1/2	4/4	1	1	i		d	iv		i	i							m	1	1	0, -3, 1		0	0
18	16	241/4	241/4	1.5	0	0	4/4	1	1	iv6		d	iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
18	16	247/4	247/4	0.5	3/8	3/8	4/4	1	1	VI		d	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
18	16	249/4	249/4	2.0	1/2	1/2	4/4	1	1	i64		d	iv		i64	i		64					m	1	1	1, 0, -3		0	1
19	17	257/4	257/4	1.0	0	0	4/4	1	1	iv7		d	iv		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
19	17	261/4	261/4	1.0	1/4	1/4	4/4	1	1	ii%65		d	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
19	17	265/4	265/4	2.0	1/2	1/2	4/4	1	1	V2		d	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
20	18	273/4	273/4	1.0	0	0	4/4	1	1	i6		d	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
20	18	277/4	277/4	1.0	1/4	1/4	4/4	1	1	V		d	iv		V	V							M	1	1	1, 5, 2		1	1
20	18	281/4	281/4	2.0	1/2	1/2	4/4	1	1	i}{		d	iv		i	i						}{	m	1	1	0, -3, 1		0	0
21	19	289/4	289/4	2.0	0	0	4/4	1	1	i.V2/III		d	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
21	19	297/4	297/4	1.0	1/2	1/2	4/4	1	1	III6		d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
21	19	301/4	301/4	1.0	3/4	3/4	4/4	1	1	viio/III		d	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
22	20	305/4	305/4	2.0	0	0	4/4	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
22	20	313/4	313/4	2.0	1/2	1/2	4/4	1	1	iv7		d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
23	21	321/4	321/4	2.0	0	0	4/4	1	1	V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
23	21	329/4	329/4	1.0	1/2	1/2	4/4	1	1	VI		d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	21	333/4	333/4	1.0	3/4	3/4	4/4	1	1	viio7/V		d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
24	22	337/4	337/4	1.0	0	0	4/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
24	22	341/4	341/4	1.0	1/4	1/4	4/4	1	1	V65/iv		d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
24	22	345/4	345/4	1.0	1/2	1/2	4/4	1	1	iv6		d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
24	22	349/4	349/4	1.0	3/4	3/4	4/4	1	1	viio7/V		d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
25	23	353/4	353/4	2.0	0	0	4/4	1	1	#viio7		d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
25	23	361/4	361/4	1.0	1/2	1/2	4/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
25	23	365/4	365/4	1.0	3/4	3/4	4/4	1	1	V		d	i		V	V							M	1	1	1, 5, 2		1	1
26	24	369/4	369/4	1.0	0	0	4/4	1	1	i		d	i		i	i							m	1	1	0, -3, 1		0	0
26	24	373/4	373/4	1.0	1/4	1/4	4/4	1	1	#viio65		d	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
26	24	377/4	377/4	1.75	1/2	1/2	4/4	1	1	i}		d	i		i	i						}	m	1	1	0, -3, 1		0	0
