mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	.E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	1/2	1/2	3/4	1	1	iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
2	2	0	0	3/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	1/4	1/4	3/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	1/2	1/2	3/4	1	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	0	0	3/4	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
5	5	0	0	3/4	1	1	{	E	I									{		0	0				
5	5	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	1/2	1/2	3/4	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	3/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	7	1/4	1/4	3/4	1	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
7	7	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/4	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	1	1	V6{	E	I		V6	V		6				{	M	0	0	5, 2, 1		1	5
9	9	1/4	1/4	3/4	1	1	viio6/V	E	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
9	9	1/2	1/2	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
10	10	0	0	3/4	1	1	viio64	E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
11	11	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	1/4	1/4	3/4	1	1	V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
11	11	1/2	1/2	3/4	1	1	vi65	E	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
12	12	0	0	3/4	1	1	V6}	E	I		V6	V		6				}	M	0	0	5, 2, 1		1	5
13	13	0	0	3/4	1	1	#viio65/vi{	E	I		#viio65/vi	#vii	o	65		vi		{	o7	0	0	5, 2, -1, 8		8	5
14	14	0	0	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
15	15	0	0	3/4	1	1	iio/vi	E	I		iio/vi	ii	o			vi			o	0	0	5, 2, -1		5	5
15	15	1/4	1/4	3/4	1	1	VI6/vi	E	I		VI6/vi	VI		6		vi			M	0	0	3, 0, -1		-1	3
15	15	1/2	1/2	3/4	1	1	V6/vi	E	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
16	16	0	0	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
16	16	1/2	1/2	3/4	1	1	VI/vi	E	I		VI/vi	VI				vi			M	0	0	-1, 3, 0		-1	-1
17	17	0	0	3/4	1	1	vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
17	17	1/4	1/4	3/4	1	1	iv/vi	E	I		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
17	17	1/2	1/2	3/4	1	1	V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
18	18	0	0	3/4	1	1	vi}	E	I		vi	vi						}	m	0	0	3, 0, 4		3	3
18	18	3/8	3/8	3/4	1	1	{	E	I									{		0	0				
19	19	0	0	3/4	1	1	viio/IV	E	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
19	19	1/2	1/2	3/4	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
20	20	0	0	3/4	1	1	IV(4)	E	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
20	20	1/2	1/2	3/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	0	0	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
22	22	0	0	3/4	1	1	iii7(4)	E	I		iii7(4)	iii		7	4				mm7	0	0	4, 3, 5, 2		4	4
22	22	1/2	1/2	3/4	1	1	iii7	E	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
23	23	0	0	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
23	23	1/2	1/2	3/4	1	1	vi7	E	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
24	24	0	0	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
24	24	1/2	1/2	3/4	1	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
25	25	0	0	3/4	1	1	iii	E	I		iii	iii							m	0	0	4, 1, 5		4	4
25	25	1/4	1/4	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	1/2	1/2	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
26	26	0	0	3/4	1	1	V(4)}	E	I		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
26	26	1/4	1/4	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
27	27	0	0	3/4	1	1	I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
27	27	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
27	27	1/2	1/2	3/4	1	1	iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
28	28	0	0	3/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
28	28	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
28	28	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
29	29	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	1/8	1/8	3/4	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
30	30	0	0	3/4	1	1	IV(4)	E	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
30	30	1/2	1/2	3/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	0	0	3/4	1	1	viio6(2)	E	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
31	31	1/4	1/4	3/4	1	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
32	32	0	0	3/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	32	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
33	33	0	0	3/4	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	1/4	1/4	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
33	33	1/2	1/2	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
34	34	0	0	3/4	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
35	35	0	0	3/4	1	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
35	35	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
36	36	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
36	36	1/4	1/4	3/4	1	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
37	37	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
38	38	0	0	3/4	1	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
38	38	1/2	1/2	3/4	1	1	V7}	E	I		V7	V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	3/4	1	1	I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
40	40	0	0	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
42	42	0	0	3/4	1	1	I(4)}	E	I		I(4)	I			4			}	M	0	0	0, -1, 1		0	0
42	42	1/4	1/4	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
43	43	0	0	3/4	1	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
43	43	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
44	44	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
44	44	1/4	1/4	3/4	1	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	0	0	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
45	45	1/2	1/2	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
46	46	0	0	3/4	1	1	viio/V	E	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
46	46	1/2	1/2	3/4	1	1	V7/V}	E	I		V7/V	V		7		V		}	Mm7	0	0	2, 6, 3, 0		2	2
47	47	0	0	3/4	1	1	V{	E	I		V	V						{	M	0	0	1, 5, 2		1	1
48	48	0	0	3/4	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
48	48	1/2	1/2	3/4	1	1	V6/V	E	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
49	49	0	0	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
49	49	1/2	1/2	3/4	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
50	50	0	0	3/4	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
51	51	0	0	3/4	1	1	V2{	E	I		V2	V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
52	52	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
52	52	1/4	1/4	3/4	1	1	iio64/ii	E	I		iio64/ii	ii	o	64		ii			o	0	0	-2, 4, 1		4	-2
53	53	0	0	3/4	1	1	V2/ii	E	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
54	54	0	0	3/4	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
54	54	1/2	1/2	3/4	1	1	ii}	E	I		ii	ii						}	m	0	0	2, -1, 3		2	2
55	55	0	0	3/4	1	1	V65/ii{	E	I		V65/ii	V		65		ii		{	Mm7	0	0	7, 4, 1, 3		3	7
55	55	1/2	1/2	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
56	56	0	0	3/4	1	1	V/ii	E	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
