mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	7.5	0	0	3/8	1	1	.g.i{		g	i		i	i						{	m	1	1	0, -3, 1		0	0
6	6	15/2	1.5	0	0	3/8	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
7	7	9	1.5	0	0	3/8	1	1	#viio65		g	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
8	8	21/2	2.0	0	0	3/8	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	25/2	1.0	1/8	1/8	3/8	1	1	iv7		g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
10	10	27/2	0.5	0	0	3/8	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	10	14	1.0	1/8	1/8	3/8	1	1	IIIM7		g	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
11	11	15	0.5	0	0	3/8	1	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
11	11	31/2	1.0	1/8	1/8	3/8	1	1	ii%7		g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
12	12	33/2	0.5	0	0	3/8	1	1	V(4)		g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
12	12	17	0.5	1/8	1/8	3/8	1	1	V		g	i		V	V							M	1	1	1, 5, 2		1	1
12	12	35/2	0.5	1/4	1/4	3/8	1	1	V7		g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	13	18	0.5	0	0	3/8	1	1	i(4)		g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
13	13	37/2	0.5	1/8	1/8	3/8	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
13	13	19	0.5	1/4	1/4	3/8	1	1	v6		g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
14	14	39/2	0.5	0	0	3/8	1	1	IV(4)		g	i		IV(4)	IV			4				M	1	1	-1, -2, 0		-1	-1
14	14	20	0.5	1/8	1/8	3/8	1	1	IV		g	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
14	14	41/2	0.5	1/4	1/4	3/8	1	1	V7/VII		g	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
15	15	21	0.5	0	0	3/8	1	1	VII(4)		g	i		VII(4)	VII			4				M	1	1	-2, -3, -1		-2	-2
15	15	43/2	0.5	1/8	1/8	3/8	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	15	22	0.5	1/4	1/4	3/8	1	1	V7/III		g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
16	16	45/2	0.5	0	0	3/8	1	1	III(4)		g	i		III(4)	III			4				M	1	1	-3, -4, -2		-3	-3
16	16	23	0.5	1/8	1/8	3/8	1	1	III		g	i		III	III							M	1	1	-3, 1, -2		-3	-3
16	16	47/2	0.5	1/4	1/4	3/8	1	1	V7/VI		g	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
17	17	24	1.5	0	0	3/8	1	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
18	18	51/2	1.5	0	0	3/8	1	1	iv		g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	19	27	1.5	0	0	3/8	1	1	VII		g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
20	20	57/2	1.5	0	0	3/8	1	1	v		g	i		v	v							m	1	1	1, -2, 2		1	1
21	21	30	1.5	0	0	3/8	1	1	i		g	i		i	i							m	1	1	0, -3, 1		0	0
22	22	63/2	1.5	0	0	3/8	1	1	VI		g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	23	33	3.0	0	0	3/8	1	1	V/III		g	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
