mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	1/2	2/2	1	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	2	2	2.0	0	0	2/2	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	4	4	2.0	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	6	6	2.0	0	0	2/2	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
3	2	8	8	6.0	1/2	1/2	2/2	1	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	4	14	14	2.0	0	0	2/2	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	16	16	2.0	1/2	1/2	2/2	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
6	5	18	18	2.0	0	0	2/2	1	1	III6		C	I		III6	III		6					M	0	0	8, 5, 4		4	8
6	5	20	20	1.0	1/2	1/2	2/2	1	1	iii6		C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
6	5	21	21	1.0	3/4	3/4	2/2	1	1	viio64/II		C	I		viio64/II	vii	o	64		II			o	0	0	1, 7, 4		7	1
7	6	22	22	2.0	0	0	2/2	1	1	II6		C	I		II6	II		6					M	0	0	6, 3, 2		2	6
7	6	24	24	1.0	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	6	25	25	1.0	3/4	3/4	2/2	1	1	viio64		C	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
8	7	26	26	1.0	0	0	2/2	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	27	27	1.0	1/4	1/4	2/2	1	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
8	7	28	28	1.0	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	29	29	1.0	3/4	3/4	2/2	1	1	V6/V		C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
9	8	30	30	1.0	0	0	2/2	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
9	8	31	31	1.0	1/4	1/4	2/2	1	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
9	8	32	32	2.0	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
10	9	34	34	2.0	0	0	2/2	1	1	ii6(2)		C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
10	9	36	36	2.0	1/2	1/2	2/2	1	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
11	10	38	38	2.0	0	0	2/2	1	1	I6(2)		C	I		I6(2)	I		6	2				M	0	0	4, 1, 2		0	4
11	10	40	40	2.0	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	11	42	42	2.0	0	0	2/2	1	1	VI		C	I		VI	VI							M	0	0	3, 7, 4		3	3
12	11	44	44	1.0	1/2	1/2	2/2	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
12	11	45	45	1.0	3/4	3/4	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
13	12	46	46	2.0	0	0	2/2	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
13	12	48	48	1.0	1/2	1/2	2/2	1	1	v		C	I		v	v							m	0	0	1, -2, 2		1	1
13	12	49	49	1.0	3/4	3/4	2/2	1	1	iio6/ii		C	I		iio6/ii	ii	o	6		ii			o	0	0	1, -2, 4		4	1
14	13	50	50	3.0	0	0	2/2	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
14	13	53	53	1.0	3/4	3/4	2/2	1	1	iio6/vi		C	I		iio6/vi	ii	o	6		vi			o	0	0	2, -1, 5		5	2
15	14	54	54	4.0	0	0	2/2	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
16	15	58	58	2.0	0	0	2/2	1	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
16	15	60	60	2.0	1/2	1/2	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
17	16	62	62	2.0	0	0	2/2	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
17	16	64	64	2.0	1/2	1/2	2/2	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	17	66	66	2.0	0	0	2/2	1	1	III		C	I		III	III							M	0	0	4, 8, 5		4	4
18	17	68	68	1.0	1/2	1/2	2/2	1	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
18	17	69	69	1.0	3/4	3/4	2/2	1	1	viio6/II		C	I		viio6/II	vii	o	6		II			o	0	0	4, 1, 7		7	4
19	18	70	70	2.0	0	0	2/2	1	1	II		C	I		II	II							M	0	0	2, 6, 3		2	2
19	18	72	72	1.0	1/2	1/2	2/2	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
19	18	73	73	1.0	3/4	3/4	2/2	1	1	iio6/vi		C	I		iio6/vi	ii	o	6		vi			o	0	0	2, -1, 5		5	2
20	19	74	74	2.0	0	0	2/2	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
20	19	76	76	2.0	1/2	1/2	2/2	1	1	V7/V		C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
21	20	78	78	4.0	0	0	2/2	1	1	V}		C	I		V	V						}	M	0	0	1, 5, 2		1	1
21	20	79	79	0.0	1/4	1/4	2/2	1	1	{		C	I									{		0	0				
22	21	82	82	4.0	0	0	2/2	1	1	V2/ii		C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
23	22	86	86	4.0	0	0	2/2	1	1	ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
