mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	15/16	4/4	1	1	.d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	7/8	7/8	4/4	1	1	iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	0	0	4/4	1	1	i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	1/4	1/4	4/4	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	2	1/2	1/2	4/4	1	1	i}{		d	i		i	i						}{	m	1	1	0, -3, 1		0	0
4	3	0	0	4/4	1	1	V7/iv		d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
5	4	0	0	4/4	1	1	V65/III		d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	4	1/2	1/2	4/4	1	1	III		d	i		III	III							M	1	1	-3, 1, -2		-3	-3
6	5	0	0	4/4	1	1	#vio6		d	i		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
6	5	1/4	1/4	4/4	1	1	#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
6	5	1/2	1/2	4/4	1	1	i}{		d	i		i	i						}{	m	1	1	0, -3, 1		0	0
7	6	0	0	4/4	1	1	v.V7		d	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	6	3/4	3/4	4/4	1	1	i		d	v		i	i							m	1	1	0, -3, 1		0	0
8	7	0	0	4/4	1	1	iv6(2)		d	v		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
8	7	1/8	1/8	4/4	1	1	iv		d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	7	1/4	1/4	4/4	1	1	iio		d	v		iio	ii	o						o	1	1	2, -1, -4		2	2
8	7	1/2	1/2	4/4	1	1	V65		d	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
