mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	6/8	1	1	.G.I{	G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	3/8	3/8	6/8	1	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
4	3	3/8	3/8	6/8	1	1	viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
5	4	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
5	4	3/8	3/8	6/8	1	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
5	4	5/8	5/8	6/8	1	1	{	G	I									{		0	0				
6	5	0	0	6/8	1	1	V.ii	G	V		ii	ii							m	0	0	2, -1, 3		2	2
7	6	0	0	6/8	1	1	I	G	V		I	I							M	0	0	0, 4, 1		0	0
8	7	0	0	6/8	1	1	ii43	G	V		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
9	8	0	0	6/8	1	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
10	9	0	0	6/8	1	1	viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
10	9	3/8	3/8	6/8	1	1	i6	G	V		i6	i		6					m	0	0	-3, 1, 0		0	-3
11	10	0	0	6/8	1	1	iv	G	V		iv	iv							m	0	0	-1, -4, 0		-1	-1
12	11	0	0	6/8	1	1	i	G	V		i	i							m	0	0	0, -3, 1		0	0
12	11	3/8	3/8	6/8	1	1	V	G	V		V	V							M	0	0	1, 5, 2		1	1
13	12	0	0	6/8	1	1	I}	G	V		I	I						}	M	0	0	0, 4, 1		0	0
14	12	0	5/8	6/8	1	1	I6{	G	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
15	13	3/8	3/8	6/8	1	1	viio6	G	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
16	14	0	0	6/8	1	1	I6	G	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	14	3/8	3/8	6/8	1	1	I.V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	15	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
17	15	3/8	3/8	6/8	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	16	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
18	16	3/8	3/8	6/8	1	1	vi7	G	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
19	17	0	0	6/8	1	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
19	17	3/8	3/8	6/8	1	1	V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	18	0	0	6/8	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
20	18	3/8	3/8	6/8	1	1	IVM7	G	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
21	19	0	0	6/8	1	1	vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
21	19	3/8	3/8	6/8	1	1	V/vi	G	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
22	20	0	0	6/8	1	1	vi}	G	I		vi	vi						}	m	0	0	3, 0, 4		3	3
22	20	5/8	5/8	6/8	1	1	vi6{	G	I		vi6	vi		6				{	m	0	0	0, 4, 3		3	0
23	21	3/8	3/8	6/8	1	1	#viio/v	G	I		#viio/v	#vii	o			v			o	0	0	6, 3, 0		6	6
24	22	0	0	6/8	1	1	v6	G	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
24	22	3/8	3/8	6/8	1	1	viio/IV	G	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
25	23	0	0	6/8	1	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
25	23	3/8	3/8	6/8	1	1	ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
26	24	0	0	6/8	1	1	V}	G	I		V	V						}	M	0	0	1, 5, 2		1	1
26	24	5/8	5/8	6/8	1	1	viio6{	G	I		viio6	vii	o	6				{	o	0	0	2, -1, 5		5	2
27	25	3/8	3/8	6/8	1	1	i6	G	I		i6	i		6					m	0	0	-3, 1, 0		0	-3
28	26	0	0	6/8	1	1	iv	G	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
29	27	0	0	6/8	1	1	i	G	I		i	i							m	0	0	0, -3, 1		0	0
29	27	3/8	3/8	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
30	28	0	0	6/8	1	1	I}{	G	I		I	I						}{	M	0	0	0, 4, 1		0	0
31	29	3/8	3/8	6/8	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	29	1/2	1/2	6/8	1	1	IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	30	0	0	6/8	1	1	ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
32	30	3/8	3/8	6/8	1	1	V6/V	G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
32	30	1/2	1/2	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
33	31	0	0	6/8	1	1	iii6	G	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
33	31	3/8	3/8	6/8	1	1	V6/vi	G	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
33	31	1/2	1/2	6/8	1	1	IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
34	32	1/8	1/8	6/8	1	1	V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
34	32	1/2	1/2	6/8	1	1	vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
35	33	0	0	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
35	33	3/8	3/8	6/8	1	1	V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
35	33	5/8	5/8	6/8	1	1	V	G	I		V	V							M	0	0	1, 5, 2		1	1
36	34	0	0	6/8	1	1	I}	G	I		I	I						}	M	0	0	0, 4, 1		0	0
