mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.0	0	3/4	2/2	1	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	1	1	4.0	0	0	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	5	5	4.0	0	0	2/2	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	9	9	3.0	0	0	2/2	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
4	3	12	12	1.0	3/4	3/4	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
5	4	13	13	4.0	0	0	2/2	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
5	4	16	16	0.0	3/4	3/4	2/2	1	1	{	E	I									{		0	0				
6	5	17	17	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
6	5	20	20	1.0	3/4	3/4	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	21	21	4.0	0	0	2/2	1	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	7	25	25	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
8	7	28	28	1.0	3/4	3/4	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	29	29	4.0	0	0	2/2	1	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	9	33	33	4.0	0	0	2/2	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
11	10	37	37	4.0	0	0	2/2	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
12	11	41	41	4.0	0	0	2/2	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
13	12	45	45	3.0	0	0	2/2	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
13	12	48	48	1.0	3/4	3/4	2/2	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
14	13	49	49	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
14	13	52	52	1.0	3/4	3/4	2/2	1	1	viio64	E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
15	14	53	53	3.0	0	0	2/2	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	14	56	56	1.0	3/4	3/4	2/2	1	1	ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
16	15	57	57	2.0	0	0	2/2	1	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
16	15	59	59	2.0	1/2	1/2	2/2	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
17	16	61	61	4.0	0	0	2/2	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
18	16	64	64	0.0	0	3/4	2/2	1	1	{	E	I									{		0	0				
19	17	65	65	4.0	0	0	2/2	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
20	18	69	69	4.0	0	0	2/2	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
21	19	73	73	2.0	0	0	2/2	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
21	19	75	75	2.0	1/2	1/2	2/2	1	1	V65/vi	E	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
22	20	77	77	4.0	0	0	2/2	1	1	vi}	E	I		vi	vi						}	m	0	0	3, 0, 4		3	3
22	20	80	80	0.0	3/4	3/4	2/2	1	1	{	E	I									{		0	0				
23	21	81	81	4.0	0	0	2/2	1	1	viio/IV	E	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
24	22	85	85	4.0	0	0	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
25	23	89	89	4.0	0	0	2/2	1	1	viio/IV	E	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
26	24	93	93	4.0	0	0	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
27	25	97	97	4.0	0	0	2/2	1	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
28	26	101	101	2.0	0	0	2/2	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
28	26	103	103	2.0	1/2	1/2	2/2	1	1	VI/ii	E	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2
29	27	105	105	2.0	0	0	2/2	1	1	iv7/ii	E	I		iv7/ii	iv		7		ii			mm7	0	0	1, -2, 2, -1		1	1
29	27	107	107	2.0	1/2	1/2	2/2	1	1	V/ii	E	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
30	28	109	109	4.0	0	0	2/2	1	1	ii}	E	I		ii	ii						}	m	0	0	2, -1, 3		2	2
30	28	112	112	0.0	3/4	3/4	2/2	1	1	{	E	I									{		0	0				
31	29	113	113	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
31	29	116	116	1.0	3/4	3/4	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	30	117	117	3.0	0	0	2/2	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
32	30	120	120	1.0	3/4	3/4	2/2	1	1	viio64/IV	E	I		viio64/IV	vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
33	31	121	121	2.0	0	0	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	31	123	123	2.0	1/2	1/2	2/2	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
34	32	125	125	3.0	0	0	2/2	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
34	32	128	128	1.0	3/4	3/4	2/2	1	1	I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
35	33	129	129	4.0	0	0	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	34	133	133	3.0	0	0	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	34	136	136	1.0	3/4	3/4	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	35	137	137	2.0	0	0	2/2	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	35	139	139	2.0	1/2	1/2	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	36	141	141	3.0	0	0	2/2	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
