mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	5/8	6/8	1	1	.E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	0	0	6/8	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	3/8	3/8	6/8	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	0	0	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	4	3/8	3/8	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	0	0	6/8	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
5	5	9/16	9/16	6/8	1	1	{	E	I									{		0	0				
6	6	0	0	6/8	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
6	6	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	0	0	6/8	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
7	7	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	0	0	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	3/8	3/8	6/8	1	1	I(4)	E	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
8	8	1/2	1/2	6/8	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	3/8	3/8	6/8	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	6/8	1	1	vii%7/V	E	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
10	10	3/8	3/8	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
11	11	0	0	6/8	1	1	vi7/V	E	I		vi7/V	vi		7		V			mm7	0	0	4, 1, 5, 2		4	4
11	11	3/8	3/8	6/8	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
12	12	3/8	3/8	6/8	1	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
14	14	3/8	3/8	6/8	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
15	15	0	0	6/8	1	1	viio/V	E	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
15	15	3/8	3/8	6/8	1	1	V6/V	E	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
16	16	0	0	6/8	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
17	17	0	0	6/8	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
18	18	0	5/8	6/8	1	1	{	E	I									{		0	0				
20	20	0	0	6/8	1	1	iio/ii	E	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
20	20	3/8	3/8	6/8	1	1	iv6/ii	E	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
21	21	0	0	6/8	1	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
21	21	3/8	3/8	6/8	1	1	V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
22	22	0	0	6/8	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
