mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
132	132	3/4	3/4	2/2	1	1	iio6/ii		C	V		iio6/ii	ii	o	6		ii				o	0	0	1, -2, 4		4	1
133	133	0	0	2/2	1	1	ii		C	V		ii	ii								m	0	0	2, -1, 3		2	2
133	133	1/2	1/2	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
134	134	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
134	134	1/2	1/2	2/2	1	1	i		C	V		i	i								m	0	0	0, -3, 1		0	0
134	134	3/4	3/4	2/2	1	1	iio6/v		C	V		iio6/v	ii	o	6		v				o	0	0	0, -3, 3		3	0
135	135	0	0	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
135	135	1/2	1/2	2/2	1	1	V7/IV		C	V		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
136	136	0	0	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
136	136	1/2	1/2	2/2	1	1	i6		C	V		i6	i		6						m	0	0	-3, 1, 0		0	-3
136	136	3/4	3/4	2/2	1	1	ii%43/v		C	V		ii%43/v	ii	%	43		v				%7	0	0	-3, 1, 3, 0		3	-3
137	137	0	0	2/2	1	1	v64		C	V		v64	v		64						m	0	0	2, 1, -2		1	2
137	137	1/2	1/2	2/2	1	1	ii		C	V		ii	ii								m	0	0	2, -1, 3		2	2
137	137	3/4	3/4	2/2	1	1	viio6		C	V		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
138	138	0	0	2/2	1	1	I}		C	V		I	I							}	M	0	0	0, 4, 1		0	0
138	138	1/2	1/2	2/2	1	1	ii.i{		C	ii		i	i							{	m	0	1	0, -3, 1		0	0
139	139	1/2	1/2	2/2	1	1	III6		C	ii		III6	III		6						M	0	1	1, -2, -3		-3	1
139	139	3/4	3/4	2/2	1	1	IV6		C	ii		IV6	IV		6						M	0	1	3, 0, -1		-1	3
140	140	0	0	2/2	1	1	VII		C	ii		VII	VII								M	0	1	-2, 2, -1		-2	-2
140	140	1/2	1/2	2/2	1	1	VII6		C	ii		VII6	VII		6						M	0	1	2, -1, -2		-2	2
140	140	3/4	3/4	2/2	1	1	i6		C	ii		i6	i		6						m	0	1	-3, 1, 0		0	-3
141	141	0	0	2/2	1	1	IV		C	ii		IV	IV								M	0	1	-1, 3, 0		-1	-1
141	141	1/2	1/2	2/2	1	1	IV6		C	ii		IV6	IV		6						M	0	1	3, 0, -1		-1	3
141	141	3/4	3/4	2/2	1	1	v6		C	ii		v6	v		6						m	0	1	-2, 2, 1		1	-2
142	142	0	0	2/2	1	1	i		C	ii		i	i								m	0	1	0, -3, 1		0	0
142	142	1/2	1/2	2/2	1	1	VI6		C	ii		VI6	VI		6						M	0	1	0, -3, -4		-4	0
143	143	0	0	2/2	1	1	v6(2)		C	ii		v6(2)	v		6	2					m	0	1	-2, 2, -4		1	-2
143	143	1/2	1/2	2/2	1	1	v6		C	ii		v6	v		6						m	0	1	-2, 2, 1		1	-2
144	144	0	0	2/2	1	1	iv6(2)		C	ii		iv6(2)	iv		6	2					m	0	1	-4, 0, 1		-1	-4
144	144	1/2	1/2	2/2	1	1	iv6		C	ii		iv6	iv		6						m	0	1	-4, 0, -1		-1	-4
145	145	0	0	2/2	1	1	V(64)		C	ii		V(64)	V			64					M	0	1	1, 0, -3		1	1
145	145	1/2	1/2	2/2	1	1	iv7		C	ii		iv7	iv		7						mm7	0	1	-1, -4, 0, -3		-1	-1
146	146	0	0	2/2	1	1	iio6		C	ii		iio6	ii	o	6						o	0	1	-1, -4, 2		2	-1
146	146	1/4	1/4	2/2	1	1	V7		C	ii		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
146	146	1/2	1/2	2/2	1	1	VI		C	ii		VI	VI								M	0	1	-4, 0, -3		-4	-4
147	147	0	0	2/2	1	1	ii%65		C	ii		ii%65	ii	%	65						%7	0	1	-1, -4, 0, 2		2	-1
147	147	1/2	1/2	2/2	1	1	V7		C	ii		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
148	148	0	0	2/2	1	1	I}		C	ii		I	I							}	M	0	1	0, 4, 1		0	0
148	148	1/2	1/2	2/2	1	1	V.V{		C	V		V	V							{	M	0	0	1, 5, 2		1	1
149	149	1/2	1/2	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
150	150	0	0	2/2	1	1	iii6		C	V		iii6	iii		6						m	0	0	1, 5, 4		4	1
150	150	1/2	1/2	2/2	1	1	viio6		C	V		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
150	150	3/4	3/4	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
151	151	0	0	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
151	151	3/4	3/4	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
152	152	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
152	152	1/2	1/2	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
153	153	0	0	2/2	1	1	V(2)		C	V		V(2)	V			2					M	0	0	3, 5, 2		1	3
153	153	1/2	1/2	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
154	154	0	0	2/2	1	1	II		C	V		II	II								M	0	0	2, 6, 3		2	2
154	154	1/2	1/2	2/2	1	1	ii64		C	V		ii64	ii		64						m	0	0	3, 2, -1		2	3
154	154	3/4	3/4	2/2	1	1	viio		C	V		viio	vii	o							o	0	0	5, 2, -1		5	5
155	155	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
155	155	1/2	1/2	2/2	1	1	i		C	V		i	i								m	0	0	0, -3, 1		0	0
155	155	3/4	3/4	2/2	1	1	iio6/v		C	V		iio6/v	ii	o	6		v				o	0	0	0, -3, 3		3	0
156	156	0	0	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
156	156	1/2	1/2	2/2	1	1	V7/IV		C	V		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
157	157	0	0	2/2	1	1	iii.iv6(2)		C	iii		iv6(2)	iv		6	2					m	0	1	-4, 0, 1		-1	-4
157	157	1/2	1/2	2/2	1	1	iv6		C	iii		iv6	iv		6						m	0	1	-4, 0, -1		-1	-4
158	158	0	0	2/2	1	1	V		C	iii		V	V								M	0	1	1, 5, 2		1	1
158	158	1/2	1/2	2/2	1	1	v		C	iii		v	v								m	0	1	1, -2, 2		1	1
158	158	3/4	3/4	2/2	1	1	#viio6/iv		C	iii		#viio6/iv	#vii	o	6		iv				o	0	1	1, -2, 4		4	1
159	159	0	0	2/2	1	1	iv		C	iii		iv	iv								m	0	1	-1, -4, 0		-1	-1
159	159	1/2	1/2	2/2	1	1	VI		C	iii		VI	VI								M	0	1	-4, 0, -3		-4	-4
159	159	3/4	3/4	2/2	1	1	iv6		C	iii		iv6	iv		6						m	0	1	-4, 0, -1		-1	-4
160	160	0	0	2/2	1	1	i6		C	iii		i6	i		6						m	0	1	-3, 1, 0		0	-3
160	160	1/2	1/2	2/2	1	1	V		C	iii		V	V								M	0	1	1, 5, 2		1	1
161	161	0	0	2/2	1	1	ii6		C	iii		ii6	ii		6						m	0	1	-1, 3, 2		2	-1
161	161	1/2	1/2	2/2	1	1	V7		C	iii		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
162	162	0	0	2/2	1	1	i		C	iii		i	i								m	0	1	0, -3, 1		0	0
162	162	1/2	1/2	2/2	1	1	VI6		C	iii		VI6	VI		6						M	0	1	0, -3, -4		-4	0
162	162	3/4	3/4	2/2	1	1	III64		C	iii		III64	III		64						M	0	1	-2, -3, 1		-3	-2
163	163	0	0	2/2	1	1	iv65		C	iii		iv65	iv		65						mm7	0	1	-4, 0, -3, -1		-1	-4
164	164	0	0	2/2	1	1	i6		C	iii		i6	i		6						m	0	1	-3, 1, 0		0	-3
164	164	3/4	3/4	2/2	1	1	iv		C	iii		iv	iv								m	0	1	-1, -4, 0		-1	-1
165	165	0	0	2/2	1	1	V(64)		C	iii		V(64)	V			64					M	0	1	1, 0, -3		1	1
165	165	1/2	1/2	2/2	1	1	#viio		C	iii		#viio	#vii	o							o	0	1	5, 2, -1		5	5
166	166	0	0	2/2	1	1	i}		C	iii		i	i							}	m	0	1	0, -3, 1		0	0
166	166	1/4	1/4	2/2	1	1	{		C	iii										{		0	1				
167	167	0	0	2/2	1	1	V.V7/v		C	V		V7/v	V		7		v				Mm7	0	0	2, 6, 3, 0		2	2
168	168	0	0	2/2	1	1	v(#74)		C	V		v(#74)	v			#74					m	0	0	1, 0, 2	6	1	1
168	168	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
169	169	0	0	2/2	1	1	V7/IV		C	V		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
170	170	0	0	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
170	170	1/4	1/4	2/2	1	1	ii7		C	V		ii7	ii		7						mm7	0	0	2, -1, 3, 0		2	2
170	170	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
170	170	3/4	3/4	2/2	1	1	iii%7		C	V		iii%7	iii	%	7						%7	0	0	4, 1, -2, 2		4	4
171	171	0	0	2/2	1	1	viio/bVII		C	V		viio/bVII	vii	o			bVII				o	0	0	3, 0, -3		3	3
171	171	1/4	1/4	2/2	1	1	V7/bVII		C	V		V7/bVII	V		7		bVII				Mm7	0	0	-1, 3, 0, -3		-1	-1
171	171	1/2	1/2	2/2	1	1	.bVII		C	V		bVII	bVII								M	0	0	-2, 2, -1		-2	-2
171	171	3/4	3/4	2/2	1	1	v7		C	V		v7	v		7						mm7	0	0	1, -2, 2, -1		1	1
172	172	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
173	173	0	0	2/2	1	1	II6		C	V		II6	II		6						M	0	0	6, 3, 2		2	6
173	173	1/2	1/2	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
173	173	3/4	3/4	2/2	1	1	viio64		C	V		viio64	vii	o	64						o	0	0	-1, 5, 2		5	-1
174	174	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
174	174	1/2	1/2	2/2	1	1	i6		C	V		i6	i		6						m	0	0	-3, 1, 0		0	-3
174	174	3/4	3/4	2/2	1	1	viio64/bVII		C	V		viio64/bVII	vii	o	64		bVII				o	0	0	-3, 3, 0		3	-3
175	175	0	0	2/2	1	1	.bVII6		C	V		bVII6	bVII		6						M	0	0	2, -1, -2		-2	2
175	175	3/4	3/4	2/2	1	1	iio/ii		C	V		iio/ii	ii	o			ii				o	0	0	4, 1, -2		4	4
176	176	0	0	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
176	176	1/2	1/2	2/2	1	1	II6		C	V		II6	II		6						M	0	0	6, 3, 2		2	6
176	176	3/4	3/4	2/2	1	1	#viio/iii		C	V		#viio/iii	#vii	o			iii				o	0	0	9, 6, 3		9	9
177	177	0	0	2/2	1	1	iii		C	V		iii	iii								m	0	0	4, 1, 5		4	4
177	177	1/2	1/2	2/2	1	1	IV6		C	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
177	177	3/4	3/4	2/2	1	1	viio		C	V		viio	vii	o							o	0	0	5, 2, -1		5	5
178	178	0	0	2/2	1	1	vi6		C	V		vi6	vi		6						m	0	0	0, 4, 3		3	0
178	178	1/2	1/2	2/2	1	1	VI6		C	V		VI6	VI		6						M	0	0	7, 4, 3		3	7
178	178	3/4	3/4	2/2	1	1	#viio/iii		C	V		#viio/iii	#vii	o			iii				o	0	0	9, 6, 3		9	9
179	179	0	0	2/2	1	1	iii		C	V		iii	iii								m	0	0	4, 1, 5		4	4
179	179	1/2	1/2	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
179	179	3/4	3/4	2/2	1	1	viio/V		C	V		viio/V	vii	o			V				o	0	0	6, 3, 0		6	6
180	180	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
181	181	0	0	2/2	1	1	VI6		C	V		VI6	VI		6						M	0	0	7, 4, 3		3	7
181	181	1/2	1/2	2/2	1	1	vi6		C	V		vi6	vi		6						m	0	0	0, 4, 3		3	0
181	181	3/4	3/4	2/2	1	1	viio64/V		C	V		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
182	182	0	0	2/2	1	1	V6		C	V		V6	V		6						M	0	0	5, 2, 1		1	5
182	182	1/2	1/2	2/2	1	1	v6		C	V		v6	v		6						m	0	0	-2, 2, 1		1	-2
182	182	3/4	3/4	2/2	1	1	viio64/IV		C	V		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
183	183	0	0	2/2	1	1	IV6		C	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
183	183	3/4	3/4	2/2	1	1	viio		C	V		viio	vii	o							o	0	0	5, 2, -1		5	5
184	184	0	0	2/2	1	1	I		C	V		I	I								M	0	0	0, 4, 1		0	0
184	184	1/4	1/4	2/2	1	1	vi7		C	V		vi7	vi		7						mm7	0	0	3, 0, 4, 1		3	3
184	184	1/2	1/2	2/2	1	1	ii		C	V		ii	ii								m	0	0	2, -1, 3		2	2
184	184	3/4	3/4	2/2	1	1	vii%7		C	V		vii%7	vii	%	7						%7	0	0	5, 2, -1, 3		5	5
185	185	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
185	185	1/4	1/4	2/2	1	1	V7/IV		C	V		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
185	185	1/2	1/2	2/2	1	1	IV		C	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
185	185	3/4	3/4	2/2	1	1	ii7		C	V		ii7	ii		7						mm7	0	0	2, -1, 3, 0		2	2
186	186	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
186	186	3/4	3/4	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
187	187	0	0	2/2	1	1	I6		C	V		I6	I		6						M	0	0	4, 1, 0		0	4
187	187	1/2	1/2	2/2	1	1	V[V(64)		C	V	V	V(64)	V			64					M	0	0	1, 0, 4		1	1
187	187	3/4	3/4	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
188	188	0	0	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
188	188	1/2	1/2	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
188	188	3/4	3/4	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
189	189	0	0	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
189	189	1/2	1/2	2/2	1	1	ii6		C	V		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
189	189	3/4	3/4	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
190	190	0	0	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
190	190	1/4	1/4	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
190	190	1/2	1/2	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
190	190	3/4	3/4	2/2	1	1	V6/V		C	V		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
191	191	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
191	191	1/4	1/4	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
191	191	1/2	1/2	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
191	191	3/4	3/4	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
192	192	0	0	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
192	192	1/2	1/2	2/2	1	1	iii6		C	V		iii6	iii		6						m	0	0	1, 5, 4		4	1
192	192	3/4	3/4	2/2	1	1	vi		C	V		vi	vi								m	0	0	3, 0, 4		3	3
193	193	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
193	193	1/4	1/4	2/2	1	1	iii6		C	V		iii6	iii		6						m	0	0	1, 5, 4		4	1
193	193	1/2	1/2	2/2	1	1	IV6		C	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
193	193	3/4	3/4	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
194	194	0	0	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
194	194	1/2	1/2	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
194	194	3/4	3/4	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
195	195	0	0	2/2	1	1	IV6		C	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
195	195	1/4	1/4	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
195	195	1/2	1/2	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
195	195	3/4	3/4	2/2	1	1	viio64/V		C	V		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
196	196	0	0	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
196	196	1/2	1/2	2/2	1	1	v		C	V		v	v								m	0	0	1, -2, 2		1	1
196	196	3/4	3/4	2/2	1	1	viio6/IV		C	V		viio6/IV	vii	o	6		IV				o	0	0	1, -2, 4		4	1
197	197	0	0	2/2	1	1	IV6		C	V		IV6	IV		6						M	0	0	3, 0, -1		-1	3
197	197	1/2	1/2	2/2	1	1	iv6		C	V		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
198	198	0	0	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
198	198	1/4	1/4	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
198	198	1/2	1/2	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
199	199	0	0	2/2	1	1	vii%7/V		C	V		vii%7/V	vii	%	7		V				%7	0	0	6, 3, 0, 4		6	6
199	199	1/4	1/4	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
199	199	1/2	1/2	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
199	199	3/4	3/4	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
200	200	0	0	2/2	1	1	V(13)		C	V		V(13)	V			13					M	0	0	1, 5, 2	4	1	1
200	200	1/4	1/4	2/2	1	1	V		C	V		V	V								M	0	0	1, 5, 2		1	1
200	200	1/2	1/2	2/2	1	1	V(b64)		C	V		V(b64)	V			b64					M	0	0	1, 0, -3		1	1
201	201	0	0	2/2	1	1	V(4)		C	V		V(4)	V			4					M	0	0	1, 0, 2		1	1
201	201	1/4	1/4	2/2	1	1	V(64)		C	V		V(64)	V			64					M	0	0	1, 0, 4		1	1
201	201	1/2	1/2	2/2	1	1	V7		C	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
202	202	0	0	2/2	1	1	I}		C	V		I	I							}	M	0	0	0, 4, 1		0	0
202	202	1/2	1/2	2/2	1	1	I.V6{		C	I		V6	V		6					{	M	0	0	5, 2, 1		1	5
204	204	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
204	204	1/2	1/2	2/2	1	1	viio6		C	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
206	206	0	0	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
206	206	1/2	1/2	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
206	206	3/4	3/4	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
207	207	0	0	2/2	1	1	II		C	I		II	II								M	0	0	2, 6, 3		2	2
207	207	1/2	1/2	2/2	1	1	V6/iii		C	I		V6/iii	V		6		iii				M	0	0	9, 6, 5		5	9
208	208	0	0	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
208	208	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
209	209	0	0	2/2	1	1	IV		C	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
209	209	3/4	3/4	2/2	1	1	viio/V		C	I		viio/V	vii	o			V				o	0	0	6, 3, 0		6	6
210	210	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
210	210	1/2	1/2	2/2	1	1	V64		C	I		V64	V		64						M	0	0	2, 1, 5		1	2
211	211	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
211	211	1/2	1/2	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
212	212	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
212	212	1/2	1/2	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
213	213	0	0	2/2	1	1	i		C	I		i	i								m	0	0	0, -3, 1		0	0
213	213	3/4	3/4	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
214	214	0	0	2/2	1	1	IV		C	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
214	214	1/2	1/2	2/2	1	1	V6/V		C	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
215	215	0	0	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
215	215	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
216	216	0	0	2/2	1	1	iv		C	I		iv	iv								m	0	0	-1, -4, 0		-1	-1
216	216	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
217	217	0	0	2/2	1	1	v		C	I		v	v								m	0	0	1, -2, 2		1	1
217	217	3/4	3/4	2/2	1	1	viio6		C	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
218	218	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
218	218	1/2	1/2	2/2	1	1	i6		C	I		i6	i		6						m	0	0	-3, 1, 0		0	-3
219	219	0	0	2/2	1	1	V7/v		C	I		V7/v	V		7		v				Mm7	0	0	2, 6, 3, 0		2	2
219	219	1/2	1/2	2/2	1	1	v6		C	I		v6	v		6						m	0	0	-2, 2, 1		1	-2
220	220	0	0	2/2	1	1	V43/ii		C	I		V43/ii	V		43		ii				Mm7	0	0	4, 1, 3, 7		3	4
220	220	3/4	3/4	2/2	1	1	V7/ii		C	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
221	221	0	0	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
222	222	0	0	2/2	1	1	V2/vi		C	I		V2/vi	V		2		vi				Mm7	0	0	2, 4, 8, 5		4	2
222	222	1/2	1/2	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
223	223	0	0	2/2	1	1	V65/iii		C	I		V65/iii	V		65		iii				Mm7	0	0	9, 6, 3, 5		5	9
224	224	0	0	2/2	1	1	iii		C	I		iii	iii								m	0	0	4, 1, 5		4	4
225	225	0	0	2/2	1	1	V65/ii		C	I		V65/ii	V		65		ii				Mm7	0	0	7, 4, 1, 3		3	7
225	225	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
226	226	0	0	2/2	1	1	V2/vi		C	I		V2/vi	V		2		vi				Mm7	0	0	2, 4, 8, 5		4	2
226	226	3/4	3/4	2/2	1	1	v64		C	I		v64	v		64						m	0	0	2, 1, -2		1	2
227	227	0	0	2/2	1	1	V65/ii		C	I		V65/ii	V		65		ii				Mm7	0	0	7, 4, 1, 3		3	7
227	227	1/2	1/2	2/2	1	1	ii		C	I		ii	ii								m	0	0	2, -1, 3		2	2
228	228	0	0	2/2	1	1	V65		C	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
228	228	1/2	1/2	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
229	229	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
229	229	1/4	1/4	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
229	229	1/2	1/2	2/2	1	1	V7		C	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
230	230	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
230	230	1/2	1/2	2/2	1	1	vi6		C	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
230	230	3/4	3/4	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
231	231	0	0	2/2	1	1	viio6/V		C	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
231	231	1/2	1/2	2/2	1	1	IV(2)/V		C	I		IV(2)/V	IV			2	V				M	0	0	2, 4, 1		0	2
231	231	3/4	3/4	2/2	1	1	viio64/V		C	I		viio64/V	vii	o	64		V				o	0	0	0, 6, 3		6	0
232	232	0	0	2/2	1	1	V6		C	I		V6	V		6						M	0	0	5, 2, 1		1	5
232	232	1/2	1/2	2/2	1	1	ii64(4)		C	I		ii64(4)	ii		64	4					m	0	0	3, 2, 1		2	3
232	232	3/4	3/4	2/2	1	1	viio		C	I		viio	vii	o							o	0	0	5, 2, -1		5	5
233	233	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
233	233	1/2	1/2	2/2	1	1	IV(2)/IV		C	I		IV(2)/IV	IV			2	IV				M	0	0	0, 2, -1		-2	0
233	233	3/4	3/4	2/2	1	1	viio64/IV		C	I		viio64/IV	vii	o	64		IV				o	0	0	-2, 4, 1		4	-2
234	234	0	0	2/2	1	1	IV6		C	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
234	234	1/2	1/2	2/2	1	1	iii6		C	I		iii6	iii		6						m	0	0	1, 5, 4		4	1
235	235	0	0	2/2	1	1	ii6		C	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
235	235	1/2	1/2	2/2	1	1	I6		C	I		I6	I		6						M	0	0	4, 1, 0		0	4
236	236	0	0	2/2	1	1	viio6(2)		C	I		viio6(2)	vii	o	6	2					o	0	0	2, -1, 0		5	2
236	236	1/2	1/2	2/2	1	1	V		C	I		V	V								M	0	0	1, 5, 2		1	1
237	237	0	0	2/2	1	1	iv6(2)		C	I		iv6(2)	iv		6	2					m	0	0	-4, 0, 1		-1	-4
237	237	1/2	1/2	2/2	1	1	V65/bVII		C	I		V65/bVII	V		65		bVII				Mm7	0	0	3, 0, -3, -1		-1	3
238	238	0	0	2/2	1	1	.bVII		C	I		bVII	bVII								M	0	0	-2, 2, -1		-2	-2
238	238	3/4	3/4	2/2	1	1	V65		C	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
239	239	0	0	2/2	1	1	I		C	I		I	I								M	0	0	0, 4, 1		0	0
239	239	3/4	3/4	2/2	1	1	#viio7/ii		C	I		#viio7/ii	#vii	o	7		ii				o7	0	0	7, 4, 1, -2		7	7
