mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1/2	1/2	3.5	1/8	1/8	2/2	1	1	.g.i{	V{	g	i		i		i						{	m	1	1	0, -3, 1		0	0
2	2	4	4	1.0	0	0	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
2	2	5	5	1.0	1/4	1/4	2/2	1	1	VI6		g	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
2	2	6	6	1.0	1/2	1/2	2/2	1	1	v6(42)		g	i		v6(42)		v		6	42				m	1	1	0, 2, -4		1	0
2	2	7	7	1.0	3/4	3/4	2/2	1	1	v		g	i		v		v							m	1	1	1, -2, 2		1	1
3	3	8	8	1.0	0	0	2/2	1	1	iv6(2)		g	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
3	3	9	9	1.0	1/4	1/4	2/2	1	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	10	10	1.0	1/2	1/2	2/2	1	1	v(64)		g	i		v(64)		v			64				m	1	1	1, 0, -3		1	1
3	3	11	11	1.0	3/4	3/4	2/2	1	1	v		g	i		v		v							m	1	1	1, -2, 2		1	1
4	4	12	12	1.0	0	0	2/2	1	1	VI6		g	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
4	4	13	13	1.0	1/4	1/4	2/2	1	1	iio6(2)		g	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
4	4	14	14	1.0	1/2	1/2	2/2	1	1	V2		g	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
4	4	15	15	1.0	3/4	3/4	2/2	1	1	i6		g	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
5	5	16	16	1.0	0	0	2/2	1	1	ii(4)		g	i		ii(4)		ii			4				m	1	1	2, 1, 3		2	2
5	5	17	17	1.0	1/4	1/4	2/2	1	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	18	18	1.0	1/2	1/2	2/2	1	1	i}		g	i		i		i						}	m	1	1	0, -3, 1		0	0
5	5	19	19	1.0	3/4	3/4	2/2	1	1	III6{		g	i		III6		III		6				{	M	1	1	1, -2, -3		-3	1
6	6	20	20	2.0	0	0	2/2	1	1	iv65		g	i		iv65		iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
6	6	22	22	1.0	1/2	1/2	2/2	1	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	23	23	1.0	3/4	3/4	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
