mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	6/8	1	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
4	3	0	0	6/8	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
5	4	0	0	6/8	1	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	5	0	0	6/8	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	6	0	0	6/8	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	0	0	6/8	1	1	I|PAC}		C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	3/8	3/8	6/8	1	1	{		C	I									{		0	0				
10	9	0	0	6/8	1	1	V.I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	10	0	0	6/8	1	1	V7/ii		C	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
12	11	0	0	6/8	1	1	ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
14	13	0	0	6/8	1	1	V6		C	V		V6	V		6					M	0	0	5, 2, 1		1	5
15	14	0	0	6/8	1	1	V7		C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	15	0	0	6/8	1	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
18	17	0	0	6/8	1	1	IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
20	19	0	0	6/8	1	1	V6		C	V		V6	V		6					M	0	0	5, 2, 1		1	5
22	21	0	0	6/8	1	1	I		C	V		I	I							M	0	0	0, 4, 1		0	0
22	21	1/2	1/2	6/8	1	1	vi6		C	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
23	22	0	0	6/8	1	1	ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
23	22	1/2	1/2	6/8	1	1	viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
