mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	12/8	1	1	D.I{	D	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	0	0	12/8	1	1	I(64)	D	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
3	3	3/4	3/4	12/8	1	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	12/8	1	1	I(64)	D	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
4	4	3/4	3/4	12/8	1	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	12/8	1	1	V43	D	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
5	5	3/8	3/8	12/8	1	1	I(4)	D	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
5	5	3/4	3/4	12/8	1	1	V65	D	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	9/8	9/8	12/8	1	1	V7	D	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0	12/8	1	1	I	D	I		I	I							M	0	0	0, 4, 1		0	0
6	6	3/8	3/8	12/8	1	1	iii64	D	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
6	6	3/4	3/4	12/8	1	1	vi	D	I		vi	vi							m	0	0	3, 0, 4		3	3
6	6	9/8	9/8	12/8	1	1	I64	D	I		I64	I		64					M	0	0	1, 0, 4		0	1
7	7	0	0	12/8	1	1	V.V65	D	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	3/8	3/8	12/8	1	1	I	D	V		I	I							M	0	0	0, 4, 1		0	0
7	7	3/4	3/4	12/8	1	1	viio(42)	D	V		viio(42)	vii	o		42				o	0	0	0, 4, -1		5	0
7	7	9/8	9/8	12/8	1	1	viio	D	V		viio	vii	o						o	0	0	5, 2, -1		5	5
8	8	0	0	12/8	1	1	I|IAC}	D	V		I	I					IAC	}	M	0	0	0, 4, 1		0	0
8	8	3/4	3/4	12/8	1	1	I6	D	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	0	0	12/8	1	1	I64	D	V		I64	I		64					M	0	0	1, 0, 4		0	1
9	9	3/4	3/4	12/8	1	1	I	D	V		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	12/8	1	1	{	D	V									{		0	0				
10	10	3/8	3/8	12/8	1	1	I6	D	V		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	0	0	12/8	1	1	I	D	V		I	I							M	0	0	0, 4, 1		0	0
11	11	3/8	3/8	12/8	1	1	I6	D	V		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	0	0	12/8	1	1	I	D	V		I	I							M	0	0	0, 4, 1		0	0
14	14	0	0	12/8	1	1	I(64)	D	V		I(64)	I			64				M	0	0	0, -1, 3		0	0
14	14	3/4	3/4	12/8	1	1	I	D	V		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	12/8	1	1	I(64)	D	V		I(64)	I			64				M	0	0	0, -1, 3		0	0
15	15	3/4	3/4	12/8	1	1	I	D	V		I	I							M	0	0	0, 4, 1		0	0
16	16	0	0	12/8	1	1	V43	D	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	3/8	3/8	12/8	1	1	I(4)	D	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
16	16	3/4	3/4	12/8	1	1	V65	D	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
