mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	16	47	0.5	1/2	1/2	3/4	1	1		iio64/vi		C	V		iio64/vi	ii	o	64		vi			o	0	0	-1, 5, 2		5	-1
17	16	95/2	0.5	5/8	5/8	3/4	1	1		#viio64/vi		C	V		#viio64/vi	#vii	o	64		vi			o	0	0	2, 8, 5		8	2
18	17	48	1.0	0	0	3/4	1	1		#viio65/vi		C	V		#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
18	17	49	1.0	1/4	1/4	3/4	1	1		#viio7/vi		C	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
18	17	50	1.0	1/2	1/2	3/4	1	1		V7/vi		C	V		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
19	18	51	0.5	0	0	3/4	1	1		vi		C	V		vi	vi							m	0	0	3, 0, 4		3	3
19	18	103/2	0.5	1/8	1/8	3/4	1	1		#viio6/vi		C	V		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
19	18	52	0.5	1/4	1/4	3/4	1	1		vi6		C	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
19	18	105/2	0.5	3/8	3/8	3/4	1	1		iv/vi	iio6/vi	C	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
19	18	53	0.5	1/2	1/2	3/4	1	1		V(64)/vi		C	V		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
19	18	107/2	0.5	5/8	5/8	3/4	1	1		V7/vi		C	V		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
20	19	54	0.5	0	0	3/4	1	1		vi(9)}		C	V		vi(9)	vi			9			}	m	0	0	3, 0, 4	5	3	3
20	19	109/2	0.5	1/8	1/8	3/4	1	1		vi		C	V		vi	vi							m	0	0	3, 0, 4		3	3
20	19	55	1.5	1/4	1/4	3/4	1	1		I.ii{		C	I		ii	ii						{	m	0	0	2, -1, 3		2	2
20	19	113/2	0.5	5/8	5/8	3/4	1	1		VI6/ii		C	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
21	20	57	0.5	0	0	3/4	1	1		V6(b2)/ii		C	I		V6(b2)/ii	V		6	b2	ii			M	0	0	7, 4, -9		3	7
21	20	115/2	0.5	1/8	1/8	3/4	1	1		V6/ii		C	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
21	20	58	2.0	1/4	1/4	3/4	1	1		V7/ii		C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
22	21	60	0.5	0	0	3/4	1	1		ii(9)		C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
22	21	121/2	2.0	1/8	1/8	3/4	1	1		ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
22	21	125/2	0.5	5/8	5/8	3/4	1	1		vii%65		C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
23	22	63	0.5	0	0	3/4	1	1		I6(7)		C	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
23	22	127/2	0.5	1/8	1/8	3/4	1	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	22	64	1.0	1/4	1/4	3/4	1	1		viio/V		C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
23	22	65	1.0	1/2	1/2	3/4	1	1		vii%7/V		C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
24	23	66	3.0	0	0	3/4	1	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
25	24	69	2.0	0	0	3/4	1	1		iv6		C	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
25	24	71	1.0	1/2	1/2	3/4	1	1		V43/V		C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
26	25	72	1.0	0	0	3/4	1	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	25	73	1.0	1/4	1/4	3/4	1	1		V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
26	25	74	1.0	1/2	1/2	3/4	1	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
27	26			0	0	3/4	1	1	1	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0
27	26			1/4	1/4	3/4	1	1	1	V.vi64		C	V		vi64	vi		64					m	0	0	4, 3, 0		3	4
27	26			1/2	1/2	3/4	1	1	1	viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
28	27			0	0	3/4	1	1	1	I{		C	V		I	I						{	M	0	0	0, 4, 1		0	0
29	27	75	3.0	0	0	3/4	1	1	2	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0
