mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	2/2	1	1	c.V{	c	i		V	V						{	M	1	1	1, 5, 2		1	1
1	0	1	1.0	1/4	3/4	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	1	2	2.0	0	0	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
2	1	4	1.0	1/2	1/2	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	1	5	1.0	3/4	3/4	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
3	2	6	1.0	0	0	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	2	7	2.0	1/4	1/4	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
3	2	9	1.0	3/4	3/4	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	3	10	1.0	0	0	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	11	1.0	1/4	1/4	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	12	1.0	1/2	1/2	2/2	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
4	3	13	1.0	3/4	3/4	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	4	14	2.0	0	0	2/2	1	1	i|PAC}	c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
5	4	16	1.0	1/2	1/2	2/2	1	1	III{	c	i		III	III						{	M	1	1	-3, 1, -2		-3	-3
5	4	17	1.0	3/4	3/4	2/2	1	1	V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
6	5	18	2.0	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
