mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	2/2	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	1	1/2	1/2	2/2	1	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
3	2	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	2	1/2	1/2	2/2	1	1	VI6	c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	3	0	0	2/2	1	1	iio	c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
4	3	1/2	1/2	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	4	0	0	2/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
5	4	1/2	1/2	2/2	1	1	i6{	c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
6	5	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	5	1/4	1/4	2/2	1	1	#viio/iv	c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
6	5	1/2	1/2	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	5	3/4	3/4	2/2	1	1	V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
7	6	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
7	6	1/4	1/4	2/2	1	1	viio/III	c	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
7	6	1/2	1/2	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
8	7	0	0	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	7	1/4	1/4	2/2	1	1	viio/VI	c	i		viio/VI	vii	o			VI			o	1	1	1, -2, -5		1	1
8	7	1/2	1/2	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	7	3/4	3/4	2/2	1	1	viio/VII	c	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
9	8	0	0	2/2	1	1	VII	c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	9	0	0	2/2	1	1	v.ii%65	c	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
10	9	1/2	1/2	2/2	1	1	iio64	c	v		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
11	10	0	0	2/2	1	1	i64	c	v		i64	i		64					m	1	1	1, 0, -3		0	1
11	10	1/2	1/2	2/2	1	1	iv7	c	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
12	11	0	0	2/2	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	1/2	1/2	2/2	1	1	iv7	c	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
12	11	3/4	3/4	2/2	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
13	12	0	0	2/2	1	1	i|PAC}	c	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
13	12	1/2	1/2	2/2	1	1	{	c	v									{		1	1				
14	13	0	0	2/2	1	1	iv.V	c	iv		V	V							M	1	1	1, 5, 2		1	1
14	13	1/2	1/2	2/2	1	1	V2	c	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
15	14	0	0	2/2	1	1	i6	c	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	14	1/2	1/2	2/2	1	1	i	c	iv		i	i							m	1	1	0, -3, 1		0	0
16	15	0	0	2/2	1	1	V6	c	iv		V6	V		6					M	1	1	5, 2, 1		1	5
16	15	1/2	1/2	2/2	1	1	V	c	iv		V	V							M	1	1	1, 5, 2		1	1
17	16	0	0	2/2	1	1	i|IAC}	c	iv		i	i					IAC	}	m	1	1	0, -3, 1		0	0
17	16	1/2	1/2	2/2	1	1	{	c	iv									{		1	1				
18	17	0	0	2/2	1	1	III.V2	c	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
19	18	0	0	2/2	1	1	I6	c	III		I6	I		6					M	1	0	4, 1, 0		0	4
20	19	0	0	2/2	1	1	V	c	III		V	V							M	1	0	1, 5, 2		1	1
21	20	0	0	2/2	1	1	I|IAC}	c	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
21	20	1/2	1/2	2/2	1	1	IV6	c	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
21	20	3/4	3/4	2/2	1	1	I64	c	III		I64	I		64					M	1	0	1, 0, 4		0	1
22	21	0	0	2/2	1	1	viio64	c	III		viio64	vii	o	64					o	1	0	-1, 5, 2		5	-1
22	21	1/2	1/2	2/2	1	1	IV	c	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
22	21	3/4	3/4	2/2	1	1	I6	c	III		I6	I		6					M	1	0	4, 1, 0		0	4
23	22	0	0	2/2	1	1	viio6(2)	c	III		viio6(2)	vii	o	6	2				o	1	0	2, -1, 0		5	2
23	22	1/2	1/2	2/2	1	1	viio6	c	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
23	22	3/4	3/4	2/2	1	1	viio	c	III		viio	vii	o						o	1	0	5, 2, -1		5	5
24	23	0	0	2/2	1	1	I(4)	c	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
24	23	1/4	1/4	2/2	1	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
24	23	1/2	1/2	2/2	1	1	V(64)	c	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
24	23	3/4	3/4	2/2	1	1	V	c	III		V	V							M	1	0	1, 5, 2		1	1
25	24	0	0	2/2	1	1	I|PAC}	c	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
25	24	1/2	1/2	2/2	1	1	{	c	III									{		1	0				
26	25	0	0	2/2	1	1	V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
26	25	1/2	1/2	2/2	1	1	i.V65/IV	c	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
27	26	0	0	2/2	1	1	IV	c	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
28	27	0	0	2/2	1	1	viio7/V	c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
29	28	0	0	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
29	28	1/2	1/2	2/2	1	1	III6	c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
29	28	3/4	3/4	2/2	1	1	iio6	c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
30	29	1/4	1/4	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
30	29	3/4	3/4	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
31	30	0	0	2/2	1	1	V|HC}	c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
31	30	1/2	1/2	2/2	1	1	i6{	c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
31	30	3/4	3/4	2/2	1	1	#viio6	c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
32	31	1/4	1/4	2/2	1	1	VI6	c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
32	31	3/4	3/4	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
33	32	0	0	2/2	1	1	V2	c	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
33	32	1/2	1/2	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	33	0	0	2/2	1	1	ii%65	c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
34	33	1/2	1/2	2/2	1	1	iio64	c	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
35	34	0	0	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
35	34	1/2	1/2	2/2	1	1	iv7	c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
36	35	0	0	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
36	35	1/2	1/2	2/2	1	1	iv7	c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
36	35	3/4	3/4	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
37	36	0	0	2/2	1	1	i|PAC}	c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
