mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	9/8	1	1	.b.i{	b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/8	3/8	9/8	1	1	viio(2)/III	b	i		viio(2)/III	vii	o		2	III			o	1	1	-3, -1, -4		2	-3
1	1	3/4	3/4	9/8	1	1	V65/III	b	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
2	2	0	0	9/8	1	1	III	b	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	0	0	9/8	1	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	3/4	3/4	9/8	1	1	V65/V	b	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
4	4	0	0	9/8	1	1	V}	b	i		V	V						}	M	1	1	1, 5, 2		1	1
5	5	0	0	9/8	1	1	i6{	b	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
5	5	3/8	3/8	9/8	1	1	VII6	b	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
5	5	3/4	3/4	9/8	1	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
6	6	0	0	9/8	1	1	V7/III	b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
6	6	3/4	3/4	9/8	1	1	V65	b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	0	0	9/8	1	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
7	7	3/8	3/8	9/8	1	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
9	8	0	0	9/8	1	1	V}	b	i		V	V						}	M	1	1	1, 5, 2		1	1
10	9	0	0	9/8	1	1	{	b	i									{		1	1				
11	10	0	0	9/8	1	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	0	0	9/8	1	1	V65/VII	b	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
12	11	3/8	3/8	9/8	1	1	vi6/VII	b	i		vi6/VII	vi		6		VII			m	1	1	-2, 2, 1		1	-2
12	11	3/4	3/4	9/8	1	1	viio6/VII	b	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
13	12	0	0	9/8	1	1	VII	b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	13	0	0	9/8	1	1	#viio43/iv	b	i		#viio43/iv	#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
14	13	3/8	3/8	9/8	1	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
14	13	3/4	3/4	9/8	1	1	#viio6/iv	b	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
15	14	0	0	9/8	1	1	iv64/iv	b	i		iv64/iv	iv		64		iv			m	1	1	-1, -2, -5		-2	-1
15	14	3/8	3/8	9/8	1	1	V65/iv	b	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
15	14	3/4	3/4	9/8	1	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	15	0	0	9/8	1	1	iio6/iv	b	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
16	15	3/8	3/8	9/8	1	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	15	3/4	3/4	9/8	1	1	#viio6/iv	b	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
17	16	0	0	9/8	1	1	iv}	b	i		iv	iv						}	m	1	1	-1, -4, 0		-1	-1
18	17	0	0	9/8	1	1	V43/III{	b	i		V43/III	V		43		III		{	Mm7	1	1	-1, -4, -2, 2		-2	-1
19	18	0	0	9/8	1	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
