mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	13	73/2	79/2	1.0	1/8	1/8	3/4	1	1		#viio/ii		C	V		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
14	13	75/2	81/2	0.5	3/8	3/8	3/4	1	1		#viio7/ii		C	V		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
14	13	38	41	1.0	1/2	1/2	3/4	1	1		V6/ii		C	V		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
15	14	39	42	1.0	0	0	3/4	1	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
15	14	40	43	1.0	1/4	1/4	3/4	1	1		iv6(2)/ii		C	V		iv6(2)/ii	iv		6	2	ii			m	0	0	-2, 2, 3		1	-2
15	14	41	44	1.0	1/2	1/2	3/4	1	1		iv6/ii		C	V		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
16	15	42	45	0.5	0	0	3/4	1	1		V(4)/ii		C	V		V(4)/ii	V			4	ii			M	0	0	3, 2, 4		3	3
16	15	85/2	91/2	0.5	1/8	1/8	3/4	1	1		V/ii		C	V		V/ii	V				ii			M	0	0	3, 7, 4		3	3
16	15	43	46	1.5	1/4	1/4	3/4	1	1		#viio64/ii		C	V		#viio64/ii	#vii	o	64		ii			o	0	0	1, 7, 4		7	1
16	15	89/2	95/2	0.5	5/8	5/8	3/4	1	1		V2/ii		C	V		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
17	16	45	48	2.0	0	0	3/4	1	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
17	16	47	50	0.5	1/2	1/2	3/4	1	1		iio64/vi		C	V		iio64/vi	ii	o	64		vi			o	0	0	-1, 5, 2		5	-1
17	16	95/2	101/2	0.5	5/8	5/8	3/4	1	1		#viio64/vi		C	V		#viio64/vi	#vii	o	64		vi			o	0	0	2, 8, 5		8	2
18	17	48	51	1.0	0	0	3/4	1	1		#viio65/vi		C	V		#viio65/vi	#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
18	17	49	52	1.0	1/4	1/4	3/4	1	1		#viio7/vi		C	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
18	17	50	53	1.0	1/2	1/2	3/4	1	1		V7/vi		C	V		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
19	18	51	54	0.5	0	0	3/4	1	1		vi		C	V		vi	vi							m	0	0	3, 0, 4		3	3
19	18	103/2	109/2	0.5	1/8	1/8	3/4	1	1		#viio6/vi		C	V		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
19	18	52	55	0.5	1/4	1/4	3/4	1	1		vi6		C	V		vi6	vi		6					m	0	0	0, 4, 3		3	0
19	18	105/2	111/2	0.5	3/8	3/8	3/4	1	1		iv/vi	iio6/vi	C	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
19	18	53	56	0.5	1/2	1/2	3/4	1	1		V(64)/vi		C	V		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
19	18	107/2	113/2	0.5	5/8	5/8	3/4	1	1		V7/vi		C	V		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
20	19	54	57	0.5	0	0	3/4	1	1		vi(9)}		C	V		vi(9)	vi			9			}	m	0	0	3, 0, 4	5	3	3
20	19	109/2	115/2	0.5	1/8	1/8	3/4	1	1		vi		C	V		vi	vi							m	0	0	3, 0, 4		3	3
20	19	55	58	1.5	1/4	1/4	3/4	1	1		I.ii{		C	I		ii	ii						{	m	0	0	2, -1, 3		2	2
20	19	113/2	119/2	0.5	5/8	5/8	3/4	1	1		VI6/ii		C	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
21	20	57	60	0.5	0	0	3/4	1	1		V6(b2)/ii		C	I		V6(b2)/ii	V		6	b2	ii			M	0	0	7, 4, -9		3	7
21	20	115/2	121/2	0.5	1/8	1/8	3/4	1	1		V6/ii		C	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
21	20	58	61	2.0	1/4	1/4	3/4	1	1		V7/ii		C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
22	21	60	63	0.5	0	0	3/4	1	1		ii(9)		C	I		ii(9)	ii			9				m	0	0	2, -1, 3	4	2	2
22	21	121/2	127/2	2.0	1/8	1/8	3/4	1	1		ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
22	21	125/2	131/2	0.5	5/8	5/8	3/4	1	1		vii%65		C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
23	22	63	66	0.5	0	0	3/4	1	1		I6(7)		C	I		I6(7)	I		6	7				M	0	0	4, 1, 5		0	4
23	22	127/2	133/2	0.5	1/8	1/8	3/4	1	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	22	64	67	1.0	1/4	1/4	3/4	1	1		viio/V		C	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
23	22	65	68	1.0	1/2	1/2	3/4	1	1		vii%7/V		C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
24	23	66	69	3.0	0	0	3/4	1	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
25	24	69	72	2.0	0	0	3/4	1	1		iv6		C	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
25	24	71	74	1.0	1/2	1/2	3/4	1	1		V43/V		C	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
26	25	72	75	1.0	0	0	3/4	1	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
26	25	73	76	1.0	1/4	1/4	3/4	1	1		V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
26	25	74	77	1.0	1/2	1/2	3/4	1	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
27	26		78		0	0	3/4	1	1	1	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0
27	26		79		1/4	1/4	3/4	1	1	1	V.vi64		C	V		vi64	vi		64					m	0	0	4, 3, 0		3	4
27	26		80		1/2	1/2	3/4	1	1	1	viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
28	27		81		0	0	3/4	1	1	1	I{		C	V		I	I						{	M	0	0	0, 4, 1		0	0
29	26	75	84	3.0	0	0	3/4	1	1	2	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0
