mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	3/4	3/4	2/2	1	1	VII		g	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
12	12	0	0	2/2	1	1	V65/VI		g	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
12	12	1/4	1/4	2/2	1	1	VI		g	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
12	12	3/8	3/8	2/2	1	1	#viio6/iv		g	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
12	12	1/2	1/2	2/2	1	1	iv		g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
12	12	5/8	5/8	2/2	1	1	v6		g	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
12	12	3/4	3/4	2/2	1	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	7/8	7/8	2/2	1	1	III6		g	i		III6		III		6					M	1	1	1, -2, -3		-3	1
13	13	0	0	2/2	1	1	.bII6		g	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
13	13	1/4	1/4	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
13	13	1/2	1/2	2/2	1	1	ii%7		g	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
13	13	3/4	3/4	2/2	1	1	V		g	i		V		V							M	1	1	1, 5, 2		1	1
14	14	0	0	2/2	1	1	i}		g	i		i		i						}	m	1	1	0, -3, 1		0	0
14	14	1/8	1/8	2/2	1	1	{	V{	g	i										{		1	1				
15	15	0	0	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
15	15	1/4	1/4	2/2	1	1	VI6		g	i		VI6		VI		6					M	1	1	0, -3, -4		-4	0
15	15	1/2	1/2	2/2	1	1	v6(42)		g	i		v6(42)		v		6	42				m	1	1	0, 2, -4		1	0
15	15	3/4	3/4	2/2	1	1	v		g	i		v		v							m	1	1	1, -2, 2		1	1
16	16	0	0	2/2	1	1	iv6(2)		g	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
16	16	1/8	1/8	2/2	1	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
16	16	1/2	1/2	2/2	1	1	III6(2)		g	i		III6(2)		III		6	2				M	1	1	1, -2, -1		-3	1
16	16	5/8	5/8	2/2	1	1	III6		g	i		III6		III		6					M	1	1	1, -2, -3		-3	1
16	16	3/4	3/4	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
17	17	0	0	2/2	1	1	v6(4)		g	i		v6(4)		v		6	4				m	1	1	0, 2, 1		1	0
17	17	1/8	1/8	2/2	1	1	v6		g	i		v6		v		6					m	1	1	-2, 2, 1		1	-2
17	17	1/2	1/2	2/2	1	1	iv6(4)		g	i		iv6(4)		iv		6	4				m	1	1	-2, 0, -1		-1	-2
17	17	3/4	3/4	2/2	1	1	iv		g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
18	18	0	0	2/2	1	1	III6(2)		g	i		III6(2)		III		6	2				M	1	1	1, -2, -1		-3	1
18	18	1/8	1/8	2/2	1	1	III6		g	i		III6		III		6					M	1	1	1, -2, -3		-3	1
18	18	1/2	1/2	2/2	1	1	iio6(2)		g	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
18	18	5/8	5/8	2/2	1	1	iio6		g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
18	18	3/4	3/4	2/2	1	1	VII		g	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
19	19	0	0	2/2	1	1	iv6(4)		g	i		iv6(4)		iv		6	4				m	1	1	-2, 0, -1		-1	-2
19	19	1/8	1/8	2/2	1	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	1/2	1/2	2/2	1	1	III6(2)		g	i		III6(2)		III		6	2				M	1	1	1, -2, -1		-3	1
19	19	5/8	5/8	2/2	1	1	III6		g	i		III6		III		6					M	1	1	1, -2, -3		-3	1
19	19	3/4	3/4	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
20	20	0	0	2/2	1	1	v.i6(4)		g	v		i6(4)		i		6	4				m	1	1	-1, 1, 0		0	-1
20	20	1/8	1/8	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
20	20	1/2	1/2	2/2	1	1	v(4)		g	v		v(4)		v			4				m	1	1	1, 0, 2		1	1
20	20	3/4	3/4	2/2	1	1	v		g	v		v		v							m	1	1	1, -2, 2		1	1
21	21	0	0	2/2	1	1	V(64)		g	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
21	21	1/4	1/4	2/2	1	1	#viio65		g	v		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
21	21	1/2	1/2	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
21	21	5/8	5/8	2/2	1	1	i		g	v		i		i							m	1	1	0, -3, 1		0	0
21	21	3/4	3/4	2/2	1	1	#viio6(2)		g	v		#viio6(2)		#vii	o	6	2				o	1	1	2, -1, 0		5	2
21	21	7/8	7/8	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
22	22	0	0	2/2	1	1	iv		g	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
22	22	1/8	1/8	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
22	22	1/4	1/4	2/2	1	1	#viio6(2)		g	v		#viio6(2)		#vii	o	6	2				o	1	1	2, -1, 0		5	2
22	22	3/8	3/8	2/2	1	1	#viio6		g	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
22	22	1/2	1/2	2/2	1	1	V7		g	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	22	3/4	3/4	2/2	1	1	i		g	v		i		i							m	1	1	0, -3, 1		0	0
23	23	0	0	2/2	1	1	ii%65(2)		g	v		ii%65(2)		ii	%	65	2				%7	1	1	-1, -4, 0, -3		2	-1
23	23	1/8	1/8	2/2	1	1	ii%65		g	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
23	23	3/8	3/8	2/2	1	1	V		g	v		V		V							M	1	1	1, 5, 2		1	1
23	23	1/2	1/2	2/2	1	1	iv6(2)		g	v		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
23	23	5/8	5/8	2/2	1	1	iv6		g	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
23	23	7/8	7/8	2/2	1	1	ii%65		g	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
24	24	0	0	2/2	1	1	V(64)		g	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
24	24	1/4	1/4	2/2	1	1	V		g	v		V		V							M	1	1	1, 5, 2		1	1
24	24	1/2	1/2	2/2	1	1	i}		g	v		i		i						}	m	1	1	0, -3, 1		0	0
24	24	5/8	5/8	2/2	1	1	{		g	v										{		1	1				
25	25	0	0	2/2	1	1	v6(4)		g	v		v6(4)		v		6	4				m	1	1	0, 2, 1		1	0
25	25	1/8	1/8	2/2	1	1	v6		g	v		v6		v		6					m	1	1	-2, 2, 1		1	-2
25	25	3/8	3/8	2/2	1	1	#viio6/iv		g	v		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
25	25	1/2	1/2	2/2	1	1	iv6		g	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
25	25	3/4	3/4	2/2	1	1	iv		g	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
26	26	0	0	2/2	1	1	III6(2)		g	v		III6(2)		III		6	2				M	1	1	1, -2, -1		-3	1
26	26	1/8	1/8	2/2	1	1	III6		g	v		III6		III		6					M	1	1	1, -2, -3		-3	1
26	26	3/8	3/8	2/2	1	1	#viio/vii		g	v		#viio/vii		#vii	o			vii			o	1	1	3, 0, -3		3	3
26	26	1/2	1/2	2/2	1	1	vii		g	v		vii		vii							m	1	1	-2, -5, -1		-2	-2
26	26	3/4	3/4	2/2	1	1	v		g	v		v		v							m	1	1	1, -2, 2		1	1
27	27	0	0	2/2	1	1	V7/iv		g	v		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
27	27	1/4	1/4	2/2	1	1	iv		g	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
27	27	1/2	1/2	2/2	1	1	i(4)		g	v		i(4)		i			4				m	1	1	0, -1, 1		0	0
27	27	5/8	5/8	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
28	28	0	0	2/2	1	1	V65/V		g	v		V65/V		V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
28	28	1/2	1/2	2/2	1	1	V2		g	v		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
28	28	3/4	3/4	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
29	29	0	0	2/2	1	1	iv6(2)		g	v		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
29	29	1/8	1/8	2/2	1	1	iv6		g	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
29	29	3/8	3/8	2/2	1	1	#viio6(2)		g	v		#viio6(2)		#vii	o	6	2				o	1	1	2, -1, 0		5	2
29	29	1/2	1/2	2/2	1	1	V7		g	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	3/4	3/4	2/2	1	1	i		g	v		i		i							m	1	1	0, -3, 1		0	0
30	30	0	0	2/2	1	1	iv		g	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
30	30	1/4	1/4	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
30	30	1/2	1/2	2/2	1	1	V7/V		g	v		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
30	30	3/4	3/4	2/2	1	1	V		g	v		V		V							M	1	1	1, 5, 2		1	1
31	31	0	0	2/2	1	1	V7/IV		g	v		V7/IV		V		7		IV			Mm7	1	1	0, 4, 1, -2		0	0
31	31	1/4	1/4	2/2	1	1	IV64		g	v		IV64		IV		64					M	1	1	0, -1, 3		-1	0
31	31	1/2	1/2	2/2	1	1	#viio7		g	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
31	31	3/4	3/4	2/2	1	1	i		g	v		i		i							m	1	1	0, -3, 1		0	0
32	32	0	0	2/2	1	1	iv6(2)		g	v		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
32	32	1/4	1/4	2/2	1	1	.Fr6		g	v		Fr6	Fr	V		7	b5	V			Fr	1	1	2, 6, -4, 0		2	2
32	32	1/2	1/2	2/2	1	1	V7		g	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	33	0	0	2/2	1	1	V(64)		g	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
33	33	3/8	3/8	2/2	1	1	V7		g	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	33	1/2	1/2	2/2	1	1	VI		g	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
33	33	3/4	3/4	2/2	1	1	#viio6/iv		g	v		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
34	34	0	0	2/2	1	1	iv		g	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
34	34	1/8	1/8	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
34	34	3/8	3/8	2/2	1	1	#viio6		g	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
34	34	5/8	5/8	2/2	1	1	i6		g	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
34	34	7/8	7/8	2/2	1	1	#viio		g	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
35	35	1/8	1/8	2/2	1	1	V7		g	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	35	1/4	1/4	2/2	1	1	i		g	v		i		i							m	1	1	0, -3, 1		0	0
35	35	3/8	3/8	2/2	1	1	ii%65		g	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
35	35	1/2	1/2	2/2	1	1	V(4)		g	v		V(4)		V			4				M	1	1	1, 0, 2		1	1
36	36	0	0	2/2	1	1	#viio6		g	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
36	36	1/2	1/2	2/2	1	1	i		g	v		i		i							m	1	1	0, -3, 1		0	0
37	37	0	0	2/2	1	1	ii7		g	v		ii7		ii		7					mm7	1	1	2, -1, 3, 0		2	2
37	37	1/2	1/2	2/2	1	1	V7		g	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	38	0	0	2/2	1	1	i}		g	v		i		i						}	m	1	1	0, -3, 1		0	0
40	40	0	0	2/2	1	1	i(9#74)		g	v		i(9#74)		i			9#74				m	1	1	0, -1, 1	2, 5	0	0
42	42	0	0	2/2	1	1	i{		g	v		i		i						{	m	1	1	0, -3, 1		0	0
42	42	1/2	1/2	2/2	1	1	V43/iv		g	v		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
43	43	0	0	2/2	1	1	iv		g	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
43	43	1/2	1/2	2/2	1	1	iv.V43		g	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
44	44	0	0	2/2	1	1	i		g	iv		i		i							m	1	1	0, -3, 1		0	0
44	44	1/2	1/2	2/2	1	1	V43/iv		g	iv		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
45	45	0	0	2/2	1	1	iv		g	iv		iv		iv							m	1	1	-1, -4, 0		-1	-1
45	45	1/4	1/4	2/2	1	1	V43/III		g	iv		V43/III		V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
45	45	1/2	1/2	2/2	1	1	III		g	iv		III		III							M	1	1	-3, 1, -2		-3	-3
45	45	3/4	3/4	2/2	1	1	#vi%7		g	iv		#vi%7		#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
46	46	0	0	2/2	1	1	V7		g	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	46	1/4	1/4	2/2	1	1	iv7		g	iv		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
46	46	1/2	1/2	2/2	1	1	III7		g	iv		III7		III		7					Mm7	1	1	-3, 1, -2, -5		-3	-3
46	46	3/4	3/4	2/2	1	1	ii%7		g	iv		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
47	47	0	0	2/2	1	1	V7		g	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
48	48	0	0	2/2	1	1	V(64)		g	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
49	49	0	0	2/2	1	1	VIM7		g	iv		VIM7		VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
50	50	0	0	2/2	1	1	V43/V		g	iv		V43/V		V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
51	51	0	0	2/2	1	1	V(64)		g	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
52	52	0	0	2/2	1	1	V7		g	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
52	52	1/4	1/4	2/2	1	1	V(64)		g	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
52	52	1/2	1/2	2/2	1	1	V(4)		g	iv		V(4)		V			4				M	1	1	1, 0, 2		1	1
52	52	3/4	3/4	2/2	1	1	V7		g	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	53	0	0	2/2	1	1	V(64)		g	iv		V(64)		V			64				M	1	1	1, 0, -3		1	1
53	53	1/2	1/2	2/2	1	1	V(4)		g	iv		V(4)		V			4				M	1	1	1, 0, 2		1	1
53	53	3/4	3/4	2/2	1	1	V7		g	iv		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
54	54	0	0	2/2	1	1	i		g	iv		i		i							m	1	1	0, -3, 1		0	0
54	54	1/4	1/4	2/2	1	1	.bII64		g	iv		bII64		bII		64					M	1	1	-4, -5, -1		-5	-4
54	54	1/2	1/2	2/2	1	1	viio6/V		g	iv		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
54	54	3/4	3/4	2/2	1	1	V		g	iv		V		V							M	1	1	1, 5, 2		1	1
55	55	0	0	2/2	1	1	i}		g	iv		i		i						}	m	1	1	0, -3, 1		0	0
55	55	1/8	1/8	2/2	1	1	{		g	iv										{		1	1				
55	55	1/2	1/2	2/2	1	1	III.I(2)		g	III		I(2)		I			2				M	1	0	2, 4, 1		0	2
55	55	5/8	5/8	2/2	1	1	I		g	III		I		I							M	1	0	0, 4, 1		0	0
55	55	7/8	7/8	2/2	1	1	viio6/V		g	III		viio6/V		vii	o	6		V			o	1	0	3, 0, 6		6	3
56	56	0	0	2/2	1	1	V6		g	III		V6		V		6					M	1	0	5, 2, 1		1	5
56	56	1/4	1/4	2/2	1	1	V		g	III		V		V							M	1	0	1, 5, 2		1	1
56	56	1/2	1/2	2/2	1	1	IV(2)		g	III		IV(2)		IV			2				M	1	0	1, 3, 0		-1	1
56	56	5/8	5/8	2/2	1	1	IV		g	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
56	56	3/4	3/4	2/2	1	1	viio6		g	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
57	57	0	0	2/2	1	1	I6(2)		g	III		I6(2)		I		6	2				M	1	0	4, 1, 2		0	4
57	57	1/8	1/8	2/2	1	1	I6		g	III		I6		I		6					M	1	0	4, 1, 0		0	4
57	57	1/4	1/4	2/2	1	1	vi7		g	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
57	57	1/2	1/2	2/2	1	1	ii7(4)		g	III		ii7(4)		ii		7	4				mm7	1	0	2, 1, 3, 0		2	2
57	57	5/8	5/8	2/2	1	1	ii7		g	III		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
57	57	7/8	7/8	2/2	1	1	V7		g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
58	58	0	0	2/2	1	1	I		g	III		I		I							M	1	0	0, 4, 1		0	0
58	58	1/2	1/2	2/2	1	1	V(64)		g	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
58	58	5/8	5/8	2/2	1	1	V		g	III		V		V							M	1	0	1, 5, 2		1	1
58	58	7/8	7/8	2/2	1	1	#viio64/ii		g	III		#viio64/ii		#vii	o	64		ii			o	1	0	1, 7, 4		7	1
59	59	0	0	2/2	1	1	ii6		g	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
59	59	1/8	1/8	2/2	1	1	ii		g	III		ii		ii							m	1	0	2, -1, 3		2	2
59	59	1/2	1/2	2/2	1	1	vi(64)		g	III		vi(64)		vi			64				m	1	0	3, 2, -1		3	3
59	59	5/8	5/8	2/2	1	1	vi		g	III		vi		vi							m	1	0	3, 0, 4		3	3
59	59	7/8	7/8	2/2	1	1	vi(64)		g	III		vi(64)		vi			64				m	1	0	3, 2, -1		3	3
60	60	0	0	2/2	1	1	V7		g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
60	60	1/8	1/8	2/2	1	1	V(64)		g	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
60	60	1/4	1/4	2/2	1	1	ii6(2)		g	III		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
60	60	3/8	3/8	2/2	1	1	ii6		g	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
60	60	1/2	1/2	2/2	1	1	I6(2)		g	III		I6(2)		I		6	2				M	1	0	4, 1, 2		0	4
60	60	5/8	5/8	2/2	1	1	I6		g	III		I6		I		6					M	1	0	4, 1, 0		0	4
60	60	3/4	3/4	2/2	1	1	V7		g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
61	61	0	0	2/2	1	1	I}		g	III		I		I						}	M	1	0	0, 4, 1		0	0
61	61	1/8	1/8	2/2	1	1	{		g	III										{		1	0				
61	61	3/8	3/8	2/2	1	1	iii64		g	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
61	61	1/2	1/2	2/2	1	1	vi7		g	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
61	61	3/4	3/4	2/2	1	1	viio		g	III		viio		vii	o						o	1	0	5, 2, -1		5	5
61	61	7/8	7/8	2/2	1	1	I		g	III		I		I							M	1	0	0, 4, 1		0	0
62	62	0	0	2/2	1	1	viio6		g	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
62	62	1/8	1/8	2/2	1	1	I6		g	III		I6		I		6					M	1	0	4, 1, 0		0	4
62	62	1/2	1/2	2/2	1	1	vi7		g	III		vi7		vi		7					mm7	1	0	3, 0, 4, 1		3	3
62	62	3/4	3/4	2/2	1	1	V65		g	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
62	62	7/8	7/8	2/2	1	1	I		g	III		I		I							M	1	0	0, 4, 1		0	0
63	63	0	0	2/2	1	1	ii6(2)		g	III		ii6(2)		ii		6	2				m	1	0	-1, 3, 4		2	-1
63	63	1/4	1/4	2/2	1	1	ii6		g	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
63	63	1/2	1/2	2/2	1	1	I6		g	III		I6		I		6					M	1	0	4, 1, 0		0	4
63	63	3/4	3/4	2/2	1	1	V7		g	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
64	64	0	0	2/2	1	1	I}{		g	III		I		I						}{	M	1	0	0, 4, 1		0	0
65	65	0	0	2/2	1	1	i.iv6(2)		g	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
65	65	1/4	1/4	2/2	1	1	iv6		g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
65	65	1/2	1/2	2/2	1	1	V7		g	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
66	66	1/4	1/4	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
66	66	1/2	1/2	2/2	1	1	v		g	i		v		v							m	1	1	1, -2, 2		1	1
66	66	3/4	3/4	2/2	1	1	iv6	VI	g	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
67	67	0	0	2/2	1	1	III		g	i		III		III							M	1	1	-3, 1, -2		-3	-3
67	67	1/4	1/4	2/2	1	1	iio6	iv	g	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
67	67	1/2	1/2	2/2	1	1	i		g	i		i		i							m	1	1	0, -3, 1		0	0
67	67	3/4	3/4	2/2	1	1	iv		g	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
68	68	0	0	2/2	1	1	V[#viio7		g	i	V	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
69	69	0	0	2/2	1	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
70	70	0	0	2/2	1	1	V(64)		g	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
71	71	0	0	2/2	1	1	V7		g	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
72	72	0	0	2/2	1	1	V(64)		g	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
73	73	0	0	2/2	1	1	viio7/V		g	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
74	74	0	0	2/2	1	1	V]}		g	i	V	V		V						}	M	1	1	1, 5, 2		1	1
74	74	3/8	3/8	2/2	1	1	i6{		g	i		i6		i		6				{	m	1	1	-3, 1, 0		0	-3
