mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	1	1	.g.i{	g	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	4/4	1	1	#viio6(2)	g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
1	1	5/8	5/8	4/4	1	1	#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
1	1	3/4	3/4	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
2	2	0	0	4/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	2	1/2	1/2	4/4	1	1	i}	g	i		i	i						}	m	1	1	0, -3, 1		0	0
2	2	21/32	21/32	4/4	1	1	{	g	i									{		1	1				
2	2	3/4	3/4	4/4	1	1	VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
3	3	0	0	4/4	1	1	v6(2)	g	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
3	3	1/4	1/4	4/4	1	1	v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	3/8	3/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
3	3	1/2	1/2	4/4	1	1	iv6(2)	g	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
3	3	15/16	15/16	4/4	1	1	iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	0	0	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	1/8	1/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	3/8	3/8	4/4	1	1	V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	1/2	1/2	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	4	7/8	7/8	4/4	1	1	v.iv7	g	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
5	5	0	0	4/4	1	1	V6	g	v		V6	V		6					M	1	1	5, 2, 1		1	5
5	5	1/4	1/4	4/4	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
5	5	1/2	1/2	4/4	1	1	.bII6(2)	g	v		bII6(2)	bII		6	2				M	1	1	-1, -4, -3		-5	-1
5	5	5/8	5/8	4/4	1	1	.bII6	g	v		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
6	6	0	0	4/4	1	1	V2	g	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
6	6	1/4	1/4	4/4	1	1	i6	g	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	1/2	1/2	4/4	1	1	#viio6(2)	g	v		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
6	6	3/4	3/4	4/4	1	1	V43	g	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
7	7	0	0	4/4	1	1	i(4)	g	v		i(4)	i			4				m	1	1	0, -1, 1		0	0
7	7	1/4	1/4	4/4	1	1	i	g	v		i	i							m	1	1	0, -3, 1		0	0
7	7	3/8	3/8	4/4	1	1	v6	g	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
7	7	1/2	1/2	4/4	1	1	iv6(2)	g	v		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
7	7	5/8	5/8	4/4	1	1	iv6	g	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
7	7	3/4	3/4	4/4	1	1	iio64	g	v		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
8	8	0	0	4/4	1	1	V7(4)	g	v		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
8	8	1/8	1/8	4/4	1	1	V7	g	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	1/4	1/4	4/4	1	1	V(64)	g	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
8	8	1/2	1/2	4/4	1	1	V(4)	g	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
8	8	3/4	3/4	4/4	1	1	V	g	v		V	V							M	1	1	1, 5, 2		1	1
9	9	0	0	4/4	1	1	i}	g	v		i	i						}	m	1	1	0, -3, 1		0	0
9	9	9/32	9/32	4/4	1	1	i.i6{	g	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
9	9	1/2	1/2	4/4	1	1	#viio65	g	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
10	10	0	0	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
10	10	1/2	1/2	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
10	10	5/8	5/8	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
10	10	3/4	3/4	4/4	1	1	iv.V7	g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	0	0	4/4	1	1	i(9#7)	g	iv		i(9#7)	i			9#7				m	1	1	0, -3, 1	2, 5	0	0
11	11	1/8	1/8	4/4	1	1	i6	g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	11	1/4	1/4	4/4	1	1	viio6/III	g	iv		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
11	11	3/8	3/8	4/4	1	1	III6	g	iv		III6	III		6					M	1	1	1, -2, -3		-3	1
11	11	1/2	1/2	4/4	1	1	V2/III	g	iv		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
11	11	3/4	3/4	4/4	1	1	V65/III	g	iv		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
12	12	0	0	4/4	1	1	III	g	iv		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	1/4	1/4	4/4	1	1	V7/IV/III	g	iv		V7/IV/III	V		7		IV/III			Mm7	1	1	-3, 1, -2, -5		-3	-3
12	12	1/2	1/2	4/4	1	1	IV/III	g	iv		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
12	12	5/8	5/8	4/4	1	1	ii6/III	g	iv		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
12	12	3/4	3/4	4/4	1	1	V(4)/III	g	iv		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
12	12	7/8	7/8	4/4	1	1	V/III	g	iv		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
13	13	0	0	4/4	1	1	viio7/V/III}	g	iv		viio7/V/III	vii	o	7		V/III		}	o7	1	1	3, 0, -3, -6		3	3
13	13	1/4	1/4	4/4	1	1	#viio7{	g	iv		#viio7	#vii	o	7				{	o7	1	1	5, 2, -1, -4		5	5
13	13	1/2	1/2	4/4	1	1	i6	g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	3/4	3/4	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1
14	14	0	0	4/4	1	1	i}{	g	iv		i	i						}{	m	1	1	0, -3, 1		0	0
14	14	1/2	1/2	4/4	1	1	#viio6(2)	g	iv		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
14	14	5/8	5/8	4/4	1	1	#viio6	g	iv		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
14	14	3/4	3/4	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1
15	15	0	0	4/4	1	1	V7	g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	1/2	1/2	4/4	1	1	i}	g	iv		i	i						}	m	1	1	0, -3, 1		0	0
15	15	21/32	21/32	4/4	1	1	{	g	iv									{		1	1				
15	15	3/4	3/4	4/4	1	1	VI6	g	iv		VI6	VI		6					M	1	1	0, -3, -4		-4	0
16	16	0	0	4/4	1	1	v65(2)	g	iv		v65(2)	v		65	2				mm7	1	1	-2, 2, -1, -4		1	-2
16	16	1/4	1/4	4/4	1	1	v65	g	iv		v65	v		65					mm7	1	1	-2, 2, -1, 1		1	-2
16	16	3/8	3/8	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1
16	16	1/2	1/2	4/4	1	1	iv65(2)	g	iv		iv65(2)	iv		65	2				mm7	1	1	-4, 0, -3, 1		-1	-4
16	16	3/4	3/4	4/4	1	1	iv65	g	iv		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
17	17	0	0	4/4	1	1	V(4)	g	iv		V(4)	V			4				M	1	1	1, 0, 2		1	1
17	17	1/8	1/8	4/4	1	1	V	g	iv		V	V							M	1	1	1, 5, 2		1	1
17	17	1/4	1/4	4/4	1	1	V7	g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	3/8	3/8	4/4	1	1	V65	g	iv		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
17	17	1/2	1/2	4/4	1	1	i	g	iv		i	i							m	1	1	0, -3, 1		0	0
18	18	0	0	4/4	1	1	i.#viio7	g	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
18	18	1/4	1/4	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
18	18	1/2	1/2	4/4	1	1	.bII6(2)	g	i		bII6(2)	bII		6	2				M	1	1	-1, -4, -3		-5	-1
18	18	5/8	5/8	4/4	1	1	.bII6	g	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
19	19	0	0	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
19	19	1/4	1/4	4/4	1	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
19	19	1/2	1/2	4/4	1	1	#viio6(2)	g	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
19	19	3/4	3/4	4/4	1	1	V43	g	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
20	20	0	0	4/4	1	1	i(4)	g	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
20	20	1/4	1/4	4/4	1	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
20	20	1/2	1/2	4/4	1	1	.bII6	g	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
21	21	0	0	4/4	1	1	V2(4)	g	i		V2(4)	V		2	4				Mm7	1	1	-1, 1, 0, 2		1	-1
21	21	1/8	1/8	4/4	1	1	V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
21	21	3/8	3/8	4/4	1	1	V65/V	g	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
21	21	1/2	1/2	4/4	1	1	V(4)	g	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
21	21	15/16	15/16	4/4	1	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
22	22	0	0	4/4	1	1	i}	g	i		i	i						}	m	1	1	0, -3, 1		0	0
