mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
3	3	1/2	1/2	3/4	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
5	5	1/2	1/2	3/4	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	0	0	3/4	1	1	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0
7	7	1/16	1/16	3/4	1	1	{		C	I									{		0	0				
7	7	1/2	1/2	3/4	1	1	ii/V		C	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
8	8	0	0	3/4	1	1	V6/V		C	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
8	8	1/2	1/2	3/4	1	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
9	9	0	0	3/4	1	1	V6(2)		C	I		V6(2)	V		6	2				M	0	0	5, 2, 3		1	5
9	9	1/2	1/2	3/4	1	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
10	10	0	0	3/4	1	1	IV6/V		C	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4
10	10	1/2	1/2	3/4	1	1	IV/V		C	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
11	11	0	0	3/4	1	1	viio6(2)/V		C	I		viio6(2)/V	vii	o	6	2	V			o	0	0	3, 0, 1		6	3
11	11	1/2	1/2	3/4	1	1	viio6/V		C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
12	12	0	0	3/4	1	1	V/V		C	I		V/V	V				V			M	0	0	2, 6, 3		2	2
13	13	0	0	3/4	1	1	V}		C	I		V	V						}	M	0	0	1, 5, 2		1	1
13	13	1/16	1/16	3/4	1	1	{		C	I									{		0	0				
15	15	0	0	3/4	1	1	V7/ii		C	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
16	16	0	0	3/4	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
17	17	0	0	3/4	1	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
18	18	0	0	3/4	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
19	19	0	0	3/4	1	1	iv6/vi		C	I		iv6/vi	iv		6		vi			m	0	0	-1, 3, 2		2	-1
20	20	0	0	3/4	1	1	V7(4)/vi		C	I		V7(4)/vi	V		7	4	vi			Mm7	0	0	4, 3, 5, 2		4	4
20	20	1/4	1/4	3/4	1	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
21	21	0	0	3/4	1	1	V65/V/vi		C	I		V65/V/vi	V		65		V/vi			Mm7	0	0	9, 6, 3, 5		5	9
22	22	0	0	3/4	1	1	V(64)/vi		C	I		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
23	23	0	0	3/4	1	1	V7/vi		C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
24	24	0	0	3/4	1	1	V(64)/vi		C	I		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
25	25	0	0	3/4	1	1	viio7/V/vi		C	I		viio7/V/vi	vii	o	7		V/vi			o7	0	0	9, 6, 3, 0		9	9
26	26	0	0	3/4	1	1	#viio43/vi		C	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
27	27	0	0	3/4	1	1	vi}{		C	I		vi	vi						}{	m	0	0	3, 0, 4		3	3
28	28	1/2	1/2	3/4	1	1	IV6		C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
29	29	0	0	3/4	1	1	V6		C	I		V6	V		6					M	0	0	5, 2, 1		1	5
30	30	0	0	3/4	1	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	0	0	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
31	31	1/2	1/2	3/4	1	1	V7(9)/IV		C	I		V7(9)/IV	V		7	9	IV			Mm7	0	0	0, 4, 1, -2	2	0	0
32	32	0	0	3/4	1	1	V/IV		C	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
32	32	1/2	1/2	3/4	1	1	V7/IV		C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
33	33	0	0	3/4	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	1/2	1/2	3/4	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
34	34	0	0	3/4	1	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
34	34	1/2	1/2	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
35	35	0	0	3/4	1	1	V43		C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	1/2	1/2	3/4	1	1	I(4)		C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
36	36	0	0	3/4	1	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	1/2	1/2	3/4	1	1	V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	37	0	0	3/4	1	1	I}{		C	I		I	I						}{	M	0	0	0, 4, 1		0	0
38	38	0	0	3/4	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
39	39	0	0	3/4	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
40	40	0	0	3/4	1	1	vii		C	I		vii	vii							m	0	0	5, 2, 6		5	5
41	41	0	0	3/4	1	1	iii		C	I		iii	iii							m	0	0	4, 1, 5		4	4
42	42	0	0	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
42	42	1/2	1/2	3/4	1	1	V7/IV		C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
43	43	0	0	3/4	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
44	44	0	0	3/4	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
45	45	0	0	3/4	1	1	V[V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	0	0	3/4	1	1	V(64)		C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
47	47	0	0	3/4	1	1	V(4)		C	I	V	V(4)	V			4				M	0	0	1, 0, 2		1	1
47	47	1/4	1/4	3/4	1	1	V		C	I	V	V	V							M	0	0	1, 5, 2		1	1
49	49	0	0	3/4	1	1	IV6(4)		C	I	V	IV6(4)	IV		6	4				M	0	0	5, 0, -1		-1	5
49	49	1/4	1/4	3/4	1	1	IV6		C	I	V	IV6	IV		6					M	0	0	3, 0, -1		-1	3
51	51	0	0	3/4	1	1	iii6(4)		C	I	V	iii6(4)	iii		6	4				m	0	0	3, 5, 4		4	3
51	51	1/4	1/4	3/4	1	1	iii6		C	I	V	iii6	iii		6					m	0	0	1, 5, 4		4	1
53	53	0	0	3/4	1	1	ii6(4)		C	I	V	ii6(4)	ii		6	4				m	0	0	1, 3, 2		2	1
53	53	1/4	1/4	3/4	1	1	ii6		C	I	V	ii6	ii		6					m	0	0	-1, 3, 2		2	-1
55	55	0	0	3/4	1	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	0	0	3/4	1	1	V(64)		C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
57	57	0	0	3/4	1	1	V7		C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	0	3/4	1	1	V(b64)		C	I	V	V(b64)	V			b64				M	0	0	1, 0, -3		1	1
59	59	0	0	3/4	1	1	V7/V		C	I	V	V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
61	61	0	0	3/4	1	1	V]}		C	I	V	V	V						}	M	0	0	1, 5, 2		1	1
61	61	1/16	1/16	3/4	1	1	{		C	I									{		0	0				
61	61	1/2	1/2	3/4	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	62	0	0	3/4	1	1	V65/ii		C	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
63	63	0	0	3/4	1	1	ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
64	64	0	0	3/4	1	1	V65		C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
65	65	0	0	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
65	65	1/2	1/2	3/4	1	1	ii/V		C	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
66	66	0	0	3/4	1	1	V65/V		C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
67	67	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
67	67	1/2	1/2	3/4	1	1	viio64		C	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
68	68	0	0	3/4	1	1	V65/IV		C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
69	69	0	0	3/4	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
69	69	1/2	1/2	3/4	1	1	vi64		C	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
70	70	0	0	3/4	1	1	viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
71	71	0	0	3/4	1	1	I}		C	I		I	I						}	M	0	0	0, 4, 1		0	0
71	71	1/16	1/16	3/4	1	1	{		C	I									{		0	0				
72	72	1/2	1/2	3/4	1	1	V7/IV		C	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
73	73	0	0	3/4	1	1	IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
73	73	1/8	1/8	3/4	1	1	ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
74	74	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
74	74	1/8	1/8	3/4	1	1	iii7		C	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
75	75	0	0	3/4	1	1	vi		C	I		vi	vi							m	0	0	3, 0, 4		3	3
75	75	1/8	1/8	3/4	1	1	IVM7		C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
76	76	0	0	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
76	76	1/4	1/4	3/4	1	1	ii	viio6	C	I		ii	ii							m	0	0	2, -1, 3		2	2
76	76	1/2	1/2	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
77	77	0	0	3/4	1	1	V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
78	78	0	0	3/4	1	1	I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
79	79	0	0	3/4	1	1	vi%43		C	I		vi%43	vi	%	43					%7	0	0	-3, 1, 3, 0		3	-3
80	80	0	0	3/4	1	1	V43		C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
81	81	0	0	3/4	1	1	I		C	I		I	I							M	0	0	0, 4, 1		0	0
81	81	1/4	1/4	3/4	1	1	V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
81	81	1/2	1/2	3/4	1	1	V		C	I		V	V							M	0	0	1, 5, 2		1	1
82	82	0	0	3/4	1	1	I[I|PAC}		C	I	I	I	I					PAC	}	M	0	0	0, 4, 1		0	0
82	82	5/16	5/16	3/4	1	1	{		C	I	I								{		0	0				
83	83	0	0	3/4	1	1	V7/IV		C	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
84	84	0	0	3/4	1	1	IV6		C	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
85	85	0	0	3/4	1	1	viio2		C	I	I	viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
87	87	0	0	3/4	1	1	I]|PAC}		C	I	I	I	I					PAC	}	M	0	0	0, 4, 1		0	0
