mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.0	0	0	3/4	1	1	a.i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	3	3	2.0	0	0	3/4	1	1	iv6	a	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	5	5	5.0	1/2	1/2	3/4	1	1	V7	a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	10	10	1.0	1/4	1/4	3/4	1	1	i	a	i		i	i							m	1	1	0, -3, 1		0	0
4	4	11	11	1.0	1/2	1/2	3/4	1	1	#viio6|HC}	a	i		#viio6	#vii	o	6			HC	}	o	1	1	2, -1, 5		5	2
5	5	12	12	3.0	0	0	3/4	1	1	i{	a	i		i	i						{	m	1	1	0, -3, 1		0	0
6	6	15	15	3.0	0	0	3/4	1	1	iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	18	18	3.0	0	0	3/4	1	1	III.V	a	III		V	V							M	1	0	1, 5, 2		1	1
8	8	21	21	6.0	0	0	3/4	1	1	I	a	III		I	I							M	1	0	0, 4, 1		0	0
10	10	27	27	3.0	0	0	3/4	1	1	V7	a	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
11	11	30	30	1.0	0	0	3/4	1	1	I6	a	III		I6	I		6					M	1	0	4, 1, 0		0	4
11	11	31	31	1.0	1/4	1/4	3/4	1	1	viio6	a	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
11	11	32	32	1.0	1/2	1/2	3/4	1	1	I	a	III		I	I							M	1	0	0, 4, 1		0	0
12	12	33	33	3.0	0	0	3/4	1	1	vi	a	III		vi	vi							m	1	0	3, 0, 4		3	3
13	13	36	36	1.0	0	0	3/4	1	1	IV	a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
13	13	37	37	1.0	1/4	1/4	3/4	1	1	I6	a	III		I6	I		6					M	1	0	4, 1, 0		0	4
13	13	38	38	4.0	1/2	1/2	3/4	1	1	viio6	a	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
15	15	42	42	12.0	0	0	3/4	1	1	I|PAC}	a	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
17	17	48	48	0.0	0	0	3/4	1	1	{	a	III									{		1	0				
19	19	54	54	1.0	0	0	3/4	1	1	i.#viio7	a	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
19	19	55	55	2.0	1/4	1/4	3/4	1	1	V65	a	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
