mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	5/8	3/4	1	1	Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	1/4	1/4	3/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	1/2	1/2	3/4	1	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
3	2	0	0	3/4	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	2	1/2	1/2	3/4	1	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	3	0	0	3/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
4	3	1/4	1/4	3/4	1	1	IV/V	Eb	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
4	3	1/2	1/2	3/4	1	1	viio6/V	Eb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
5	4	0	0	3/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	4	1/2	1/2	3/4	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	0	0	3/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	1/2	1/2	3/4	1	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	6	0	0	3/4	1	1	iii	Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
7	6	1/2	1/2	3/4	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	0	0	3/4	1	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
8	7	1/2	1/2	3/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
9	8	0	0	3/4	1	1	I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
9	8	1/4	1/4	3/4	1	1	{	Eb	I									{		0	0				
10	9	1/2	1/2	3/4	1	1	V.ii7	Eb	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
11	10	0	0	3/4	1	1	viio	Eb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
11	10	1/4	1/4	3/4	1	1	ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
11	10	1/2	1/2	3/4	1	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
12	11	1/2	1/2	3/4	1	1	iii7	Eb	V		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
13	12	0	0	3/4	1	1	I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
13	12	1/4	1/4	3/4	1	1	I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	12	1/2	1/2	3/4	1	1	vi	Eb	V		vi	vi							m	0	0	3, 0, 4		3	3
14	13	1/2	1/2	3/4	1	1	IVM7	Eb	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
15	14	0	0	3/4	1	1	viio	Eb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
15	14	1/2	1/2	3/4	1	1	V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	15	0	0	3/4	1	1	I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
16	15	1/2	1/2	3/4	1	1	vi7	Eb	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
17	16	0	0	3/4	1	1	viio	Eb	V		viio	vii	o						o	0	0	5, 2, -1		5	5
17	16	1/2	1/2	3/4	1	1	V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	17	0	0	3/4	1	1	vi	Eb	V		vi	vi							m	0	0	3, 0, 4		3	3
18	17	1/2	1/2	3/4	1	1	ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	18	0	0	3/4	1	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
20	19	0	0	3/4	1	1	viio64	Eb	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
21	20	0	0	3/4	1	1	viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
22	21	0	0	3/4	1	1	vii%7	Eb	V		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
23	22	0	0	3/4	1	1	I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
23	22	1/4	1/4	3/4	1	1	ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	22	1/2	1/2	3/4	1	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
24	23	0	0	3/4	1	1	I|PAC}	Eb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
24	23	1/4	1/4	3/4	1	1	{	Eb	V									{		0	0				
25	24	1/2	1/2	3/4	1	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
