mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/2	1/2	3/4	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	2	0	0	3/4	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	1/2	1/2	3/4	1	1	#viio	c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
3	3	0	0	3/4	1	1	iio6	c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
3	3	1/2	1/2	3/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	3/4	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
5	5	0	0	3/4	1	1	IV6/III	c	i		IV6/III	IV		6		III			M	1	1	0, -3, -4		-4	0
6	6	0	0	3/4	1	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
7	7	0	0	3/4	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
7	7	1/2	1/2	3/4	1	1	V/III	c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
8	8	0	0	3/4	1	1	I/III|PAC}	c	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3
9	9	0	0	3/4	1	1	V2/VI{	c	i		V2/VI	V		2		VI		{	Mm7	1	1	-5, -3, 1, -2		-3	-5
10	10	0	0	3/4	1	1	#viio6/iv	c	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
11	11	0	0	3/4	1	1	#viio7/iv	c	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
11	11	1/2	1/2	3/4	1	1	V/iv	c	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
12	12	0	0	3/4	1	1	i/iv|IAC}	c	i		i/iv	i				iv	IAC	}	m	1	1	-1, -4, 0		-1	-1
13	13	0	0	3/4	1	1	V2/VII{	c	i		V2/VII	V		2		VII		{	Mm7	1	1	-3, -1, 3, 0		-1	-3
14	14	0	0	3/4	1	1	V43	c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
15	15	0	0	3/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
16	16	0	0	3/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
17	17	0	0	3/4	1	1	#vi%7	c	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
18	18	0	0	3/4	1	1	iio6	c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
18	18	1/2	1/2	3/4	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
19	19	0	0	3/4	1	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
19	19	1/2	1/2	3/4	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
20	20	0	0	3/4	1	1	i|PAC}	c	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
