mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	2.0	0	1/2	2/2	1	1	c.i{	c	i		i	i						{	m	1	1	0, -3, 1		0	0
2	1	2	2	2.0	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	1	4	4	2.0	1/2	1/2	2/2	1	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
3	2	6	6	2.0	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	2	8	8	2.0	1/2	1/2	2/2	1	1	VI6	c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	3	10	10	2.0	0	0	2/2	1	1	iio	c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
4	3	12	12	2.0	1/2	1/2	2/2	1	1	V6	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	4	14	14	2.0	0	0	2/2	1	1	i|IAC}	c	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
5	4	16	16	2.0	1/2	1/2	2/2	1	1	i6{	c	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
6	5	18	18	1.0	0	0	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	5	19	19	1.0	1/4	1/4	2/2	1	1	#viio/iv	c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
6	5	20	20	1.0	1/2	1/2	2/2	1	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	5	21	21	1.0	3/4	3/4	2/2	1	1	V6/III	c	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
7	6	22	22	1.0	0	0	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
7	6	23	23	1.0	1/4	1/4	2/2	1	1	viio/III	c	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
7	6	24	24	2.0	1/2	1/2	2/2	1	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
8	7	26	26	1.0	0	0	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	7	27	27	1.0	1/4	1/4	2/2	1	1	viio/VI	c	i		viio/VI	vii	o			VI			o	1	1	1, -2, -5		1	1
8	7	28	28	1.0	1/2	1/2	2/2	1	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	7	29	29	1.0	3/4	3/4	2/2	1	1	viio/VII	c	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
9	8	30	30	4.0	0	0	2/2	1	1	VII	c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
10	9	34	34	2.0	0	0	2/2	1	1	v.ii%65	c	v		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
10	9	36	36	2.0	1/2	1/2	2/2	1	1	iio64	c	v		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
11	10	38	38	2.0	0	0	2/2	1	1	i64	c	v		i64	i		64					m	1	1	1, 0, -3		0	1
11	10	40	40	2.0	1/2	1/2	2/2	1	1	iv7	c	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
12	11	42	42	2.0	0	0	2/2	1	1	i6	c	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	44	44	1.0	1/2	1/2	2/2	1	1	iv7	c	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
12	11	45	45	1.0	3/4	3/4	2/2	1	1	V	c	v		V	V							M	1	1	1, 5, 2		1	1
13	12	46	46	4.0	0	0	2/2	1	1	i|PAC}	c	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
13	12	48	48	0.0	1/2	1/2	2/2	1	1	{	c	v									{		1	1				
14	13	50	50	2.0	0	0	2/2	1	1	iv.V	c	iv		V	V							M	1	1	1, 5, 2		1	1
14	13	52	52	2.0	1/2	1/2	2/2	1	1	V2	c	iv		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
15	14	54	54	2.0	0	0	2/2	1	1	i6	c	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	14	56	56	2.0	1/2	1/2	2/2	1	1	i	c	iv		i	i							m	1	1	0, -3, 1		0	0
16	15	58	58	2.0	0	0	2/2	1	1	V6	c	iv		V6	V		6					M	1	1	5, 2, 1		1	5
16	15	60	60	2.0	1/2	1/2	2/2	1	1	V	c	iv		V	V							M	1	1	1, 5, 2		1	1
17	16	62	62	4.0	0	0	2/2	1	1	i|IAC}	c	iv		i	i					IAC	}	m	1	1	0, -3, 1		0	0
17	16	64	64	0.0	1/2	1/2	2/2	1	1	{	c	iv									{		1	1				
18	17	66	66	4.0	0	0	2/2	1	1	III.V2	c	III		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
19	18	70	70	4.0	0	0	2/2	1	1	I6	c	III		I6	I		6					M	1	0	4, 1, 0		0	4
20	19	74	74	4.0	0	0	2/2	1	1	V	c	III		V	V							M	1	0	1, 5, 2		1	1
21	20	78	78	2.0	0	0	2/2	1	1	I|IAC}	c	III		I	I					IAC	}	M	1	0	0, 4, 1		0	0
21	20	80	80	1.0	1/2	1/2	2/2	1	1	IV6{	c	III		IV6	IV		6				{	M	1	0	3, 0, -1		-1	3
21	20	81	81	1.0	3/4	3/4	2/2	1	1	I64	c	III		I64	I		64					M	1	0	1, 0, 4		0	1
22	21	82	82	2.0	0	0	2/2	1	1	viio64	c	III		viio64	vii	o	64					o	1	0	-1, 5, 2		5	-1
22	21	84	84	1.0	1/2	1/2	2/2	1	1	IV	c	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
22	21	85	85	1.0	3/4	3/4	2/2	1	1	I6	c	III		I6	I		6					M	1	0	4, 1, 0		0	4
23	22	86	86	2.0	0	0	2/2	1	1	viio6(2)	c	III		viio6(2)	vii	o	6	2				o	1	0	2, -1, 0		5	2
23	22	88	88	1.0	1/2	1/2	2/2	1	1	viio6	c	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
23	22	89	89	1.0	3/4	3/4	2/2	1	1	viio	c	III		viio	vii	o						o	1	0	5, 2, -1		5	5
24	23	90	90	1.0	0	0	2/2	1	1	I(4)	c	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
24	23	91	91	1.0	1/4	1/4	2/2	1	1	I	c	III		I	I							M	1	0	0, 4, 1		0	0
24	23	92	92	1.0	1/2	1/2	2/2	1	1	V(64)	c	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
24	23	93	93	1.0	3/4	3/4	2/2	1	1	V	c	III		V	V							M	1	0	1, 5, 2		1	1
25	24	94	94	4.0	0	0	2/2	1	1	I|PAC}	c	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
25	24	96	96	0.0	1/2	1/2	2/2	1	1	{	c	III									{		1	0				
26	25	98	98	2.0	0	0	2/2	1	1	V6	c	III		V6	V		6					M	1	0	5, 2, 1		1	5
26	25	100	100	2.0	1/2	1/2	2/2	1	1	i.V65/IV	c	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
27	26	102	102	4.0	0	0	2/2	1	1	IV	c	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
28	27	106	106	4.0	0	0	2/2	1	1	viio7/V	c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
29	28	110	110	2.0	0	0	2/2	1	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
29	28	112	112	1.0	1/2	1/2	2/2	1	1	III6	c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
29	28	113	113	2.0	3/4	3/4	2/2	1	1	iio6	c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
30	29	115	115	2.0	1/4	1/4	2/2	1	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
