mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.5	0	5/8	3/4	1	1	Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	3/2	3/2	1.0	1/4	1/4	3/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	5/2	5/2	1.0	1/2	1/2	3/4	1	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
3	2	7/2	7/2	2.0	0	0	3/4	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	2	11/2	11/2	1.0	1/2	1/2	3/4	1	1	V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
4	3	13/2	13/2	1.0	0	0	3/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
4	3	15/2	15/2	1.0	1/4	1/4	3/4	1	1	IV/V	Eb	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
4	3	17/2	17/2	1.0	1/2	1/2	3/4	1	1	viio6/V	Eb	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
5	4	19/2	19/2	2.0	0	0	3/4	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
5	4	23/2	23/2	1.0	1/2	1/2	3/4	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	25/2	25/2	2.0	0	0	3/4	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	29/2	29/2	1.0	1/2	1/2	3/4	1	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
7	6	31/2	31/2	2.0	0	0	3/4	1	1	iii	Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
