mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	15/16	4/4	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	1/2	1/2	4/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
3	3	0	0	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/4	1/4	4/4	1	1	iv65	d	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
3	3	1/2	1/2	4/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
4	4	0	0	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	4/4	1	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	4	1/2	1/2	4/4	1	1	vii%7/III	d	i		vii%7/III	vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
4	4	3/4	3/4	4/4	1	1	V65/III	d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
5	5	0	0	4/4	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
5	5	1/2	1/2	4/4	1	1	ii6/III	d	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
6	6	0	0	4/4	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
6	6	1/4	1/4	4/4	1	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
6	6	5/8	5/8	4/4	1	1	ii6/III	d	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
6	6	3/4	3/4	4/4	1	1	V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
7	7	0	0	4/4	1	1	III}{	d	i		III	III						}{	M	1	1	-3, 1, -2		-3	-3
7	7	1/4	1/4	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	1/2	1/2	4/4	1	1	V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
8	8	0	0	4/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
8	8	1/2	1/2	4/4	1	1	v.V65	d	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
9	9	0	0	4/4	1	1	i	d	v		i	i							m	1	1	0, -3, 1		0	0
9	9	1/4	1/4	4/4	1	1	VI6	d	v		VI6	VI		6					M	1	1	0, -3, -4		-4	0
9	9	1/2	1/2	4/4	1	1	VII	d	v		VII	VII							M	1	1	-2, 2, -1		-2	-2
9	9	3/4	3/4	4/4	1	1	v6	d	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	10	0	0	4/4	1	1	VI	d	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
10	10	1/4	1/4	4/4	1	1	iv7	d	v		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
10	10	1/2	1/2	4/4	1	1	V	d	v		V	V							M	1	1	1, 5, 2		1	1
12	12	0	0	4/4	1	1	i6	d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	1/4	1/4	4/4	1	1	VII6	d	v		VII6	VII		6					M	1	1	2, -1, -2		-2	2
12	12	1/2	1/2	4/4	1	1	VI6	d	v		VI6	VI		6					M	1	1	0, -3, -4		-4	0
12	12	3/4	3/4	4/4	1	1	v6	d	v		v6	v		6					m	1	1	-2, 2, 1		1	-2
13	13	0	0	4/4	1	1	iv6	d	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
13	13	1/4	1/4	4/4	1	1	III6	d	v		III6	III		6					M	1	1	1, -2, -3		-3	1
13	13	1/2	1/2	4/4	1	1	.bII6	d	v		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
14	14	0	0	4/4	1	1	.bII64	d	v		bII64	bII		64					M	1	1	-4, -5, -1		-5	-4
