mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	0	0	3/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
3	3	0	0	3/4	1	1	#viio65	d	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
4	4	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	1/4	1/4	3/4	1	1	i}	d	i		i	i						}	m	1	1	0, -3, 1		0	0
5	5	0	0	3/4	1	1	VIM7{	d	i		VIM7	VI	M	7				{	MM7	1	1	-4, 0, -3, 1		-4	-4
6	6	0	0	3/4	1	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	0	0	3/4	1	1	v7	d	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
8	8	0	0	3/4	1	1	i7	d	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
9	9	0	0	3/4	1	1	iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
10	10	0	0	3/4	1	1	v7	d	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
10	10	1/2	1/2	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
11	11	0	0	3/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
12	12	0	0	3/4	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	1/2	1/2	3/4	1	1	viio6/III	d	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
13	13	0	0	3/4	1	1	III}{	d	i		III	III						}{	M	1	1	-3, 1, -2		-3	-3
14	14	0	0	3/4	1	1	V7/iv	d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
15	15	0	0	3/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	16	0	0	3/4	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
17	17	0	0	3/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
18	18	0	0	3/4	1	1	#viio6/v	d	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
19	19	0	0	3/4	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
20	20	0	0	3/4	1	1	iv/v	d	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
21	21	0	0	3/4	1	1	V7/v	d	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
21	21	1/4	1/4	3/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
21	21	1/2	1/2	3/4	1	1	iio6/v	d	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
22	22	0	0	3/4	1	1	v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
22	22	1/4	1/4	3/4	1	1	#viio/iv/v	d	i		#viio/iv/v	#vii	o			iv/v			o	1	1	5, 2, -1		5	5
22	22	1/2	1/2	3/4	1	1	iv/v	d	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
23	23	0	0	3/4	1	1	#viio7/v	d	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
24	24	0	0	3/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
25	25	0	0	3/4	1	1	#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
26	26	0	0	3/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
26	26	1/4	1/4	3/4	1	1	VI6/iv	d	i		VI6/iv	VI		6		iv			M	1	1	-1, -4, -5		-5	-1
26	26	1/2	1/2	3/4	1	1	ii%7/iv	d	i		ii%7/iv	ii	%	7		iv			%7	1	1	1, -2, -5, -1		1	1
27	27	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
27	27	1/4	1/4	3/4	1	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
27	27	1/2	1/2	3/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
28	28	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
28	28	1/4	1/4	3/4	1	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
28	28	1/2	1/2	3/4	1	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
29	29	0	0	3/4	1	1	v	d	i		v	v							m	1	1	1, -2, 2		1	1
29	29	1/4	1/4	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
29	29	1/2	1/2	3/4	1	1	iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
30	30	0	0	3/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
31	31	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
31	31	1/2	1/2	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
32	32	0	0	3/4	1	1	V(#764)	d	i		V(#764)	V			#764				M	1	1	1, 0, -3	6	1	1
33	33	0	0	3/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
33	33	1/2	1/2	3/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
34	34	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
34	34	1/2	1/2	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
35	35	0	0	3/4	1	1	#viio64	d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
35	35	1/2	1/2	3/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	36	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
37	37	0	0	3/4	1	1	.bII	d	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
38	38	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
39	39	0	0	3/4	1	1	iio64	d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
39	39	1/4	1/4	3/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
39	39	1/2	1/2	3/4	1	1	iio64	d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
40	40	0	0	3/4	1	1	V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
41	41	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
42	42	0	0	3/4	1	1	viio7/V	d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
43	43	0	0	3/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
44	44	0	0	3/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	45	0	0	3/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
46	46	0	0	3/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
47	47	0	0	3/4	1	1	viio2/V	d	i		viio2/V	vii	o	2		V			o7	1	1	-3, 6, 3, 0		6	-3
48	48	0	0	3/4	1	1	#viio64}	d	i		#viio64	#vii	o	64				}	o	1	1	-1, 5, 2		5	-1
49	49	0	0	3/4	1	1	.bII{	d	i		bII	bII						{	M	1	1	-5, -1, -4		-5	-5
50	50	0	0	3/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
51	51	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
51	51	1/8	1/8	3/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
51	51	1/4	1/4	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
51	51	3/8	3/8	3/4	1	1	#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
51	51	1/2	1/2	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
51	51	5/8	5/8	3/4	1	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
52	52	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
52	52	1/4	1/4	3/4	1	1	#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
53	53	0	0	3/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
53	53	1/4	1/4	3/4	1	1	.bII	d	i		bII	bII							M	1	1	-5, -1, -4		-5	-5
54	54	0	0	3/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
55	55	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
56	56	0	0	3/4	1	1	V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
57	57	0	0	3/4	1	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
58	58	0	0	3/4	1	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
59	59	0	0	3/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
60	60	0	0	3/4	1	1	V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
61	61	0	0	3/4	1	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
62	62	0	0	3/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
63	63	0	0	3/4	1	1	i}	d	i		i	i						}	m	1	1	0, -3, 1		0	0
