mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	3/4	1	1	E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1	1	1.0	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	2	2	1.0	1/2	1/2	3/4	1	1	iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
2	2	3	3	1.0	0	0	3/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	4	4	1.0	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
2	2	5	5	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	6	6	1.0	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	7	7	1.0	1/4	1/4	3/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	8	8	1.0	1/2	1/2	3/4	1	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	4	9	9	4.0	0	0	3/4	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
5	5	12	12	0.0	0	0	3/4	1	1	{	E	I									{		0	0				
5	5	13	13	1.0	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	14	14	1.0	1/2	1/2	3/4	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	15	15	3.0	0	0	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
7	7	18	18	1.0	0	0	3/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
7	7	19	19	1.0	1/4	1/4	3/4	1	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
7	7	20	20	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
8	8	21	21	3.0	0	0	3/4	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
9	9	24	24	1.0	0	0	3/4	1	1	V6{	E	I		V6	V		6				{	M	0	0	5, 2, 1		1	5
9	9	25	25	1.0	1/4	1/4	3/4	1	1	viio6/V	E	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
9	9	26	26	1.0	1/2	1/2	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
10	10	27	27	3.0	0	0	3/4	1	1	viio64	E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
11	11	30	30	1.0	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	31	31	1.0	1/4	1/4	3/4	1	1	V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
11	11	32	32	1.0	1/2	1/2	3/4	1	1	vi65	E	I		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
12	12	33	33	3.0	0	0	3/4	1	1	V6}	E	I		V6	V		6				}	M	0	0	5, 2, 1		1	5
13	13	36	36	3.0	0	0	3/4	1	1	#viio65/vi{	E	I		#viio65/vi	#vii	o	65		vi		{	o7	0	0	5, 2, -1, 8		8	5
14	14	39	39	3.0	0	0	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
15	15	42	42	1.0	0	0	3/4	1	1	iio/vi	E	I		iio/vi	ii	o			vi			o	0	0	5, 2, -1		5	5
15	15	43	43	1.0	1/4	1/4	3/4	1	1	VI6/vi	E	I		VI6/vi	VI		6		vi			M	0	0	3, 0, -1		-1	3
15	15	44	44	1.0	1/2	1/2	3/4	1	1	V6/vi	E	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
16	16	45	45	2.0	0	0	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
16	16	47	47	1.0	1/2	1/2	3/4	1	1	VI/vi	E	I		VI/vi	VI				vi			M	0	0	-1, 3, 0		-1	-1
17	17	48	48	1.0	0	0	3/4	1	1	vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
17	17	49	49	1.0	1/4	1/4	3/4	1	1	iv/vi	E	I		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
17	17	50	50	1.0	1/2	1/2	3/4	1	1	V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
18	18	51	51	3.0	0	0	3/4	1	1	vi}	E	I		vi	vi						}	m	0	0	3, 0, 4		3	3
18	18	105/2	105/2	0.0	3/8	3/8	3/4	1	1	{	E	I									{		0	0				
19	19	54	54	2.0	0	0	3/4	1	1	viio/IV	E	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
19	19	56	56	1.0	1/2	1/2	3/4	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
20	20	57	57	2.0	0	0	3/4	1	1	IV(4)	E	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
20	20	59	59	1.0	1/2	1/2	3/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	21	60	60	3.0	0	0	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
22	22	63	63	2.0	0	0	3/4	1	1	iii7(4)	E	I		iii7(4)	iii		7	4				mm7	0	0	4, 3, 5, 2		4	4
22	22	65	65	1.0	1/2	1/2	3/4	1	1	iii7	E	I		iii7	iii		7					mm7	0	0	4, 1, 5, 2		4	4
23	23	66	66	2.0	0	0	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
23	23	68	68	1.0	1/2	1/2	3/4	1	1	vi7	E	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
24	24	69	69	2.0	0	0	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
24	24	71	71	1.0	1/2	1/2	3/4	1	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
25	25	72	72	1.0	0	0	3/4	1	1	iii	E	I		iii	iii							m	0	0	4, 1, 5		4	4
25	25	73	73	1.0	1/4	1/4	3/4	1	1	vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
25	25	74	74	1.0	1/2	1/2	3/4	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
26	26	75	75	1.0	0	0	3/4	1	1	V(4)}	E	I		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
26	26	76	76	2.0	1/4	1/4	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
27	27	78	78	1.0	0	0	3/4	1	1	I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
27	27	79	79	1.0	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
27	27	80	80	1.0	1/2	1/2	3/4	1	1	iii6	E	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
28	28	81	81	1.0	0	0	3/4	1	1	IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
28	28	82	82	1.0	1/4	1/4	3/4	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
28	28	83	83	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
29	29	84	84	0.5	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	29	169/2	169/2	2.5	1/8	1/8	3/4	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
30	30	87	87	2.0	0	0	3/4	1	1	IV(4)	E	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
30	30	89	89	1.0	1/2	1/2	3/4	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	90	90	1.0	0	0	3/4	1	1	viio6(2)	E	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
31	31	91	91	2.0	1/4	1/4	3/4	1	1	viio6	E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
32	32	93	93	2.0	0	0	3/4	1	1	V65	E	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
32	32	95	95	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
33	33	96	96	1.0	0	0	3/4	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	97	97	1.0	1/4	1/4	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
33	33	98	98	1.0	1/2	1/2	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
34	34	99	99	3.0	0	0	3/4	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
35	35	102	102	2.0	0	0	3/4	1	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
35	35	104	104	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
36	36	105	105	1.0	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
36	36	106	106	2.0	1/4	1/4	3/4	1	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
37	37	108	108	2.0	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	110	110	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
38	38	111	111	2.0	0	0	3/4	1	1	viio	E	I		viio	vii	o						o	0	0	5, 2, -1		5	5
38	38	113	113	1.0	1/2	1/2	3/4	1	1	V7}	E	I		V7	V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
39	39	114	114	3.0	0	0	3/4	1	1	I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
40	40	117	117	6.0	0	0	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
42	42	123	123	1.0	0	0	3/4	1	1	I(4)}	E	I		I(4)	I			4			}	M	0	0	0, -1, 1		0	0
42	42	124	124	2.0	1/4	1/4	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
43	43	126	126	2.0	0	0	3/4	1	1	I6{	E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
43	43	128	128	1.0	1/2	1/2	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
44	44	129	129	1.0	0	0	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
44	44	130	130	2.0	1/4	1/4	3/4	1	1	V2	E	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	132	132	2.0	0	0	3/4	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
45	45	134	134	1.0	1/2	1/2	3/4	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
46	46	135	135	2.0	0	0	3/4	1	1	viio/V	E	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
46	46	137	137	1.0	1/2	1/2	3/4	1	1	V7/V}	E	I		V7/V	V		7		V		}	Mm7	0	0	2, 6, 3, 0		2	2
47	47	138	138	3.0	0	0	3/4	1	1	V{	E	I		V	V						{	M	0	0	1, 5, 2		1	1
48	48	141	141	2.0	0	0	3/4	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
48	48	143	143	1.0	1/2	1/2	3/4	1	1	V6/V	E	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
49	49	144	144	2.0	0	0	3/4	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
49	49	146	146	1.0	1/2	1/2	3/4	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
50	50	147	147	3.0	0	0	3/4	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
