mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.25	0	11/16	3/4	1	1	.d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	5/4	2.0	1/4	1/4	3/4	1	1	#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
3	3	13/4	1.0	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
3	3	17/4	2.0	1/4	1/4	3/4	1	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	25/4	1.0	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
4	4	29/4	2.0	1/4	1/4	3/4	1	1	iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	5	37/4	3.0	0	0	3/4	1	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
6	6	49/4	3.0	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	61/4	3.0	0	0	3/4	1	1	V65/VI	d	i		V65/VI	V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
8	8	73/4	3.0	0	0	3/4	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
9	9	85/4	3.0	0	0	3/4	1	1	V7/VI	d	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
10	10	97/4	3.0	0	0	3/4	1	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
11	11	109/4	3.0	0	0	3/4	1	1	V65/III	d	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
12	12	121/4	1.0	0	0	3/4	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
12	12	125/4	2.0	1/4	1/4	3/4	1	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
13	13	133/4	3.0	0	0	3/4	1	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
14	14	145/4	3.0	0	0	3/4	1	1	V7/ii	d	i		V7/ii	V		7		ii			Mm7	1	1	3, 7, 4, 1		3	3
15	15	157/4	3.0	0	0	3/4	1	1	ii	d	i		ii	ii							m	1	1	2, -1, 3		2	2
16	16	169/4	3.0	0	0	3/4	1	1	V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
17	17	181/4	3.0	0	0	3/4	1	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
