mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3.5	0	5/8	6/8	1	1	.E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	7/2	7/2	1.5	0	0	6/8	1	1	V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	5	5	1.5	3/8	3/8	6/8	1	1	ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	13/2	13/2	1.5	0	0	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
4	4	8	8	1.5	3/8	3/8	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	19/2	19/2	3.0	0	0	6/8	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
5	5	47/4	47/4	0.0	9/16	9/16	6/8	1	1	{	E	I									{		0	0				
6	6	25/2	25/2	1.5	0	0	6/8	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
6	6	14	14	1.5	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
7	7	31/2	31/2	1.5	0	0	6/8	1	1	V7/IV	E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
7	7	17	17	1.5	3/8	3/8	6/8	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	37/2	37/2	1.5	0	0	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	20	20	0.5	3/8	3/8	6/8	1	1	I(4)	E	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
8	8	41/2	41/2	1.0	1/2	1/2	6/8	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
9	9	43/2	43/2	1.5	0	0	6/8	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	23	23	1.5	3/8	3/8	6/8	1	1	I	E	I		I	I							M	0	0	0, 4, 1		0	0
10	10	49/2	49/2	1.5	0	0	6/8	1	1	vii%7/V	E	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
10	10	26	26	1.5	3/8	3/8	6/8	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
11	11	55/2	55/2	1.5	0	0	6/8	1	1	vi7/V	E	I		vi7/V	vi		7		V			mm7	0	0	4, 1, 5, 2		4	4
11	11	29	29	3.0	3/8	3/8	6/8	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
12	12	32	32	6.0	3/8	3/8	6/8	1	1	ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
14	14	38	38	1.5	3/8	3/8	6/8	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
15	15	79/2	79/2	1.5	0	0	6/8	1	1	viio/V	E	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
15	15	41	41	1.5	3/8	3/8	6/8	1	1	V6/V	E	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
16	16	85/2	85/2	3.0	0	0	6/8	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
17	17	91/2	91/2	6.0	0	0	6/8	1	1	V}	E	I		V	V						}	M	0	0	1, 5, 2		1	1
18	18	48	48	0.0	0	5/8	6/8	1	1	{	E	I									{		0	0				
20	20	103/2	103/2	1.5	0	0	6/8	1	1	iio/ii	E	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
20	20	53	53	1.5	3/8	3/8	6/8	1	1	iv6/ii	E	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
21	21	109/2	109/2	1.5	0	0	6/8	1	1	#viio7/ii	E	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
21	21	56	56	1.5	3/8	3/8	6/8	1	1	V7/ii	E	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
22	22	115/2	115/2	1.5	0	0	6/8	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
22	22	59	59	1.5	3/8	3/8	6/8	1	1	V/ii	E	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
23	23	121/2	121/2	1.5	0	0	6/8	1	1	ii}{	E	I		ii	ii						}{	m	0	0	2, -1, 3		2	2
23	23	62	62	1.5	3/8	3/8	6/8	1	1	ii/IV	E	I		ii/IV	ii				IV			m	0	0	1, -2, 2		1	1
24	24	127/2	127/2	1.5	0	0	6/8	1	1	V/IV	E	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
