mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	3/4	2/2	1	1	.E.I{	E	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	1	4.0	0	0	2/2	1	1	IV	E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	5	4.0	0	0	2/2	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	9	3.0	0	0	2/2	1	1	ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
4	4	12	1.0	3/4	3/4	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
5	5	13	4.0	0	0	2/2	1	1	I}	E	I		I	I						}	M	0	0	0, 4, 1		0	0
5	5	16	0.0	3/4	3/4	2/2	1	1	{	E	I									{		0	0				
6	6	17	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
6	6	20	1.0	3/4	3/4	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	21	4.0	0	0	2/2	1	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	25	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
8	8	28	1.0	3/4	3/4	2/2	1	1	V7	E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	29	4.0	0	0	2/2	1	1	V(64)	E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	10	33	4.0	0	0	2/2	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
11	11	37	4.0	0	0	2/2	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
12	12	41	4.0	0	0	2/2	1	1	ii/V	E	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
13	13	45	3.0	0	0	2/2	1	1	V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
13	13	48	1.0	3/4	3/4	2/2	1	1	V7/V	E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
14	14	49	3.0	0	0	2/2	1	1	V	E	I		V	V							M	0	0	1, 5, 2		1	1
14	14	52	1.0	3/4	3/4	2/2	1	1	viio64	E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
15	15	53	3.0	0	0	2/2	1	1	I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	56	1.0	3/4	3/4	2/2	1	1	ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
16	16	57	2.0	0	0	2/2	1	1	ii65/V	E	I		ii65/V	ii		65		V			mm7	0	0	0, 4, 1, 3		3	0
