mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	3/8	1	1	1/16	1/16	1		1	79	0
1	1	1/16	1/16	3/8	1	1	1/16	1/16	1		-2	82	1
1	1	1/8	1/8	3/8	1	1	1/16	1/16	1		1	79	2
1	1	3/16	3/16	3/8	1	1	1/16	1/16	1		2	74	3
1	1	1/4	1/4	3/8	1	1	1/16	1/16	1		1	79	4
1	1	5/16	5/16	3/8	1	1	1/16	1/16	1		2	74	5
2	2	0	0	3/8	1	1	1/16	1/16	1		-2	70	6
2	2	1/16	1/16	3/8	1	1	1/16	1/16	1		2	74	7
2	2	1/8	1/8	3/8	1	1	1/16	1/16	1		-2	70	8
2	2	3/16	3/16	3/8	1	1	1/16	1/16	1		1	67	9
2	2	1/4	1/4	3/8	1	1	1/16	1/16	1		-2	70	10
2	2	5/16	5/16	3/8	1	1	1/16	1/16	1		1	67	11
3	3	0	0	3/8	1	1	1/16	1/16	1		2	62	12
3	3	1/16	1/16	3/8	1	1	1/16	1/16	1		1	67	13
3	3	1/8	1/8	3/8	1	1	1/16	1/16	1		2	62	14
3	3	3/16	3/16	3/8	1	1	1/16	1/16	1		-2	58	15
3	3	1/4	1/4	3/8	1	1	1/16	1/16	1		2	62	16
3	3	5/16	5/16	3/8	1	1	1/16	1/16	1		-2	58	17
4	4	0	0	3/8	1	1	1/16	1/16	1		1	55	18
4	4	1/16	1/16	3/8	1	1	1/16	1/16	1		-2	58	19
4	4	1/8	1/8	3/8	1	1	1/16	1/16	1		2	62	20
4	4	3/16	3/16	3/8	1	1	1/16	1/16	1		1	67	21
4	4	1/4	1/4	3/8	1	1	1/16	1/16	1		-2	70	22
4	4	5/16	5/16	3/8	1	1	1/16	1/16	1		2	74	23
5	5	0	0	3/8	1	1	1/16	1/16	1		1	79	24
5	5	1/16	1/16	3/8	1	1	1/16	1/16	1		2	74	25
5	5	1/8	1/8	3/8	1	1	1/16	1/16	1		0	72	26
5	5	3/16	3/16	3/8	1	1	1/16	1/16	1		-2	70	27
5	5	1/4	1/4	3/8	1	1	1/16	1/16	1		3	69	28
5	5	5/16	5/16	3/8	1	1	1/16	1/16	1		1	67	29
6	6	0	0	3/8	1	1	1/16	1/16	1		6	66	30
6	6	1/16	1/16	3/8	1	1	1/16	1/16	1		2	62	31
6	6	1/8	1/8	3/8	1	1	1/16	1/16	1		6	66	32
6	6	3/16	3/16	3/8	1	1	1/16	1/16	1		3	69	33
6	6	1/4	1/4	3/8	1	1	1/16	1/16	1		2	74	34
6	6	5/16	5/16	3/8	1	1	1/16	1/16	1		6	78	35
7	7	0	0	3/8	1	1	1/16	1/16	1		3	81	36
7	7	1/16	1/16	3/8	1	1	1/16	1/16	1		-3	75	37
7	7	1/8	1/8	3/8	1	1	1/16	1/16	1		2	74	38
7	7	3/16	3/16	3/8	1	1	1/16	1/16	1		0	72	39
7	7	1/4	1/4	3/8	1	1	1/16	1/16	1		-2	70	40
7	7	5/16	5/16	3/8	1	1	1/16	1/16	1		3	69	41
8	8	0	0	3/8	1	1	1/16	1/16	1		1	67	42
8	8	1/16	1/16	3/8	1	1	1/16	1/16	1		2	62	43
8	8	1/8	1/8	3/8	1	1	1/16	1/16	1		1	67	44
8	8	3/16	3/16	3/8	1	1	1/16	1/16	1		-2	70	45
8	8	1/4	1/4	3/8	1	1	1/16	1/16	1		2	74	46
8	8	5/16	5/16	3/8	1	1	1/16	1/16	1		1	79	47
9	9	0	0	3/8	1	1	1/16	1/16	1		-2	82	48
9	9	1/16	1/16	3/8	1	1	1/16	1/16	1		1	79	49
9	9	1/8	1/8	3/8	1	1	1/16	1/16	1		-3	75	50
9	9	3/16	3/16	3/8	1	1	1/16	1/16	1		0	72	51
9	9	1/4	1/4	3/8	1	1	1/16	1/16	1		-3	75	52
9	9	5/16	5/16	3/8	1	1	1/16	1/16	1		1	79	53
10	10	0	0	3/8	1	1	1/16	1/16	1		3	81	54
10	10	1/16	1/16	3/8	1	1	1/16	1/16	1		-1	77	55
10	10	1/8	1/8	3/8	1	1	1/16	1/16	1		2	74	56
10	10	3/16	3/16	3/8	1	1	1/16	1/16	1		-2	70	57
10	10	1/4	1/4	3/8	1	1	1/16	1/16	1		2	74	58
10	10	5/16	5/16	3/8	1	1	1/16	1/16	1		-1	77	59
11	11	0	0	3/8	1	1	1/16	1/16	1		1	79	60
11	11	1/16	1/16	3/8	1	1	1/16	1/16	1		-3	75	61
11	11	1/8	1/8	3/8	1	1	1/16	1/16	1		0	72	62
11	11	3/16	3/16	3/8	1	1	1/16	1/16	1		3	69	63
11	11	1/4	1/4	3/8	1	1	1/16	1/16	1		0	72	64
11	11	5/16	5/16	3/8	1	1	1/16	1/16	1		-3	75	65
12	12	0	0	3/8	1	1	1/16	1/16	1		2	62	66
12	12	1/16	1/16	3/8	1	1	1/16	1/16	1		1	79	67
12	12	1/8	1/8	3/8	1	1	1/16	1/16	1		6	78	68
12	12	3/16	3/16	3/8	1	1	1/16	1/16	1		1	79	69
12	12	1/4	1/4	3/8	1	1	1/16	1/16	1		3	81	70
12	12	5/16	5/16	3/8	1	1	1/16	1/16	1		0	72	71
13	13	0	0	3/8	1	1	1/16	1/16	1		1	67	72
13	13	1/16	1/16	3/8	1	1	1/16	1/16	1		0	72	73
13	13	1/8	1/8	3/8	1	1	1/16	1/16	1		-2	70	74
13	13	3/16	3/16	3/8	1	1	1/16	1/16	1		0	72	75
13	13	1/4	1/4	3/8	1	1	1/16	1/16	1		2	74	76
13	13	5/16	5/16	3/8	1	1	1/16	1/16	1		-1	65	77
14	14	0	0	3/8	1	1	1/16	1/16	1		0	60	78
14	14	1/16	1/16	3/8	1	1	1/16	1/16	1		-1	77	79
14	14	1/8	1/8	3/8	1	1	1/16	1/16	1		4	76	80
14	14	3/16	3/16	3/8	1	1	1/16	1/16	1		-1	77	81
14	14	1/4	1/4	3/8	1	1	1/16	1/16	1		1	79	82
14	14	5/16	5/16	3/8	1	1	1/16	1/16	1		-2	70	83
15	15	0	0	3/8	1	1	1/16	1/16	1		-1	65	84
15	15	1/16	1/16	3/8	1	1	1/16	1/16	1		-2	70	85
15	15	1/8	1/8	3/8	1	1	1/16	1/16	1		3	69	86
15	15	3/16	3/16	3/8	1	1	1/16	1/16	1		-2	70	87
15	15	1/4	1/4	3/8	1	1	1/16	1/16	1		0	72	88
15	15	5/16	5/16	3/8	1	1	1/16	1/16	1		-3	63	89
16	16	0	0	3/8	1	1	1/16	1/16	1		-2	58	90
16	16	1/16	1/16	3/8	1	1	1/16	1/16	1		-3	75	91
16	16	1/8	1/8	3/8	1	1	1/16	1/16	1		2	74	92
16	16	3/16	3/16	3/8	1	1	1/16	1/16	1		-3	75	93
16	16	1/4	1/4	3/8	1	1	1/16	1/16	1		-1	77	94
16	16	5/16	5/16	3/8	1	1	1/16	1/16	1		-4	68	95
17	17	0	0	3/8	1	1	1/16	1/16	1		-3	63	96
17	17	1/16	1/16	3/8	1	1	1/16	1/16	1		-2	58	97
17	17	1/8	1/8	3/8	1	1	1/16	1/16	1		-3	63	98
17	17	3/16	3/16	3/8	1	1	1/16	1/16	1		1	67	99
17	17	1/4	1/4	3/8	1	1	1/16	1/16	1		-3	63	100
17	17	5/16	5/16	3/8	1	1	1/16	1/16	1		1	67	101
18	18	0	0	3/8	1	1	1/16	1/16	1		0	72	102
18	18	1/16	1/16	3/8	1	1	1/16	1/16	1		1	67	103
18	18	1/8	1/8	3/8	1	1	1/16	1/16	1		0	72	104
18	18	3/16	3/16	3/8	1	1	1/16	1/16	1		-3	75	105
18	18	1/4	1/4	3/8	1	1	1/16	1/16	1		0	72	106
18	18	5/16	5/16	3/8	1	1	1/16	1/16	1		-3	75	107
19	19	0	0	3/8	1	1	1/16	1/16	1		-1	65	108
19	19	1/16	1/16	3/8	1	1	1/16	1/16	1		0	60	109
